Implemented,study-id,cite-key,Authors,Title,Journal,Source,Search Term,JEL/EconLit (if avail),Semantic Scholar ID,URL,Repo,Language,Semantic Scholar Citation Count
1,chu-2021,chu_hometown_2021,"Jian Chu, Raymond Fisman, Songtao Tan, and Yongxiang Wang",Hometown Favoritism and the Quality of Government Monitoring: Evidence from Rotation of Chinese Auditors,American Economic Journal: Applied Economics,https://www.openicpsr.org/openicpsr/search/studies?start=0&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ORIGRELDATE=%5B2010-01-01T00%3A00%3A00Z%20TO%202025-02-05T23%3A59%3A59Z%5D&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=city%2Fcities,cities/city,"D73, H54, H83, L32, M42, O18, P25",4b6ef20c62c10a6fbb5cf98dfc5dc985ca05d179,https://pubs.aeaweb.org/doi/pdfplus/10.1257/app.20190516,https://www.openicpsr.org/openicpsr/project/119148/version/V1/view?path=/openicpsr/119148/fcr:versions/V1&type=project,Stata,56.0
1,barbanchon-2021,le_barbanchon_electoral_2022,Le Barbanchon & Sauvagnat,"Electoral competition, voter bias, and women in politics",Journal of the European Economic Association,https://www.openicpsr.org/openicpsr/search/studies?start=0&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ORIGRELDATE=%5B2010-01-01T00%3A00%3A00Z%20TO%202025-02-05T23%3A59%3A59Z%5D&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=city%2Fcities,District-level,"D72, D78, J16",035531bc298ca3f6c2670f628359f24ddc008b6e,https://academic.oup.com/jeea/article/20/1/352/6316168,https://www.openicpsr.org/openicpsr/project/141781/version/V1/view,Stata,46.0
1,beach-2017,beach_gridlock_2017,Brian Beach; Daniel B. Jones,Ethnic Diversity in Government and the Provision of Public Goods,American Economic Journal: Economic Policy,https://www.openicpsr.org/openicpsr/search/studies?start=125&ARCHIVE=openicpsr&ARCHIVE=openicpsr&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=city%2Fcities,cities/city,"D72, H41, H70, J15, R23, R51",26e541b92b9fc5852ffd465171208cc0e0d2a6ba,https://pubs.aeaweb.org/doi/pdfplus/10.1257/pol.20150394,https://www.openicpsr.org/openicpsr/project/114663/version/V1/view?path=/pcms/projects/1/1/4/6/114663/V1.0.1&type=project,Stata,84.0
1,combs-2021,combs_effects_2021,"Alex E. Combs, University of Georgia; John Foster, Southern Illinois University Edwardsville",Effects of Homestead Exemptions for Seniors and Disabled People on School Districts: Data and Analysis Files,AERA Open,https://www.openicpsr.org/openicpsr/search/studies?start=0&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=%60%60district%27%27,district,,5edf96a0228ad9a739474365e008a7a3ff5baa61,https://files.eric.ed.gov/fulltext/EJ1323857.pdf,https://www.openicpsr.org/openicpsr/project/131141/version/V1/view?path=/openicpsr/131141/fcr:versions/V1&type=project,Stata,3.0
1,drago-2014,drago_meet_2014,Francesco Drago; Tommaso Nannicini; Francesco Sobbrio,Meet the Press: How Voters and Politicians Respond to Newspaper Entry and Exit,American Economic Journal: Economic Policy,https://www.openicpsr.org/openicpsr/search/studies?start=125&ARCHIVE=openicpsr&ARCHIVE=openicpsr&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=city%2Fcities,cities/city,"D72, L11, L82",78bc9ed2badc1818d7dfafc058c1987d048365af,https://pubs.aeaweb.org/doi/pdfplus/10.1257/app.6.3.159,https://www.openicpsr.org/openicpsr/project/113895/version/V1/view,Stata,110.0
1,snow-2019,baum-snow_school_2011,Nathaniel Baum-Snow; Byron F. Lutz,"School Desegregation, School Choice, and Changes in Residential Location Patterns by Race",American Economic Journal: Economic Policy,https://www.openicpsr.org/openicpsr/search/studies?start=0&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=%60%60district%27%27,district,"H75, I21, J15, R23",bde295d1c9027de75bd648b8c0fffc88a56b849c,https://www.aeaweb.org/articles?id=10.1257/aer.101.7.3019,https://www.openicpsr.org/openicpsr/project/112473/version/V1/view?path=/pcms/projects/1/1/2/4/112473/V1.0.1&type=project,Stata,84.0
1,eriksen-2015,eriksen_housing_2015,Michael D. Eriksen; Amanda Ross,Housing Vouchers and the Price of Rental Housing,American Economic Journal: Economic Policy,https://www.openicpsr.org/openicpsr/search/studies?start=0&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=%60%60district%27%27,cities/city,"H23, I38, R31, R38",db31e2efe6bc830969d9268a8cfbcf9e734a777d,https://pubs.aeaweb.org/doi/pdfplus/10.1257/pol.20130064,https://www.openicpsr.org/openicpsr/project/114569/version/V1/view?path=/openicpsr/114569/fcr:versions/V1&type=project,Stata,82.0
1,charles-2018,charles_housing_2018,Kerwin Kofi Charles; Erik Hurst; Matthew J. Notowidigdo,"Housing Booms and Busts, Labor Market Opportunities, and College Attendance",American Economic Review,https://www.openicpsr.org/openicpsr/search/studies?start=0&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=%60%60district%27%27,cities/city,"I23, I25, J24, J31, R21, R31",d6248aeb565c70bf0f4c59d513b4864baead6d9b,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.20151604,https://www.openicpsr.org/openicpsr/project/113109/version/V1/view,Stata,153.0
1,bordignon-2016,bordignon_moderating_2016,Massimo Bordignon; Tommaso Nannicini; Guido Tabellini,Moderating Political Extremism: Single Round versus Runoff Elections under Plurality Rule,American Economic Review,https://www.openicpsr.org/openicpsr/search/studies?start=125&ARCHIVE=openicpsr&ARCHIVE=openicpsr&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=city%2Fcities,cities/city,"C78, D72",d6a6c596cdbf57cccd1caece544bf7111ad0a61a,https://www.aeaweb.org/articles?id=10.1257/aer.20131024,https://www.openicpsr.org/openicpsr/project/112940/version/V1/view?path=/pcms/projects/1/1/2/9/112940/V1.0.1&type=project,Stata,194.0
1,acconcia-2014,acconcia_mafia_2014,Antonio Acconcia; Giancarlo Corsetti; Saverio Simonelli,Mafia and Public Spending: Evidence on the Fiscal Multiplier from a Quasi-experiment,American Economic Review,https://www.openicpsr.org/openicpsr/search/studies?start=0&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=%60%60district%27%27,cities/city,"D72, E62, H71, K42",32d10f1b0a1be5136c4a3ea5b28666919a2c625a,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.104.7.2185,https://www.openicpsr.org/openicpsr/project/112837/version/V1/view,Stata,251.0
1,sviatschi-2019,sviatschi_us_2019,Maria Micaela Sviatschi,US Criminal Deportations and Human Capital in Central America,American Economic Journal,https://www.openicpsr.org/openicpsr/search/studies?start=0&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=%60%60municipality%27%27,municipality,,d84e0ec391ec2b3bb4d5e636300aa2b8c82fdb22,https://www.aeaweb.org/articles?id=10.1257/pandp.20191061,https://www.openicpsr.org/openicpsr/project/116478/version/V1/view?path=/openicpsr/116478/fcr:versions/V1&type=project,Stata,12.0
1,cunningham-2018,cunningham_racial_2018,Jamein P. Cunningham; Rob Gillezeau,Racial Differences in Police Use of Force: Evidence from the 1960s Civil Disturbances,AEA Papers and Proceedings,https://www.openicpsr.org/openicpsr/search/studies?start=0&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=%60%60district%27%27,cities/city,,99d67b4e2af13cc0fd759fd6264803c28bf63270,https://pubs.aeaweb.org/doi/pdfplus/10.1257/pandp.20181110,https://www.openicpsr.org/openicpsr/project/114493/version/V1/view?path=/pcms/projects/1/1/4/4/114493/V1.0.1&type=project,Stata,14.0
1,evans-2024,evans_virtual_2024,Evans et al.,Virtual Learning in Kindergarten Through Grade 12 During the COVID-19 Pandemic and Chronic Absenteeism,Economic Inquiry,https://www.openicpsr.org/openicpsr/search/studies?start=0&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=%60%60district%27%27,District-level,,615b43b0735dfc7ce0b4c39aa8d8e5be68be2f5b,https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2822548,https://www.openicpsr.org/openicpsr/project/207769/version/V1/view,Stata,6.0
1,fisman-2017,fisman_distortionary_2017,Raymond Fisman; Yongxiang Wang,"The Distortionary Effects of Incentives in Government: Evidence from China's ""Death Ceiling"" Program",American Economic Journal,https://www.openicpsr.org/openicpsr/search/studies?start=0&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=%60%60municipality%27%27,municipality,"D73, J28, J45, J81, O15, P26, P36",4b52852cf3db163e2262d232a391f79fd1895245,https://pubs.aeaweb.org/doi/pdfplus/10.1257/app.20160008,https://www.openicpsr.org/openicpsr/project/113677/version/V1/view?path=/openicpsr/113677/fcr:versions/V1&type=project,Stata,78.0
1,nguyen-2019,nguyen_are_2019,Hoai-Luu Q. Nguyen,Are Credit Markets Still Local? Evidence from Bank Branch Closings,American Economic Journal: Applied Economics,https://www.openicpsr.org/openicpsr/search/studies?q=tract+-archive,tract -archive,"G21, G34, L22, R12, R32",72c0bd4abec0cd95955bef0c09e14bae35426861,https://pubs.aeaweb.org/doi/pdfplus/10.1257/app.20170543,https://www.openicpsr.org/openicpsr/project/113733/version/V1/view?path=/openicpsr/113733/fcr:versions/V1&type=project,Stata,299.0
1,bai-2023,bai_political_2023,"Liang Bai,Lingwei Wu",Political Conflict and Development Dynamics: Economic Legacies of the Cultural Revolution,The Journal of Economic History,https://www.openicpsr.org/openicpsr/search/studies?start=50&ARCHIVE=openicpsr&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=tract%20-archive,prefecture,,8ba358a7df0a2cf9500b98201f06cbdd2a9bd619,https://www.cambridge.org/core/journals/journal-of-economic-history/article/political-conflict-and-development-dynamics-economic-legacies-of-the-cultural-revolution/796180C225D3D9522E4E22C020F4639C,https://www.openicpsr.org/openicpsr/project/193723/version/V1/view?path=/openicpsr/193723/fcr:versions/V1&type=project,Stata,7.0
1,furtado-2024,furtado_how_2024,"Delia Furtado, University of Connecticut; Haiyang Kong , Beijing Normal University",How Do Low-Education Immigrants Adjust to Chinese Import Shocks? Evidence using English Language Proficiency,European Economic Review,https://www.openicpsr.org/openicpsr/search/studies?start=25&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=college,college,"J15, J61, J24, F16",ca1df4ae61b1df09b5b32461a7525ec5014f52dc,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4326088,https://www.openicpsr.org/openicpsr/project/197401/version/V1/view?path=/openicpsr/197401/fcr:versions/V1&type=project,Stata,1.0
1,gonzalez-2013,gonzalez_effect_2013,Libertad González,"The Effect of a Universal Child Benefit on Conceptions, Abortions, and Early Maternal Labor Supply",American Economic Journal: Economic Policy,https://www.openicpsr.org/openicpsr/search/studies?q=tract+-archive,university,"I38, J13, J16, J22",e21f2f04ae570b2dbda6b4c798e1b152e8765a00,https://pubs.aeaweb.org/doi/pdfplus/10.1257/pol.5.3.160,https://www.openicpsr.org/openicpsr/project/114827/version/V1/view?path=/pcms/projects/1/1/4/8/114827/V1.0.1&type=project,Stata,159.0
1,bohn-2015,bohn_criminal_2015,Sarah Bohn; Matthew Freedman; Emily Owens,The Criminal Justice Response to Policy Interventions: Evidence from Immigration Reform,American Economic Journal: Applied Economics,https://www.openicpsr.org/openicpsr/search/studies?start=25&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=college,college,,ef0f2020a6354660a2432538c3c15ece036e0ec4,https://www.aeaweb.org/articles?id=10.1257/aer.p20151042,https://www.openicpsr.org/openicpsr/project/113381/version/V1/view?path=/pcms/projects/1/1/3/3/113381/V1.0.1&type=project,Stata,11.0
1,redding-2008,redding_costs_2008,Stephen J. Redding; Daniel M. Sturm,The Costs of Remoteness: Evidence from German Division and Reunification,American Economic Review,https://www.openicpsr.org/openicpsr/search/studies?start=25&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=college,city,"F15, N94, R12, R23",5d231135a64ac91d07df3842ac0903683d3f0d3d,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.1766,https://www.openicpsr.org/openicpsr/project/113267/version/V1/view,Stata,727.0
1,forman-2012,forman_internet_2012,Chris Forman; Avi Goldfarb; Shane Greenstein,The Internet and Local Wages: A Puzzle,American Economic Review ,https://www.openicpsr.org/openicpsr/search/studies?start=25&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=college,county,,5827c6235ea8810b3ee31f12b11b93a278b8f730,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.102.1.556,https://www.openicpsr.org/openicpsr/project/112502/version/V1/view,Stata,392.0
1,dorn-2013,autor_growth_2013,David H. Autor; David Dorn,The Growth of Low-Skill Service Jobs and the Polarization of the US Labor Market,American Economic Review,https://www.openicpsr.org/openicpsr/search/studies?start=200&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=neighborhood,neighborhood,"J24, J31, R23",5a79c4b9ee8a205b1da1df86ce4c03b50dfcdf52,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.103.5.1553,https://www.openicpsr.org/openicpsr/project/112652/version/V1/view?path=/openicpsr/112652/fcr:versions/V1&type=project,Stata,3969.0
1,egger-2010,egger_government_2010,Peter Egger; Marko Koethenbuerger,Government Spending and Legislative Organization: Quasi-experimental Evidence from Germany,American Economic Journal: Applied Economics,https://www.openicpsr.org/openicpsr/search/studies?start=0&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ORIGRELDATE=%5B2010-01-01T00%3A00%3A00Z%20TO%202015-01-01T23%3A59%3A59Z%5D&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=%22municipalities%22%2F%22municipality%27%27,"""municipalities""/""municipality''","D72, H72, R51",0fa2253ae361a1903f28735d33dcb99d26f4865b,https://pubs.aeaweb.org/doi/pdfplus/10.1257/app.2.4.200,https://www.openicpsr.org/openicpsr/project/113766/version/V1/view?path=/openicpsr/113766/fcr:versions/V1&type=project,Stata,104.0
1,caselli-2013,caselli_oil_2013,Francesco Caselli; Guy Michaels,Do Oil Windfalls Improve Living Standards? Evidence from Brazil,American Economic Journal: Applied Economics,https://www.openicpsr.org/openicpsr/search/studies?start=0&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ORIGRELDATE=%5B2010-01-01T00%3A00%3A00Z%20TO%202015-01-01T23%3A59%3A59Z%5D&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=%22municipalities%22%2F%22municipality%27%27,"""municipalities""/""municipality''","H41, H75, I31, O13, O15, O17, O18",c6ebaeba55981016410ae7bb82006c545507eba1,https://www.aeaweb.org/articles?id=10.1257/app.5.1.208,https://www.openicpsr.org/openicpsr/project/113843/version/V1/view,Stata,649.0
1,brollo-2013,brollo_political_2013,Fernanda Brollo; Tommaso Nannicini; Roberto Perotti; Guido Tabellini,The Political Resource Curse,American Economic Review,https://www.openicpsr.org/openicpsr/search/studies?start=0&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ORIGRELDATE=%5B2010-01-01T00%3A00%3A00Z%20TO%202015-01-01T23%3A59%3A59Z%5D&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=%22municipalities%22%2F%22municipality%27%27,"""municipalities""/""municipality''","D72, D73, H77, O17, O18",,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.103.5.1759,https://www.openicpsr.org/openicpsr/project/112657/version/V1/view,Stata,
1,lundqvist-2014,lundqvist_stimulating_2014,Heléne Lundqvist; Matz Dahlberg; Eva Mörk,Stimulating Local Public Employment: Do General Grants Work?,American Economic Journal: Economic Policy,https://www.openicpsr.org/openicpsr/search/studies?start=0&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ARCHIVE=openicpsr&ORIGRELDATE=%5B2010-01-01T00%3A00%3A00Z%20TO%202015-01-01T23%3A59%3A59Z%5D&sort=score%20desc%2CDATEUPDATED%20desc&rows=25&q=%22municipalities%22%2F%22municipality%27%27,"""municipalities""/""municipality''","H75, H77, J45",70e80e9a3534a8efb0d32ea9b571e02215e3fc16,https://www.aeaweb.org/articles/pdf/doi/10.1257/pol.6.1.167,https://www.openicpsr.org/openicpsr/project/114847/version/V1/view,,66.0
