,,,,,FILL THESE COLUMNS FOR ALL VARIABLES,,,,,,ONLY NEEDED FOR NOISED VARIABLES,,,,,
Implemented,study-id,result-ids,variable-id,desc,query type,query notes,noised,reg-role,interaction variable?,constructed from microdata by authors,data-dependent-bounds,component-variables,data domain,data type,dataset publisher,dataset
1,nguyen-2019,all,pcollege2000,fraction college-educated * year dummy variable,count / count * invariant,created new variable college = pcollege * totpop,1,control,1,0,,"poptot, college",education,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,pcollege2001,fraction college-educated * year dummy variable,count / count * invariant,created new variable college = pcollege * totpop,1,control,1,0,,"poptot, college",education,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,pcollege2002,fraction college-educated * year dummy variable,count / count * invariant,created new variable college = pcollege * totpop,1,control,1,0,,"poptot, college",education,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,pcollege2003,fraction college-educated * year dummy variable,count / count * invariant,created new variable college = pcollege * totpop,1,control,1,0,,"poptot, college",education,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,pcollege2004,fraction college-educated * year dummy variable,count / count * invariant,created new variable college = pcollege * totpop,1,control,1,0,,"poptot, college",education,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,pcollege2005,fraction college-educated * year dummy variable,count / count * invariant,created new variable college = pcollege * totpop,1,control,1,0,,"poptot, college",education,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,pcollege2006,fraction college-educated * year dummy variable,count / count * invariant,created new variable college = pcollege * totpop,1,control,1,0,,"poptot, college",education,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,pcollege2007,fraction college-educated * year dummy variable,count / count * invariant,created new variable college = pcollege * totpop,1,control,1,0,,"poptot, college",education,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,pcollege2008,fraction college-educated * year dummy variable,count / count * invariant,created new variable college = pcollege * totpop,1,control,1,0,,"poptot, college",education,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,pcollege2009,fraction college-educated * year dummy variable,count / count * invariant,created new variable college = pcollege * totpop,1,control,1,0,,"poptot, college",education,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,pcollege2010,fraction college-educated * year dummy variable,count / count * invariant,created new variable college = pcollege * totpop,1,control,1,0,,"poptot, college",education,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,pcollege2011,fraction college-educated * year dummy variable,count / count * invariant,created new variable college = pcollege * totpop,1,control,1,0,,"poptot, college",education,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,pcollege2012,fraction college-educated * year dummy variable,count / count * invariant,created new variable college = pcollege * totpop,1,control,1,0,,"poptot, college",education,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,medincome1999,median income * year dummy,median * invariant,,1,control,1,0,,medincome,income,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,medincome2000,median income * year dummy,median * invariant,,1,control,1,0,,medincome,income,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,medincome2001,median income * year dummy,median * invariant,,1,control,1,0,,medincome,income,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,medincome2002,median income * year dummy,median * invariant,,1,control,1,0,,medincome,income,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,medincome2003,median income * year dummy,median * invariant,,1,control,1,0,,medincome,income,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,medincome2004,median income * year dummy,median * invariant,,1,control,1,0,,medincome,income,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,medincome2005,median income * year dummy,median * invariant,,1,control,1,0,,medincome,income,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,medincome2006,median income * year dummy,median * invariant,,1,control,1,0,,medincome,income,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,medincome2007,median income * year dummy,median * invariant,,1,control,1,0,,medincome,income,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,medincome2008,median income * year dummy,median * invariant,,1,control,1,0,,medincome,income,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,medincome2009,median income * year dummy,median * invariant,,1,control,1,0,,medincome,income,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,medincome2010,median income * year dummy,median * invariant,,1,control,1,0,,medincome,income,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,medincome2011,median income * year dummy,median * invariant,,1,control,1,0,,medincome,income,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,medincome2012,median income * year dummy,median * invariant,,1,control,1,0,,medincome,income,Census,U.S. Census Bureau,2000 Decennial Census
1,gonzalez-2025,all,drug_AM,Outcome variable is the total number of drug-related crimes at the block-year level occurring during school days and school hours. ,count,,1,dep,0,1,,drug_AM,crime,Administrative,Chicago Police Department (CPD),Citizen Law Enforcement Analysis and Reporting (CLEAR) system of the Chicago Police Department (CPD)
1,abouk-2013,all,pop,state population,count,,1,weights,0,0,,pop,population,Blended,U.S. Census Bureau,Population estimates?
1,abouk-2013,all,lpop,log of state population,log (count + 1),reconstructed lpop = log (pop),1,control,0,0,,pop,population,Blended,U.S. Census Bureau,Population estimates?
1,abouk-2013,all,permale2,percentage of male of state,count / count,created var Male = permale2*pop,1,control,0,0,,"Male, pop",sex/gender,Blended,U.S. Census Bureau,Population estimates?
1,abouk-2013,all,laccidentsvso2,log (number of fatal accidents + 1) for state i in month m,log (count + 1),reconstructed laccidentsvso2 = log (accidentsvso + 1),1,dep,0,0,,accidentsvso,accidents,Administrative,National Highway Traffic Safety Administration,Fatality Analysis Reporting System (FARS)
1,abouk-2013,all,unemp,state unemployment rate,count / count * invariant,created var unemp_num = unemp / 100 * pop,0,control,0,0,,,employment,Census,U.S. Census Bureau,
1,weber-2025,all,cases_per_1000,"Covid Cases per 1000 (county-level, interacted w/state FE)",count * invariant,assuming population is invariant; assuming max five cases per person,1,control,0,0,,cases_per_100k,medical,Administrative,U.S. Center for Disease Control,COVID-19 Data Hub
1,weber-2025,all,fundgap_1_bd,NECM Funding Gap/Surplus (estimate from model with race covariate),regression,code for model preds not provided; can't privatize,0,ind,0,0,,,,,,
1,fernandez-2021,hurr-health,tot_emp,total healthcare employment,count,,1,dep,0,0,,tot_emp,employment,Blended,Bureau of Labor Statistics,May State Occupational Employment and Wage Estimates
1,fernandez-2021,"hur-phy, hur-phyrate",i_pop,county population,count,,1,weights,0,0,,i_pop,population,Blended,Bureau of Labor Statistics,May State Occupational Employment and Wage Estimates
1,fernandez-2021,"hur-phy, hur-phyrate",qtrly_estabs_count,"the number of physician offices per 100,000 people",invariant / count,created inter var num_offices = qtrly_estabs_count * (i_pop / 100000),1,dep,0,0,,i_pop,population,Blended,Bureau of Labor Statistics,May State Occupational Employment and Wage Estimates
1,evans-2024,all,enroll_total,total enrollment,count,,1,weights,0,0,,enroll_total,education,Administrative,National Center for Education Statistics,Common Core of Data
1,evans-2024,all,single_parent,percentage of children in the district boundary living in single parent household,count / count,assumign denominator is enroll_total; created inter var n_single_parent = single_parent / 100 * enroll_total,1,control,0,0,,"enroll_total, n_single_parent",children,Survey,U.S. Census Bureau,American Community Survey
1,evans-2024,all,high_school,% adults *,count / count,% adults aged 25+ with high school degree ,1,control,0,0,,"enroll_total, n_high_school",education,Survey,U.S. Census Bureau,American Community Survey
1,evans-2024,all,some_college,% adults *,count / count,% adults aged 25+ with high school degree ,1,control,0,0,,"enroll_total, n_some_college",education,Survey,U.S. Census Bureau,American Community Survey
1,evans-2024,all,college_deg,% adults *,count / count,% adults aged 25+ with 4-year college degree,1,control,0,0,,"enroll_total, n_college_deg",education,Survey,U.S. Census Bureau,American Community Survey
1,evans-2024,all,poverty,% adults *,count / count,percent in poverty,1,control,0,0,,"enroll_total, n_poverty",income,Survey,U.S. Census Bureau,American Community Survey
1,evans-2024,all,per_black,percentage of students who are black ,count / count,,1,control,0,0,,"enroll_total, enroll_black",race/ethnicity,Administrative,National Center for Education Statistics,Common Core of Data
1,evans-2024,all,per_asian,percentage of students who are asian,count / count,,1,control,0,0,,"enroll_total, enroll_asian",race/ethnicity,Administrative,National Center for Education Statistics,Common Core of Data
1,evans-2024,all,per_hispanic,percentage of students who are hispanic,count / count,,1,control,0,0,,"enroll_total, enroll_hispanic",race/ethnicity,Administrative,National Center for Education Statistics,Common Core of Data
1,evans-2024,all,per_other,percentage of other race,count / count,,1,control,0,0,,"enroll_total, enroll_black, enroll_asian, enroll_hispanic",race/ethnicity,Administrative,National Center for Education Statistics,Common Core of Data
1,evans-2024,all,ca_rate,chronically absent %,count / count,,1,dep,0,0,,"enroll_total, ca",attendance,Administrative,National Center for Education Statistics,Common Core of Data
1,evans-2024,all,medhhincwkids_r,% median hh income for families w kids < 18,median * invariant,assuming household income clipped at 500k,1,control,0,0,,medhhincwkids,"income, household",Survey,U.S. Census Bureau,American Community Survey
1,kumar-2024,all,beapop,state population,count,,1,weights,0,0,,beapop,population,Blended,U.S. Bureau of Labor Statistics,Local Area Unemployment Statistics (LAUS)
1,kumar-2024,all,lfpr,labor force participation rate (LFPR),count / count,created inter var lf = lfpr / 100 * beapop,1,dep,0,0,,"lf, beapop",employment,Blended,U.S. Bureau of Labor Statistics,Local Area Unemployment Statistics (LAUS)
1,kumar-2024,all,age,Average age,count / count,assuming age no greater than 150; reconstruct variable_total = variable * beapop,1,control,0,0,,"age_total, beapop",population,Survey,U.S. Census Bureau,Current Population Survey
1,kumar-2024,all,female,share female,count / count,reconstruct variable_total = variable * beapop,1,control,0,0,,"female_total, beapop",gender,Survey,U.S. Census Bureau,Current Population Survey
1,kumar-2024,all,black,share black,count / count,reconstruct variable_total = variable * beapop,1,control,0,0,,"black_total, beapop",race/ethnicity,Survey,U.S. Census Bureau,Current Population Survey
1,kumar-2024,all,white,share white,count / count,reconstruct variable_total = variable * beapop,1,control,0,0,,"white_total, beapop",race/ethnicity,Survey,U.S. Census Bureau,Current Population Survey
1,kumar-2024,all,married,share married,count / count,reconstruct variable_total = variable * beapop,1,control,0,0,,"married_total, beapop",married,Survey,U.S. Census Bureau,Current Population Survey
1,kumar-2024,all,hsgrad,share hsgrad,count / count,reconstruct variable_total = variable * beapop,1,control,0,0,,"hsgrad_total, beapop",education,Survey,U.S. Census Bureau,Current Population Survey
1,kumar-2024,all,collegeplus,share collegeplus,count / count,reconstruct variable_total = variable * beapop,1,control,0,0,,"collegeplus_total, beapop",education,Survey,U.S. Census Bureau,Current Population Survey
1,kumar-2024,all,L1lnrahem,"Lagged State Log real wage (manuf, avg)",log mean,cannot noise without denominator (# manuf workers),0,control,0,0,,,,,,
1,kumar-2024,all,child,Share HH with children,count / count,"# households not given, cannot noise",0,control,0,0,,,,,,
1,martinez-2017,all,lpopulation,log population in the village,log count,,1,control,0,0,,population,population,Census,Indonesian Central Bureau of Statistics,Indonesian Village Census
1,shores-2019,all,laborforce2006,labor force count,count,,1,control,0,0,,laborforce2006,employment,Blended,U.S. Bureau of Labor Statistics,Local Area Unemployment Statistics (LAUS)
1,shores-2019,all,unemployed_count2006,unemployment count,count,,1,control,0,0,,unemployed_count2006,employment,Blended,U.S. Bureau of Labor Statistics,Local Area Unemployment Statistics (LAUS)
1,shores-2019,all,poppoorchild2006,Children in poverty counts,count,,1,control,0,0,,poppoorchild2006,"income, age",Estimates,U.S. Census Bureau,Small Area Income and Poverty Estimates (SAIPE)
1,shores-2019,all,tot2007,total # of students,count,,1,control,0,0,,tot2007,"education, age",Administrative,U.S. Department of Education,Common Core of Data
1,shores-2019,all,blk2007,# of Grades 3 to 8 students who are Black,count,,1,control,0,0,,blk2007,"education, age",Administrative,U.S. Department of Education,Common Core of Data
1,shores-2019,all,wht2007,# of Grades 3 to 8 students who are White,count,,1,control,0,0,,wht2007,"education, age",Administrative,U.S. Department of Education,Common Core of Data
1,shores-2019,all,hsp2007,# of Grades 3 to 8 students who are Hispanic,count,,1,control,0,0,,hsp2007,"education, age",Administrative,U.S. Department of Education,Common Core of Data
1,shores-2019,all,frl2007,# of K–12 students qualifying for FRPL,count,,1,control,0,0,,frl2007,"education, age",Administrative,U.S. Department of Education,Common Core of Data
1,shores-2019,recession-math,wtmath,district enrollment (math),count,,1,weights,0,0,,wtmath,"education, age",Administrative,Stanford Education Data Archive,
1,shores-2019,recession-english,wtela,district enrollment (ela),count,,1,weights,0,0,,wtela,"education, age",Administrative,Stanford Education Data Archive,
1,shores-2019,recession-math,mn_allmath,Average standardized math achievement score for Grades 3–8 students in a county-year from the SEDA dataset.,mean,created inter var mn_allmath_total = mn_allmath * wt; assuming scores clipped at 3 std from mean,1,dep,0,0,,"mn_allmath_total, wtmath",education,Administrative,Stanford Education Data Archive,
1,shores-2019,recession-english,mn_allela,Average standardized ELA achievement score for Grades 3–8 students in a county-year from the SEDA dataset.,mean,created inter var mn_allela_total = mn_allela * totgyb_allela; assuming scores clipped at 3 std from mean,1,dep,0,0,,"mn_allela_total, wtela",education,Administrative,Stanford Education Data Archive,
1,shores-2019,all,percap_income2006,per capita income,sum / mean,"population not given, can't noise",0,control,0,0,,,,,,
1,he-2017,"cgvo-subsidize, lcgvo-subsidize",l_subsidy_rate,log of the number of formally registered residents with subsidy in a village per 1000 residents,log (count / count),reconstructing subsidy_rate = subsidy_pop / village_pop * 1000,1,dep,0,0,,"subsidy_pop, village_pop",income,Survey,Policy Research Center of the Ministry of Civil Affairs of China,
1,he-2017,lcgvo-disable,l_disability_rate,log of the number of residents with disabilities in a village per 1000 residents,log (count / count),reconstructing disability_rate = nca_26 / village_pop * 1000,1,dep,0,0,,"village_pop, nca_26",disability,Survey,Policy Research Center of the Ministry of Civil Affairs of China,
1,he-2017,"cgvo-poor, lcgvo-poor",l_poor_reg_rate,"Registered poor households (per 100, log)",log (count / count),reconstructing poor_reg_rate = nca_24 / nc3_16 * 100,1,dep,0,0,,"nca_24, nc3_16",income,Survey,Policy Research Center of the Ministry of Civil Affairs of China,
1,gonzalez-2013,bene-conception,n,natural log of number of conception in month,log count,reconstructing ln = ln(n),1,dep,0,1,,n,medical,Administrative,Spanish National Statistical Institute,
1,gonzalez-2013,bene-abortion,n_ive_and,natural log of the monthly number of abortions in 12 out of the 17 Spanish regions,log sum of counts,,1,dep,0,0,,"n_ive_and, n_ive_val, n_ive_rioja, n_ive_cat, n_ive_can, n_ive_mad, n_ive_gal, n_ive_bal, n_ive_pv, n_ive_castlm, n_ive_ast, n_ive_arag",medical,Administrative,Regional health authorities,
1,bostwick-2022,all,faculty,"Instructional staff on 9, 10, 11 or 12 month contract-total",count,,1,control,0,0,,faculty,education,Administrative,IPEDS (Integrated Postsecondary Education Data System),
1,bostwick-2022,all,meansize,All regressions are weighted by average cohort size,mean,reconstructing meansize = by unitid: mean(totcohortsize),1,weights,0,0,,totcohortsize,education,Administrative,IPEDS (Integrated Postsecondary Education Data System),
1,bostwick-2022,all,per_white,percent of students white ,count / count,,1,control,0,0,,"white_cohortsize, totcohortsize","education, race/ethnicity",Administrative,IPEDS (Integrated Postsecondary Education Data System),
1,bostwick-2022,all,per_urm,percent of students who are urms,count / count,,1,control,0,0,,"urm_cohortsize, totcohortsize","education, race/ethnicity",Administrative,IPEDS (Integrated Postsecondary Education Data System),
1,bostwick-2022,all,per_fem,percent of students female,count / count,,1,control,0,0,,"w_cohortsize, totcohortsize","education, sex/gender",Administrative,IPEDS (Integrated Postsecondary Education Data System),
1,bostwick-2022,all,gradrate4yr,four-year graduation rate,count / count,reconstructing gradrate4yr = tot4yrgrads / totcohortsize,1,dep,0,0,,"totcohortsize, tot4yrgrads",education,Administrative,IPEDS (Integrated Postsecondary Education Data System),
1,grier-2024,all,pcyminus5,Real per-capita income,invariant/count - invariant/count,,1,control,0,0,,pop,population,Blended,World Bank,Gender Data Portal
1,grier-2024,reform-schooling,dfprimary,change in % females that completed primary education,count / count - count / count,assuming female is 50% of population;  creating inter var count_prim = Primary_Complete * pop / 2,1,dep,0,0,,"pop, count_prim","population, education",Blended,World Bank,Gender Data Portal
1,grier-2024,reform-lf,dflfper,change in % of labor force that is female,count / count - count / count,"pop female, labor force size not known; cannot noise",0,dep,0,0,,,,Blended,World Bank,Gender Data Portal
1,ortagus-2024,all,ln_fteug,full-time equivalent enrollment (logged),log count,reconstruct ln_fteug = log (fteug),1,control,0,0,,fteug,education,Administrative,IPEDS (Integrated Postsecondary Education Data System),
1,ortagus-2024,all,ln_instruct_fte,instructional expenditures per full-time equivalent student (logged),log invariant / count,reconstructing ln_instruct_fte = log (instruct_fte); inter var exp_ins_adjusted = instruct_fte * fteug,1,control,0,0,,fteug,education,Administrative,IPEDS (Integrated Postsecondary Education Data System),
1,ortagus-2024,all,ln_stcollage2,"log of State college-age_2 population (age 18-25, HS diploma)",log count,reconstructing ln_stcollage2 = log (stcollage2),1,control,0,0,,stcollage2,education,Administrative,IPEDS (Integrated Postsecondary Education Data System),
1,ortagus-2024,all,stbaabove_p,percentage of adults with a bachelor’s degree or higher,count / count,creating inter var pop = stbaabove / stbaabove_p * 100,1,control,0,0,,"stbaabove, pop",education,Administrative,IPEDS (Integrated Postsecondary Education Data System),
1,ortagus-2024,all,ln_stinccap,state income per capita (logged),log invariant / count,creating inter var ln_income = ln_stinccap + log (pop),1,control,0,0,,pop,population,Administrative,IPEDS (Integrated Postsecondary Education Data System),
1,ortagus-2024,all,stunemprate,unemployment rate,count / count,reconstructing stunemprate = stunemp / stlabforce * 100,1,control,0,0,,"stunemp, stlabforce",employment,Administrative,IPEDS (Integrated Postsecondary Education Data System),
1,ortagus-2024,all,stcoll2_black_p,State college-age_2 Black population,count / count,reconstructing stcoll2_*_p = stcoll2_* / st* * 100,1,control,0,0,,"stblack, stcoll2_black","race/ethnicity, education",Administrative,IPEDS (Integrated Postsecondary Education Data System),
1,ortagus-2024,all,stcoll2_hisp_p,State college-age_2 Hispanic population,count / count,reconstructing stcoll2_*_p = stcoll2_* / st* * 100,1,control,0,0,,"sthisp, stcoll2_hisp","race/ethnicity, education",Administrative,IPEDS (Integrated Postsecondary Education Data System),
1,ortagus-2024,all,stcoll2_amind_p,State college-age_2 Asian/Pacific Islander population,count / count,reconstructing stcoll2_*_p = stcoll2_* / st* * 100,1,control,0,0,,"stamind, stcoll2_amind","race/ethnicity, education",Administrative,IPEDS (Integrated Postsecondary Education Data System),
1,jacob-2024,all,ln_enroll,Log District Total Enrollment,log count,reconstructing ln_enroll = log (tot_enroll),1,control,0,0,,tot_enroll,education,Administrative,National Center for Education Statistics,Common Core of Data
1,jacob-2024,all,l_votes_per_seat_per_pop,Log votes per seat per adult civilian,log (count / count) * invariant,l_votes_per_seat_per_pop = log (votes_per_seat_per_pop); votes_per_seat_per_pop = votes_per_seat / adult_civilian_population; votes_per_seat = total_votes / seats_up_for_election,1,dep,0,0,,"total_votes, adult_civilian_population",ballot,Administrative,Ballotpedia,
1,jacob-2024,all,town,proportion students in town locale school,count / count,created inter var *_students = * x tot_enroll x 1000,1,control,0,0,,"town_students, tot_enroll",education,Survey,Stanford University,Stanford Education Data Archive (SEDA)
1,jacob-2024,all,rural,proportion students in rural locale school,count / count,created inter var *_students = * x tot_enroll x 1000,1,control,0,0,,"rural_students, tot_enroll",education,Survey,Stanford University,Stanford Education Data Archive (SEDA)
1,jacob-2024,all,urban,proportion students in urban locale school,count / count,created inter var *_students = * x tot_enroll x 1000,1,control,0,0,,"urban_students, tot_enroll",education,Survey,Stanford University,Stanford Education Data Archive (SEDA)
1,jacob-2024,all,perblk,percent blacks in the district,count / count,created inter var *_students = * x tot_enroll x 1000,1,control,0,0,,"perblk_students, total_population",race,Survey,Stanford University,Stanford Education Data Archive (SEDA)
1,jacob-2024,all,perhsp,percent hispanics in the district ,count / count,created inter var *_students = * x tot_enroll x 1000,1,control,0,0,,"perhsp_students, total_population",race,Survey,Stanford University,Stanford Education Data Archive (SEDA)
1,jacob-2024,all,perfrl,percent free or reduced lunch in the district ,count / count,created inter var *_students = * x tot_enroll x 1000,1,control,0,0,,"perfrl_students, tot_enroll",income,Survey,Stanford University,Stanford Education Data Archive (SEDA)
1,jacob-2024,all,district_pct_trump,District Area-Weighted Trump 2016 Vote Percentage,count / count,reconstructing district_pct_trump = district_vote_trump / district_vote_tot,1,control,0,0,,"district_vote_trump, district_vote_tot",ballot,Administrative,Ballotpedia,
1,jacob-2024,all,agg_all,Aggregate District Mean Test Score (Weighted),sum / count,"created inter var test_total = agg_all x tot_enroll x 1000; assuming test score normalized to mean zero SD 1, then clipped at -3, 3 SD",1,control,0,0,,"tot_enroll, test_total",education,Administrative,Stanford University,Stanford Education Data Archive (SEDA)
1,jacob-2024,all,baplusall,ba+ rate,count / count,created inter var baplus_pop = baplusall x cnty_pop,1,control,0,0,,"cnty_pop, baplus_pop",education,Survey,Stanford University,Stanford Education Data Archive (SEDA)
1,bai-2023,all,pop1964,1964 population,count,,1,weights,0,0,,pop1964,population,Census,China National Bureau of Statistics,
1,bai-2023,all,lnpnapop,Fraction of non-agricultural population(log),log (count / count + 1),reconstructing lnpnapop = log (pnapop + 1); reconstructing inter var nonagr = pnapop * pop1964 / 100,1,dep,0,0,,"pop1964, nonagr",employment,Census,China National Bureau of Statistics,
1,bai-2023,all,y1964lnfracdeaths,Deaths(% of county pop.) x y* (log),log (count / count + 1),reconstructing y*lnfracdeaths = lnfracdeaths * y*; creating inter var deaths = (exp(lnfracdeaths) - 1) / 100 * pop1964,1,control,1,0,,"pop1964, deaths",mortality,Archival,Compiled from Chinese gazetteers,
1,bai-2023,all,y1982lnfracdeaths,Deaths(% of county pop.) x y* (log),log (count / count + 1),reconstructing y*lnfracdeaths = lnfracdeaths * y*; creating inter var deaths = (exp(lnfracdeaths) - 1) / 100 * pop1964,1,ind,1,0,,"pop1964, deaths",mortality,Archival,Compiled from Chinese gazetteers,
1,bai-2023,all,y1990lnfracdeaths,Deaths(% of county pop.) x y* (log),log (count / count + 1),reconstructing y*lnfracdeaths = lnfracdeaths * y*; creating inter var deaths = (exp(lnfracdeaths) - 1) / 100 * pop1964,1,control,1,0,,"pop1964, deaths",mortality,Archival,Compiled from Chinese gazetteers,
1,bai-2023,all,y2000lnfracdeath,Deaths(% of county pop.) x y* (log),log (count / count + 1),reconstructing y*lnfracdeaths = lnfracdeaths * y*; creating inter var deaths = (exp(lnfracdeaths) - 1) / 100 * pop1964,1,control,1,0,,"pop1964, deaths",mortality,Archival,Compiled from Chinese gazetteers,
1,bai-2023,all,y1964Xln_ethf,Pre-CR Ethnic Fragmentation x D*,complex,"complex measure, equation not provided; cannot privatize",0,control,1,0,,,,,,
1,bai-2023,all,y1982Xln_ethf,Pre-CR Ethnic Fragmentation x D*,complex,"complex measure, equation not provided; cannot privatize",0,control,1,0,,,,,,
1,bai-2023,all,y1990Xln_ethf,Pre-CR Ethnic Fragmentation x D*,complex,"complex measure, equation not provided; cannot privatize",0,control,1,0,,,,,,
1,bai-2023,all,y2000Xln_ethf,Pre-CR Ethnic Fragmentation x D*,complex,"complex measure, equation not provided; cannot privatize",0,control,1,0,,,,,,
1,bai-2023,all,y1964Xln_gini,Pre-CR educational Inequality x D*,gini,components not provided; cannot privatize,0,control,1,1,,,,,,
1,bai-2023,all,y1982Xln_gini,Pre-CR educational Inequality x D*,gini,components not provided; cannot privatize,0,control,1,1,,,,,,
1,bai-2023,all,y1990Xln_gini,Pre-CR educational Inequality x D*,gini,components not provided; cannot privatize,0,control,1,1,,,,,,
1,bai-2023,all,y2000Xln_gini,Pre-CR educational Inequality x D*,gini,components not provided; cannot privatize,0,control,1,1,,,,,,
1,anderson-2015,all,gppop,village population,count,,1,control,0,0,,gppop,population,Census,Census India,2001 Census of India
1,anderson-2015,all,propc1,Maratha population proportion,count / count,reconstruct mpop = propc1 * gppop,1,control,0,1,,"mpop, gppop",race/ethnicity,Survey,Authors,
1,anderson-2015,all,propc4,Proportion of SC/ST population,count / count,reconstruct scstpop = propc4 * gppop,1,control,0,0,,"scstpop, gppop",race/ethnicity,Census,Census India,2001 Census of India
1,anderson-2015,all,mlandc1,marathaland * propc1,count / count * invariant,reconstructing mlandc1 = marathaland * propc1,1,control,1,1,,"mpop, gppop",race/ethnicity,Survey,Authors,
1,baron-2022,spend-dropout,dropout_rate,7-12 Combined Dropout Rate,count / count,created inter var dropout_student = student_count * dropout_rate / 100,1,dep,0,0,,"dropout_student, student_count",education,Administrative,Wisconsin Department of Public Instruction,
1,baron-2022,spend-dropout,student_count,"Prior to 2005: Enrollment, After: Expected to Complete Term",count,reconstruct dropout_student = dropout_rate * student_count,1,weights,0,0,,student_count,education,Administrative,Wisconsin Department of Public Instruction,
1,baron-2022,spend-score,wkce_math10,Average Math WKCE Scale Score in Grade 10,sum / count,,1,dep,0,0,,"math_total, num_takers_math10",education,Administrative,Wisconsin Department of Public Instruction,
1,baron-2022,spend-score,num_takers_math10,Number of Students Who Took the Math WKCE in Grade 10,count,,1,weights,0,0,,num_takers_math10,"education, age",Administrative,Wisconsin Department of Public Instruction,
1,baron-2022,spend-postenroll,log_instate_enr,Log of First-Fall Enrollment in a State Inst.,log count,,1,dep,0,0,,instate_enr,education,Administrative,Wisconsin Department of Public Instruction,
1,baron-2022,spend-postenroll,grade9lagged,Grade 9 Enrollment in t-3,count,,1,control,0,0,,grade9lagged,"education, age",Administrative,Wisconsin Department of Public Instruction,
1,baron-2022,all,op_percent_prev1,percent vote share for operational referendum,count / count,created inter vars op_allvotes_prev* = op_totalvotes_prev* / op_percent_prev* * 100,1,control,0,0,,"op_allvotes_prev1, op_totalvotes_prev1",ballot,Administrative,Wisconsin Department of Public Instruction (WDPI),
1,baron-2022,all,op_percent_prev2,percent vote share for operational referendum,count / count,created inter vars op_allvotes_prev* = op_totalvotes_prev* / op_percent_prev* * 100,1,control,0,0,,"op_allvotes_prev2, op_totalvotes_prev2",ballot,Administrative,Wisconsin Department of Public Instruction (WDPI),
1,baron-2022,all,op_percent_prev3,percent vote share for operational referendum,count / count,created inter vars op_allvotes_prev* = op_totalvotes_prev* / op_percent_prev* * 100,1,control,0,0,,"op_allvotes_prev3, op_totalvotes_prev3",ballot,Administrative,Wisconsin Department of Public Instruction (WDPI),
1,baron-2022,all,op_percent_prev4,percent vote share for operational referendum,count / count,created inter vars op_allvotes_prev* = op_totalvotes_prev* / op_percent_prev* * 100,1,control,0,0,,"op_allvotes_prev4, op_totalvotes_prev4",ballot,Administrative,Wisconsin Department of Public Instruction (WDPI),
1,baron-2022,all,op_percent_prev5,percent vote share for operational referendum,count / count,created inter vars op_allvotes_prev* = op_totalvotes_prev* / op_percent_prev* * 100,1,control,0,0,,"op_allvotes_prev5, op_totalvotes_prev5",ballot,Administrative,Wisconsin Department of Public Instruction (WDPI),
1,baron-2022,all,op_percent_prev6,percent vote share for operational referendum,count / count,created inter vars op_allvotes_prev* = op_totalvotes_prev* / op_percent_prev* * 100,1,control,0,0,,"op_allvotes_prev6, op_totalvotes_prev6",ballot,Administrative,Wisconsin Department of Public Instruction (WDPI),
1,baron-2022,all,op_percent_prev7,percent vote share for operational referendum,count / count,created inter vars op_allvotes_prev* = op_totalvotes_prev* / op_percent_prev* * 100,1,control,0,0,,"op_allvotes_prev7, op_allvotes_prev7",ballot,Administrative,Wisconsin Department of Public Instruction (WDPI),
1,baron-2022,all,op_percent_prev8,percent vote share for operational referendum,count / count,created inter vars op_allvotes_prev* = op_totalvotes_prev* / op_percent_prev* * 100,1,control,0,0,,"op_allvotes_prev8, op_allvotes_prev8",ballot,Administrative,Wisconsin Department of Public Instruction (WDPI),
