,,,,,FILL THESE COLUMNS FOR ALL VARIABLES,,,,,,ONLY NEEDED FOR NOISED VARIABLES,,,,,
Implemented,study-id,result-ids,variable-id,desc,query type,query notes,noised,reg-role,interaction variable?,constructed from microdata by authors,data-dependent-bounds,component-variables,data domain,data type,dataset publisher,dataset
1,strain-2023,ur_cps_2554,lnnewcases,Ln New Monthly State Covid-19 Cases,log count,assuming a person can get COVID at most twice per month; created new var newcasese = exp(lnnewcases),1,control,0,1,,newcases,medical,Blended,Oxford,Covid-19 Government Response Tracker
1,ajzenman-2023,"dmigr-concern, dmigr-crime",hombre,% male,count / invariant,"created var n_hombre = hombre * expc; not noising denominator, since this is some sort of expansion factor, leaving invariant",1,control,0,1,,"n_hombre, expc",sex/gender,Administrative,Chilean Department of State,
1,ajzenman-2023,"dmigr-concern, dmigr-crime",deltaimm,Log change of immigrants divided by population,complex,"imm* not included, not enough info for DP",0,instrumented,0,1,,deltaimm_instr,immigration,Administrative,Chilean Department of State,
1,ajzenman-2023,"dmigr-concern, dmigr-crime",deltaimm_instr,predicted log change in the immigrant-to-population ratio in each municipality,complex,"imm* not included, not enough info for DP",0,instrument,0,1,,deltaimm_instr,immigration,Administrative,Chilean Department of State,
1,ajzenman-2023,dmigr-concern,pc_19,Avg. principal component of crime behaviors,complex,"created from microdata, can't noise from Python",0,dep,0,1,,pc_19,crime,Survey,Chilean National Institute of Statistics,ENUSC Survey
1,ajzenman-2023,"dmigr-concern, dmigr-crime",age,Average age,sum / count,created var agetotal = age * expc; assuming no one can be older than 120,1,control,0,1,,"agetotal, expc",age,Administrative,Chilean Department of State,
1,ajzenman-2023,"dmigr-crime, media-crime",pc_20,Avg. principal component of crime behaviors,complex,"created from microdata, can't noise from Python",0,dep,0,1,,pc_20,crime,Survey,Chilean National Institute of Statistics,ENUSC Survey
1,ajzenman-2023,media-crime,lnrate_stock_imm,log immigration rate,log (count / count),reconstructed lnrate_stock_imm = ln( 10000*stock_imm/ population+1),1,ind,0,1,,"stock_imm, population",immigration,Administrative,Chilean Department of State,
1,iyer-2012,all,pfemale,Female-male ratio,count / count,reconstructed pfemale = (ipop - imale) / imale,1,control,0,0,,"imale, ipop",sex/gender,Census,Census of India,Census of India
1,iyer-2012,all,prural,Fraction rural,count / count,created var * = p* * ipop,1,control,0,0,,"rural, ipop",urban/surburban/rural,Census,Census of India,Census of India
1,iyer-2012,all,plit,Fraction literate,count / count,created var * = p* * ipop,1,control,0,0,,"lit, ipop",education,Census,Census of India,Census of India
1,iyer-2012,all,pfarm,Fraction in farming,count / count,created var * = p* * ipop,1,control,0,0,,"farm, ipop",employment/occupation,Census,Census of India,Census of India
1,iyer-2012,all,pcgsdp,Per capita gross state domestic product,invariant / count,created var * = p* * ipop,1,control,0,0,,ipop,population,Blended,Indian Ministry of Statistics and Program Implementation,
1,iyer-2012,all,ppol_strength,Number of police personnel per 1000 pop,count / count,created var police = ppol_strength * ipop / 1000,1,control,0,0,,"pol_strength, ipop",employment/occupation,Administrative,Indian National Crime Records Bureau (NCRB),Crime in India
1,iyer-2012,postwres-crime,lpcr_womtot,log (total crimes against women per 1000 women),log (count / count),created var * = p* * ipop / 1000,1,dep,0,0,,"cr_womtot, ipop",crime,Administrative,Indian National Crime Records Bureau (NCRB),Crime in India
1,iyer-2012,postwres-mencrime,lpkidmen,log (kidnapping of men and boys per 1000 men),log (count / count),created var * = p* * ipop / 1000,1,dep,0,0,,"kidmen, ipop",crime,Administrative,Indian National Crime Records Bureau (NCRB),Crime in India
1,iyer-2012,postwres-murder,lpmurder,log (murders per 1000 pop),log (count / count),created var * = p* * ipop / 1000,1,dep,0,0,,"murder, ipop",crime,Administrative,Indian National Crime Records Bureau (NCRB),Crime in India
1,iyer-2012,postwres-suicide,lpsuic_f,log (suicides of women per 1000 women),log (count / count),created var * = p* * ipop / 1000,1,dep,0,0,,"suic_f, ipop",crime,Administrative,Indian National Crime Records Bureau (NCRB),Crime in India
1,sosina-2019,all,prop_pov,state proportion poor (saipe),count / count,reconstructed prop_pov = rut_pov517 / rut_pop517,1,control,0,0,,"rut_pov517, rut_pop517",race/ethnicity,Estimates,School Funding Fairness Data System (SFFDS),Local Education Agency (LEA) Fiscal Database
1,sosina-2019,all,prop_black,state proportion black,count / count,reconstructed prop_* = imp_tot* / imp_member,1,control,0,0,,"imp_totblack, imp_member",race/ethnicity,Estimates,School Funding Fairness Data System (SFFDS),Local Education Agency (LEA) Fiscal Database
1,sosina-2019,all,prop_hisp,state proportion hispanic,count / count,reconstructed prop_* = imp_tot* / imp_member,1,control,0,0,,"imp_tothisp, imp_member",race/ethnicity,Estimates,School Funding Fairness Data System (SFFDS),Local Education Agency (LEA) Fiscal Database
1,sosina-2019,all,prop_asian,state proportion asian,count / count,reconstructed prop_* = imp_tot* / imp_member,1,control,0,0,,"imp_totasian, imp_member",race/ethnicity,Estimates,School Funding Fairness Data System (SFFDS),Local Education Agency (LEA) Fiscal Database
1,sosina-2019,all,prop_ind,state proportion native american,count / count,reconstructed prop_* = imp_tot* / imp_member,1,control,0,0,,"imp_totind, imp_member",race/ethnicity,Estimates,School Funding Fairness Data System (SFFDS),Local Education Agency (LEA) Fiscal Database
1,sosina-2019,"segragation-bw, racial-bw",bwddexp_totexp_std,,complex,"district-level files not provided, not enough info for DP",0,dep,0,0,,,,,,
1,sosina-2019,"segragation-bw, racial-bw",bwdifblk,,complex,"district-level files not provided, not enough info for DP",0,ind,0,0,,,,,,
1,sosina-2019,"segragation-bw, racial-bw",bwdifpov,,complex,"district-level files not provided, not enough info for DP",0,ind,0,0,,,,,,
1,sosina-2019,"segragation-bw, racial-bw",bwdifhsp,,complex,"district-level files not provided, not enough info for DP",0,control,0,0,,,,,,
1,sosina-2019,"segragation-bw, racial-bw",bwdifpsch,,complex,"district-level files not provided, not enough info for DP",0,control,0,0,,,,,,
1,sosina-2019,"segragation-bw, racial-bw",bwdifspec,,complex,"district-level files not provided, not enough info for DP",0,control,0,0,,,,,,
1,sosina-2019,"segragation-bw, racial-bw",bwdifell,,complex,"district-level files not provided, not enough info for DP",0,control,0,0,,,,,,
1,sosina-2019,"segragation-bw, racial-bw",bwdifcity,,complex,"district-level files not provided, not enough info for DP",0,control,0,0,,,,,,
1,sosina-2019,"segragation-bw, racial-bw",bwdifothgeo,,complex,"district-level files not provided, not enough info for DP",0,control,0,0,,,,,,
1,sosina-2019,segragation-hw,hwddexp_totexp_std,,complex,"district-level files not provided, not enough info for DP",0,dep,0,0,,,,,,
1,sosina-2019,racial-hw-infra,hwddexp_infra_std,,complex,"district-level files not provided, not enough info for DP",0,dep,0,0,,,,,,
1,sosina-2019,"segragation-hw, racial-hw-infra",hwdifhsp,,complex,"district-level files not provided, not enough info for DP",0,ind,0,0,,,,,,
1,sosina-2019,"segragation-hw, racial-hw-infra",hwdifpov,,complex,"district-level files not provided, not enough info for DP",0,ind,0,0,,,,,,
1,sosina-2019,"segragation-hw, racial-hw-infra",hwdifblk,,complex,"district-level files not provided, not enough info for DP",0,control,0,0,,,,,,
1,sosina-2019,"segragation-hw, racial-hw-infra",hwdifpsch,,complex,"district-level files not provided, not enough info for DP",0,control,0,0,,,,,,
1,sosina-2019,"segragation-hw, racial-hw-infra",hwdifspec,,complex,"district-level files not provided, not enough info for DP",0,control,0,0,,,,,,
1,sosina-2019,"segragation-hw, racial-hw-infra",hwdifell,,complex,"district-level files not provided, not enough info for DP",0,control,0,0,,,,,,
1,sosina-2019,"segragation-hw, racial-hw-infra",hwdifcity,,complex,"district-level files not provided, not enough info for DP",0,control,0,0,,,,,,
1,sosina-2019,"segragation-hw, racial-hw-infra",hwdifothge,,complex,"district-level files not provided, not enough info for DP",0,control,0,0,,,,,,
1,jain-2017,all,switcher,Majority and minority district identifier,boolean,created var tongue_diff = MinorityFraction * record1_100,1,ind,0,0,,"tongue_diff, record1_100",race/ethnicity,Blended,Vanneman and Barnes (2000),Augmented Census of India
1,jain-2017,all,Total_pop,Log total population,log count,,1,control,0,0,,record1_100,population,Census,Census of India,Census of India
1,jain-2017,all,Rural_pop,Log Total rural population,log count,,1,control,0,0,,record2_100,urban/suburban/rural,Census,Census of India,Census of India
1,jain-2017,total-lit,Literates_5_plus,Literates_5_plus: Log Literates (Age 5+) population/Total population,log (count / count),,1,dep,0,0,,"record1_140, record1_100",education,Census,Census of India,Census of India
1,jain-2017,total-lit,SC,SC Population/Total population  ,count / count,,1,control,0,0,,"record1_200, record1_100",race/ethnicity,Census,Census of India,Census of India
1,jain-2017,total-lit,ST,ST Population/Total population,count / count,,1,control,0,0,,"record1_250, record1_100",race/ethnicity,Census,Census of India,Census of India
1,jain-2017,rural-lit,Literates_5_plus_rural,Log Rural Literates (Age 5+) population/Total rural population,log (count / count),,1,dep,0,0,,"record2_140, record2_100","education, urban/suburban/rural",Census,Census of India,Census of India
1,jain-2017,rural-lit,SC_rural,SC Rural Population/Total rural population,count / count,,1,control,0,0,,"record2_200, record2_100","race/ethnicity, urban/suburban/rural",Census,Census of India,Census of India
1,jain-2017,rural-lit,ST_rural,ST Rural Population/Total rural population,count / count,,1,control,0,0,,"record2_250, record2_100","race/ethnicity, urban/suburban/rural",Census,Census of India,Census of India
1,brinkman-2018,all,per_own_U55_total,percentage of households who own thier home,count / count,,1,ind,0,0,,"tot_own, tot_hh",tenancy,Survey,Census Bureau,American Community Survey
1,brinkman-2018,all,ln_density,log population density,log count / invariant,,1,control,0,0,,"city_pop, land_area",population,Survey,Census Bureau,American Community Survey
1,brinkman-2018,all,inc_val,ratio of median income and median house values,median / invariant,,1,control,0,0,,"median_hh_inc, median_house_value",income,Survey,Census Bureau,American Community Survey
1,brinkman-2018,all,ln_city_pop,log city population in 2000,log count,,1,control,0,0,,city_pop,population,Survey,Census Bureau,American Community Survey
1,brinkman-2018,all,pop_change1980,percentage population change between 2000 and 2012,(count - count) / count,,1,control,0,0,,"city_pop, pop_1980",population,Survey,Census Bureau,American Community Survey
1,brinkman-2018,all,liabilities_pop,liabilities per capita,invariant / count,,1,control,0,0,,"liabilities, city_pop",population,Survey,Census Bureau,American Community Survey
1,brinkman-2018,under-population,uaal_pop,UAAL divided by population (2012)  ($),invariant / count,,1,dep,0,0,,"uaal2012, city_pop",population,Survey,Census Bureau,American Community Survey
1,brinkman-2018,under-income,uaal_income,UAAL  divided by total income in city,invariant / sum,,1,dep,0,0,,"uaal2012, aggregate_hh_inc",income,Survey,Census Bureau,American Community Survey
1,slattery-2020,"emp-incentive, governor-incentive",increase,per-capita incentive spending increase >= .20,complex,,1,dep,0,0,,pop,population,Survey,Census Bureau,American Community Survey
1,slattery-2020,"emp-incentive, governor-incentive",GDP_percapt1,GDP per capita (\textdollar1000) in $ t-1$,invariant / count,,1,control,0,0,,"GDP, pop",population,Survey,Census Bureau,American Community Survey
1,slattery-2020,"emp-incentive, governor-incentive",epopt1,epop * 100 // epop in %,count / count,,1,ind,0,0,,"emp_CBP, pop",occupation/employment,Survey,Census Bureau,American Community Survey
1,slattery-2020,win-emp,naics3d_emp,(sum) annual_avg_emplvl,mean,,1,dep,0,0,,naics3d_emp,occupation/employment,Survey,Bureau of Labor Statistics,
1,slattery-2020,win-emp,ln_pop_90,log population in 1990,log count,,1,control,0,0,,pop,population,Survey,Census Bureau,American Community Survey
1,slattery-2020,win-emp,ln_emp_90,log average employment in 1990,log mean,,1,control,0,0,,"emp, unemp",occupation/employment,Survey,Bureau of Labor Statistics,
1,slattery-2020,win-emp,ln_avg_wages_90,log average wages in 1990,log sum / mean,,1,control,0,0,,"total_annual_wages, annual_avg_emplvl",income,Survey,Bureau of Labor Statistics,
1,chalfin-2015,all,dmexfb_alt,change in mexican foreign births?,count / count - count / count,reconstructed dmexfb_alt = dmexfba * 100; reconstructing dmexfba = by FMSA: diff(mexfba); created var nmexfba = mexfba * population,1,ind,0,1,,nmexfba,immigration,Adminstrative,"Instituto Nacional de Estadistica, Geografia e Informatica (INEGI)",
1,chalfin-2015,all,deduc1,change in education level *,count / count - count / count,reconstructing d* = by FMSA: diff(*); created var n* = * * population,1,control,0,1,,neduc1,education,Survey,Census Bureau,American Community Survey
1,chalfin-2015,all,deduc2,change in education level *,count / count - count / count,reconstructing d* = by FMSA: diff(*); created var n* = * * population,1,control,0,1,,neduc2,education,Survey,Census Bureau,American Community Survey
1,chalfin-2015,all,deduc3,change in education level *,count / count - count / count,reconstructing d* = by FMSA: diff(*); created var n* = * * population,1,control,0,1,,neduc3,education,Survey,Census Bureau,American Community Survey
1,chalfin-2015,all,deduc4,change in education level *,count / count - count / count,reconstructing d* = by FMSA: diff(*); created var n* = * * population,1,control,0,1,,neduc4,education,Survey,Census Bureau,American Community Survey
1,chalfin-2015,all,dblack,change in % black?,count / count - count / count,reconstructing d* = by FMSA: diff(*); created var n* = * * population,1,control,0,1,,nblack,race/ethnicity,Survey,Census Bureau,American Community Survey
1,chalfin-2015,all,dage0_14,change in % age *?,count / count - count / count,reconstructing d* = by FMSA: diff(*); created var n* = * * population,1,control,0,1,,nage0_14,age,Survey,Census Bureau,American Community Survey
1,chalfin-2015,all,dage15_24,change in % age *?,count / count - count / count,reconstructing d* = by FMSA: diff(*); created var n* = * * population,1,control,0,1,,nage15_24,age,Survey,Census Bureau,American Community Survey
1,chalfin-2015,all,dage25_39,change in % age *?,count / count - count / count,reconstructing d* = by FMSA: diff(*); created var n* = * * population,1,control,0,1,,nage25_39,age,Survey,Census Bureau,American Community Survey
1,chalfin-2015,all,dage40_54,change in % age *?,count / count - count / count,reconstructing d* = by FMSA: diff(*); created var n* = * * population,1,control,0,1,,nage40_54,age,Survey,Census Bureau,American Community Survey
1,chalfin-2015,all,dage55,change in % age *?,count / count - count / count,reconstructing d* = by FMSA: diff(*); created var n* = * * population,1,control,0,1,,nage55,age,Survey,Census Bureau,American Community Survey
1,chalfin-2015,all,demployed,demployed: change in % employed?,count / count - count / count,reconstructing d* = by FMSA: diff(*); created var n* = * * population,1,control,0,1,,nemployed,employment/occupation,Survey,Census Bureau,American Community Survey
1,chalfin-2015,all,dfbnonmex,change in non-mexican foreign births?,count / count - count / count,reconstructing d* = by FMSA: diff(*); created var n* = * * population,1,control,0,1,,nfbnonmex,immigration,Administrative,"Instituto Nacional de Estadistica, Geografia e Informatica (INEGI)",
1,chalfin-2015,all,dushisp,change in % US born hispanic?,count / count - count / count,reconstructing d* = by FMSA: diff(*); created var n* = * * population,1,control,0,1,,nushisp,race/ethnicity,Survey,Census Bureau,American Community Survey
1,chalfin-2015,all,dins,"number of Mexican births predicted to end up in MSA assuming entire cohort migrates, deflated by population",complex,"too complex to reconstruct, not enough info",0,instrument,0,1,,,immigration,,,
1,chalfin-2015,all,dusbirths,change in us births to mexican-born parents?,complex,"can't figure out how to reconstruct, not enough info",0,instrumented,0,1,,,immigration,,,
1,chalfin-2015,mexican-rape,dlogpc_rape,change in log per capita rape,complex,"can't figure out how to reconstruct, not enough info",0,dep,0,0,,,crime,Administrative,Federal Bureau of Investigation,Uniform Crime Reports (UCR)
1,chalfin-2015,mexican-larceny,dlogpc_larceny,change in log per capita larceny,complex,"can't figure out how to reconstruct, not enough info",0,dep,0,0,,,crime,Administrative,Federal Bureau of Investigation,Uniform Crime Reports (UCR)
1,chalfin-2015,mexican-motor,dlogpc_motor,change in log per capita motor vehicle theft,complex,"can't figure out how to reconstruct, not enough info",0,dep,0,0,,,crime,Administrative,Federal Bureau of Investigation,Uniform Crime Reports (UCR)
1,ferraz-2011,all,lpop,log population of municipality in 2000,log count,reconstructed lpop = log (pop),1,control,0,0,,pop,population,Census,Brazilian Institute of Geography and Statistics (IBGE),2000 population census
1,ferraz-2011,all,purb,% of population that lives in urban sector,count / count,created var nurb = pop * purb,1,control,0,0,,"nurb, pop",urban/suburban/rural,Census,Brazilian Institute of Geography and Statistics (IBGE),2000 population census
1,ferraz-2011,all,p_secundario,percentage of the population that has at least a secondary education,count / count,created var n_secundario = pop * p_secundario,1,control,0,0,,"n_secundario, pop",education,Census,Brazilian Institute of Geography and Statistics (IBGE),2000 population census
1,ferraz-2011,all,lpib02,log GPD per capita in '02 (R$1000),invariant / count,using 2000 pop for denom; created var pib_02 = np.exp(lpib02) * pop,1,control,0,0,,pop,population,Survey,Brazilian Institute of Geography and Statistics (IBGE),
1,ferraz-2011,all,gini_ipea,,complex,not enough info for DP,0,control,0,0,,,income,,,
1,ferraz-2011,all,vereador_eleit,the number of legislators divided by the number of voters,invariant / count,"not enough info for DP, number of voters not included",0,control,0,0,,,election,,,Tribunal Superior Eleitoral (TSE)
1,ferraz-2011,"judiciary-difference, first-media, media-corruption",lfunc_ativ,Number of active employees (logs),log count,created var func_ativ = exp(lfunc_ativ),1,control,0,0,,func_ativ,employment/occupation,Survey,Brazilian Institute of Geography and Statistics (IBGE),Perfil dos Municípios Brasileiros: Gestão pública
1,barbanchon-2021,"attitude1-select, attitude2-select, contest-select",scoreP1,Presidential Elect. Party Score (Round 1),count / count,created var voted1* = score1* * votantsL1,1,control,0,0,,"votantsL1, voted1PS, voted1UMP",election,Administrative,French Ministry of Interior,
1,barbanchon-2021,attitude1-select,betterpoli," % agree with ""Men better political leaders""",count / count,reconstructed betterpoli = sum_betterpoli / n_betterpoli,1,ind,0,1,,"sum_betterpoli, n_betterpoli","sex/gender, opinion",Survey,,Generation Gender Surveys (GGS)
1,barbanchon-2021,attitude2-select,jobs,"% agree with ""When jobs are scarce, men should have more right to a job than women""",count / count,reconstructed jobs = sum_jobs / n_jobs,1,ind,0,1,,"sum_jobs, n_jobs","sex/gender, opinion",Survey,,Generation Gender Surveys (GGS)
1,barbanchon-2021,contest-select,contest3P_,"Contestable district using relevant presidential election score, dummy",boolean,created var voted2* = score2* * votantsL1,1,ind,0,0,,"votantsL1, voted2PS, voted2UMP",election,Administrative,French Ministry of Interior,
1,barbanchon-2021,contest-select,age_ind_occ_egap,"Gender gap in earnings (control. for AGE, IND, OCC)",residual,not enough info for DP,0,control,0,0,,,"income, sex/gender",Administrative,Institut national de la statistique et des études économiques,Annual declaration of social data (DADS)
1,barbanchon-2021,gap-vote,scoreL1,"Electoral Score (vote share, Round 1 - legislative)",count / count,created var votedL1 = scoreL1 * votantsL1,1,dep,0,0,,"votantsL1, votedL1",election,Administrative,French Ministry of Interior,
1,barbanchon-2021,gap-vote,inter,,complex,interaction with age_ind_occ_egap; not enough info for DP,0,ind,0,0,,,,,,
1,barbanchon-2021,gap-vote,inter3,,complex,interaction with age_ind_occ_egap; not enough info for DP,0,control,0,0,,,,,,
1,barbanchon-2021,gap-vote,inter4,,complex,interaction with age_ind_occ_egap; not enough info for DP,0,control,0,0,,,,,,
1,barbanchon-2021,gap-vote,inter4b,,complex,interaction with age_ind_occ_egap; not enough info for DP,0,control,0,0,,,,,,
1,barbanchon-2021,gap-vote,intermissage,,complex,interaction with age_ind_occ_egap; not enough info for DP,0,control,0,0,,,,,,
1,barbanchon-2021,gap-vote,interage,,complex,interaction with age_ind_occ_egap; not enough info for DP,0,control,0,0,,,,,,
1,barbanchon-2021,gap-vote,interincumbent,,complex,interaction with age_ind_occ_egap; not enough info for DP,0,control,0,0,,,,,,
1,barbanchon-2021,gap-vote,intergouv,,complex,interaction with age_ind_occ_egap; not enough info for DP,0,control,0,0,,,,,,
1,barbanchon-2021,gap-vote,interentry,,complex,interaction with age_ind_occ_egap; not enough info for DP,0,control,0,0,,,,,,
1,barbanchon-2021,gap-vote,inter2,,complex,interaction with age_ind_occ_egap; not enough info for DP,0,control,0,0,,,,,,
1,barbanchon-2021,gap-vote,pop_tot_,Total population,count,,1,weights,0,0,,pop_tot_,population,,,
1,chu-2021,all,lngdppc,log (GDP (unit 1RMB)/population (unit 1 person),log invariant / count,,1,control,0,0,,pop1,population,Blended,Chinese City Statistical Yearbooks,
1,chu-2021,all,edu,"average number of years of education, province-level",sum / count,created var edu_total = edu * pop1,1,control,0,0,,"edu_total, pop1",education,Blended,Chinese City Statistical Yearbooks,
1,chu-2021,all,lnpop,logarithm of city population,log count,created var pop1 = pop * 10000,1,control,0,0,,pop1,population,Blended,Chinese City Statistical Yearbooks,
1,campante-2019,distance-conflict,avg_logpop,log population averaged over time periods,log mean,assuming averaging before log; created var pop_avg = exp(avg_logpop),1,control,0,0,,pop_avg,population,Blended,World Bank,World Development Indicators
1,campante-2019,distance-conflict,avg_loggcppc, log gross cell products per capita,log invariant / mean,assuming averaging before log; created var gcp_avg = exp(avg_loggcppc) * pop_avg,1,control,0,0,,pop_avg,population,Blended,Pew Research Center,PRIO-GRID
1,campante-2019,distance-conflict,imr,Infant mortality rate (deaths per 10000),count / invariant,assuming denominator invariant,1,control,0,0,,imr,medical,Blended,Pew Research Center,PRIO-GRID
1,campante-2019,distance-misgov,lpop,(mean) log population,log mean,assuming averaging before log; created var pop_avg = exp(lpop),1,control,0,0,,pop_avg,population,Blended,World Bank,World Development Indicators
1,campante-2019,distance-misgov,lgdppc,(mean) lgdppc,log invariant / mean,assuming averaging before log; created var gdp_avg = exp(lgdppc) * pop_avg,1,control,0,0,,pop_avg,population,Blended,World Bank,World Development Indicators
1,campante-2019,distance-misgov,elf_eth, ethnic fractionalizaiton,complex,not enough info for DP,0,control,0,0,,,race/ethnicity,,Nunn and Wantchekon (2011,
1,fitzpatrick-2014,all,post_above,post * avg teachers with >= 15 years of experience over years pre,complex,,1,ind,1,1,,"tot_above_gr3, tot_above_gr6, tot_above_gr8",employment/occupation,Administrative,Illinois State Board of Education (ISBE),Teacher Service Record (TSR)
1,fitzpatrick-2014,all,post_tottchr,post x total teachers averaged over all years,complex,,1,control,1,1,,"tot_gr3, tot_gr6, tot_gr8",employment/occupation,Administrative,Illinois State Board of Education (ISBE),Teacher Service Record (TSR)
1,fitzpatrick-2014,all,enroll,enrollment,count,,1,control,0,0,,enroll,education,Administrative,Illinois State Board of Education (ISBE),
1,fitzpatrick-2014,all,enrollsq,enroll*enroll,count ^ 2,,1,control,0,0,,enroll,education,Administrative,Illinois State Board of Education (ISBE),
1,fitzpatrick-2014,all,avgenroll,average enrollment over years pre,sum / invariant,,1,weights,0,0,,enroll,education,Administrative,Illinois State Board of Education (ISBE),
1,fitzpatrick-2014,teacheryear-math,mathscore,Average math score at school,sum / count,created var g*mt_sum = g*mt x g*enrl; assuming exams are scored out of 600 (not clear),1,dep,0,0,,"g3mt, g6mt, g8mt",education,Administrative,Illinois State Board of Education (ISBE),
1,fitzpatrick-2014,"teacheryear-read, teacheryear-read_lowincome, teacheryear-read_lowwhite, teacheryear-read_lowbaseline",rdscore,Average reading score at school,sum / count,created var g*rd_sum = g*rd x g*enrl; assuming exams are scored out of 600 (not clear),1,dep,0,0,,"g3rd, g6rd, g8rd",education,Administrative,Illinois State Board of Education (ISBE),
1,fitzpatrick-2014,teacheryear-read_lowbaseline,preread,Reading score in pre-period,sum / count,created var g*rd_sum = g*rd x g*enrl; assuming exams are scored out of 600 (not clear),1,subset,0,0,,"g3rd, g6rd, g8rd",education,Administrative,Illinois State Board of Education (ISBE),
1,fitzpatrick-2014,all,plep,% limited English proficiency,count / count,created var * = p* / 100 x enroll,1,control,0,0,,"lep, enroll",language,Administrative,Illinois State Board of Education (ISBE),
1,fitzpatrick-2014,all,pattd,attendance rate,count / count,created var * = p* / 100 x enroll,1,control,0,0,,"attd, enroll",education,Administrative,Illinois State Board of Education (ISBE),
1,fitzpatrick-2014,all,plinc,% low income,count / count,created var * = p* / 100 x enroll,1,control,0,0,,"linc, enroll",income,Administrative,Illinois State Board of Education (ISBE),
1,fitzpatrick-2014,"teacheryear-math, teacheryear-read, teacheryear-read_lowincome, teacheryear-read_lowbaseline",pblack,% black students,count / count,created var * = p* / 100 x enroll,1,control,0,0,,"black, enroll",race/ethnicity,Administrative,Illinois State Board of Education (ISBE),
1,fitzpatrick-2014,"teacheryear-math, teacheryear-read, teacheryear-read_lowincome, teacheryear-read_lowbaseline",phisp,% hispanic students,count / count,created var * = p* / 100 x enroll,1,control,0,0,,"hisp, enroll",race/ethnicity,Administrative,Illinois State Board of Education (ISBE),
1,fitzpatrick-2014,"teacheryear-math, teacheryear-read, teacheryear-read_lowincome, teacheryear-read_lowbaseline",pasian,% asian students,count / count,created var * = p* / 100 x enroll,1,control,0,0,,"asian, enroll",race/ethnicity,Administrative,Illinois State Board of Education (ISBE),
1,fitzpatrick-2014,teacheryear-read_lowwhite,pwhite,% white students,count / count,created var * = p* / 100 x enroll,1,subset,0,0,,"white, enroll",race/ethnicity,Administrative,Illinois State Board of Education (ISBE),
1,chodorow-2012,,fmap_pc,ARRA FMAP Payouts per capita ($100k),invariant / count,,1,instrumented,0,0,,"popestimate2008, fmap",population,Estimate,Bureau of Labor Statistics,Current Employment Statistics (CES)
1,chodorow-2012,,popestimate2008,population estimate 2008,count,,1,control,0,0,,pop16plus,population,Estimate,Bureau of Labor Statistics,Current Employment Statistics (CES)
1,chodorow-2012,,popestimate2008_bil,population estimate 2008 in billions,count,,1,control,0,0,,popestimate2008,population,Estimate,Bureau of Labor Statistics,Current Employment Statistics (CES)
1,chodorow-2012,,gdp_pc,GDP per capita divided by 10000,invariant / count,,1,control,0,0,,"gdp_2008, popestimate2008",population,Estimate,Bureau of Economic Analysis,
1,chodorow-2012,,per_empl_manu_10000,Employment manufacturing share / 10000,count / count,"total employment not included, not enough info for DP",0,control,0,0,,per_empl_manu,employment/occupation,Survey,Census Bureau,American Community Survey
1,chodorow-2012,,sachange_totalemp_pc,"seasonally adjusted change in total nonfarm employment per individual 16+ in a state, from December 2008 to July 2009",count - count,,1,dep,0,0,,"_20097, _200812",employment/occupation,Survey,Bureau of Labor Statistics,Current Employment Statistics (CES)
1,chodorow-2012,,sachange_totalemp_lag_pc,,count - count,,1,control,0,0,,"_20085, _200812",employment/occupation,Survey,Bureau of Labor Statistics,Current Employment Statistics (CES)
1,chodorow-2012,,sachange_gov_broad_pc,"seasonally adjusted change in total employment in state and local government, health, and education per individual 16+ in a state, from December 2008 to July 2009",count - count,,1,dep,0,0,,"sachange_totalgov_pc, sachange_edhealth_pc",employment/occupation,Survey,Bureau of Labor Statistics,Current Employment Statistics (CES)
1,chodorow-2012,,sachange_gov_broad_lag_pc,,count - count,,1,control,0,0,,"sachange_totalgov_lag_pc, sachange_edhealth_lag_pc",employment/occupation,Survey,Bureau of Labor Statistics,Current Employment Statistics (CES)
1,chodorow-2012,,share_kerry_10000,share kerry / 10000,count / count,"total # voters not provided, not enough info for DP",0,control,0,0,,share_kerry,election,,,
1,chodorow-2012,,union_share_10000,union share / 10000,count / count,"denominator not provided, not enough info for DP",0,control,0,0,,union_share,employment/occupation,,,
1,chodorow-2012,,instrument_pc,FMAP Instrument (100k),invariant / count,,1,instrument,0,0,,"instrument, popestimate2008",population,Survey,Bureau of Labor Statistics,Current Employment Statistics (CES)
1,saiz-2011,all,immicapmsa,MSA Change in foreign born/Population at T-10,complex,"reconstructed l1popmsa = sum(l1pop) by msa, year; reconstructed l1foreignmsa = sum(l1foreign) by msa, year; reconstructed immicapmsa = (foreignmsa - l1foreignmsa)/l1popmsa",1,subset,0,0,,"foreignmsa, l1foreign, l1pop, l1foreign, l1pop",immigration,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,pull,Estimated Immigrant Gravity Pull at T-10,complex,not enough info for DP,0,control,0,0,,pull,immigration,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,pulli,Immigrant Gravity Puyll* Share Foreign Born at T-10,complex,,1,instrument,1,0,,"pull, l1foreign, l1pop",immigration,Survey,Census Bureau,American Community Survey
