DV_ENC	1975	1	63.53
DV_ENC	1975	2	62.7
DV_ENC	1975	3	63.46
DV_ENC	1975	4	64.74
DV_ENC	1976	1	64.69
DV_ENC	1976	2	66.77
DV_ENC	1976	3	68.67
DV_ENC	1976	4	70.26
DV_ENC	1977	1	72.71
DV_ENC	1977	2	74.4
DV_ENC	1977	3	76.83
DV_ENC	1977	4	79.99
DV_ENC	1978	1	82.54
DV_ENC	1978	2	86.88
DV_ENC	1978	3	89.54
DV_ENC	1978	4	91.97
DV_ENC	1979	1	94.73
DV_ENC	1979	2	98.21
DV_ENC	1979	3	99.06
DV_ENC	1979	4	99.8
DV_ENC	1980	1	100
DV_ENC	1980	2	100.32
DV_ENC	1980	3	102.43
DV_ENC	1980	4	101.35
DV_ENC	1981	1	102.76
DV_ENC	1981	2	104.12
DV_ENC	1981	3	104.77
DV_ENC	1981	4	103.67
DV_ENC	1982	1	101.27
DV_ENC	1982	2	100.47
DV_ENC	1982	3	100.3
DV_ENC	1982	4	99.28
DV_ENC	1983	1	102.22
DV_ENC	1983	2	103.9
DV_ENC	1983	3	104.27
DV_ENC	1983	4	103.81
DV_ENC	1984	1	104.65
DV_ENC	1984	2	106.04
DV_ENC	1984	3	106.11
DV_ENC	1984	4	106.77
DV_ENC	1985	1	107.99
DV_ENC	1985	2	109.3
DV_ENC	1985	3	110.66
DV_ENC	1985	4	111.9
DV_ENC	1986	1	113.43
DV_ENC	1986	2	115.72
DV_ENC	1986	3	117.95
DV_ENC	1986	4	119.89
DV_ENC	1987	1	122.13
DV_ENC	1987	2	125.16
DV_ENC	1987	3	127.57
DV_ENC	1987	4	129.05
DV_ENC	1988	1	131.19
DV_ENC	1988	2	134.22
DV_ENC	1988	3	136.14
DV_ENC	1988	4	137.36
DV_ENC	1989	1	139.38
DV_ENC	1989	2	141.53
DV_ENC	1989	3	144.52
DV_ENC	1989	4	145.5
DV_ENC	1990	1	147.24
DV_ENC	1990	2	149
DV_ENC	1990	3	150.62
DV_ENC	1990	4	151.02
DV_ENC	1991	1	152.93
DV_ENC	1991	2	154.8
DV_ENC	1991	3	156.06
DV_ENC	1991	4	158.14
DV_ENC	1992	1	159.58
DV_ENC	1992	2	161
DV_ENC	1992	3	162.81
DV_ENC	1992	4	164.26
DV_ENC	1993	1	165.16
DV_ENC	1993	2	166.82
DV_ENC	1993	3	168.68
DV_ENC	1993	4	170.41
DV_ENC	1994	1	172.76
DV_ENC	1994	2	175.92
