"","est1","","","","est2","","","","est3","","","","est4","","",""
"","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p"
"v_fe190","-.0740674",".2945596","-.2514512",".8043136","-.0289634",".2851999","-.1015548",".9202328","-.9295886",".4626361","-2.00933",".0597391","-.8722982",".4779412","-1.825116",".0846245"
"v_fe191","-.1319804",".3392887","-.3889914",".7018458","-.0776814",".327998","-.236835",".8154591","-.7040961",".5400164","-1.303842",".2087166","-.6425029",".5597479","-1.147843",".2660605"
"v_fe192","-.2003239",".2936118","-.6822747",".5037514","-.155933",".2844547","-.548182",".5903015","-.3347648",".4632019","-.722719",".4791385","-.2776843",".479231","-.5794372",".5694759"
"v_fe193",".5661937",".3147474","1.798883",".088827",".6157664",".304371","2.023079",".0581757","-.2862665",".5008307","-.5715833",".5746731","-.2285331",".517584","-.4415382",".6640818"
"v_fe194","2.046292",".1014379","20.17286","8.30e-14","2.025098",".1018399","19.88511","1.06e-13",".1981168",".1978491","1.001353",".3299282",".1956424",".1954872","1.000794",".3301912"
"v_fe195","1.312196",".1021661","12.84375","1.68e-10","1.275088",".1037691","12.28774","3.44e-10",".290766",".1967645","1.477736",".156763",".2708126",".1978806","1.368566",".1879749"
"v_fe196",".295074",".2235748","1.3198",".2034421",".3078506",".2171956","1.417388",".1734473",".0365109",".3253872",".1122074",".9119008",".0845183",".3336194",".2533374",".8028784"
"v_fe197",".5570486",".2248088","2.477877",".0233564",".5868041",".218774","2.682239",".0152144",".0672259",".3537623",".1900314",".8514112",".1029583",".3659635",".2813347",".7816623"
"v_fe198","1.157321",".2303732","5.02368",".0000882","1.190376",".221996","5.362152",".0000427","-.4008716",".3521231","-1.138442",".2698621","-.3476241",".3643558","-.9540788",".3526819"
"v_fe199",".4695966",".2127297","2.20748",".0405",".5000724",".2048731","2.440889",".0252133","-.6437539",".329771","-1.952124",".0666571","-.6127325",".3394311","-1.805175",".0878027"
"v_fe200",".380043",".2079205","1.827829",".0842001",".4046855",".199687","2.0266",".0577813",".0982909",".329944",".2979018",".7691893",".1540065",".3390728",".4541988",".6551149"
"v_fe201",".2791772",".2049874","1.361924",".1900245",".3058047",".1995415","1.532537",".1427775","-.0212137",".3312802","-.0640356",".9496477",".0184863",".3415877",".0541188",".9574367"
"v_fe202","1.387292",".1943263","7.138983","1.19e-06","1.41225",".1892096","7.463943","6.49e-07","-1.817222",".3375238","-5.383982",".0000408","-1.778273",".3468653","-5.126697",".0000706"
"v_fe203",".676941",".1229159","5.507352",".0000314",".6974093",".1156536","6.030158",".0000106",".1181135",".1925949",".6132743",".5473669",".165309",".1992046",".8298454",".4174966"
"v_fe204","-.5915455",".2068972","-2.859128",".0104249","-.5607985",".2004537","-2.797646",".0118966","-.448608",".337604","-1.328799",".2005143","-.4111731",".3496007","-1.176122",".2548673"
"v_fe205",".5705686",".2073648","2.751521",".0131297",".5944155",".1987554","2.990688",".0078426","-.4024544",".3269779","-1.230831",".2342279","-.3498999",".3369198","-1.038526",".3127757"
"v_fe206","3.410835",".1192688","28.59789","1.87e-16","3.330146",".1296668","25.68234","1.24e-15","-.6031535",".1946855","-3.098091",".0062052","-.6318672",".2003282","-3.154159",".005488"
"v_fe207",".1433665",".1961653",".7308452",".4742804",".168594",".1909713",".8828238",".3889699","-.6445727",".3449207","-1.868756",".0780195","-.5847147",".3570785","-1.637496",".1188896"
"v_fe208","1.875255",".1133441","16.5448","2.47e-12","1.851671",".1129955","16.38713","2.91e-12",".761716",".1851765","4.11346",".0006524",".7633",".1814134","4.207518",".0005293"
"v_fe209","-.4687738",".1297783","-3.612112",".0019928","-.4541117",".126701","-3.58412",".0021208",".369582",".2393135","1.544342",".1399046",".3984108",".2461814","1.618362",".1229731"
"v_fe210",".8788636",".1592442","5.518967",".0000306",".8952207",".1521799","5.882648",".0000143",".8012188",".2601682","3.079618",".0064609",".8452377",".2677718","3.15656",".0054592"
"v_fe211",".2440802",".1503041","1.623909",".1217773",".2603853",".1471279","1.769789",".0936998","1.113173",".2785353","3.996525",".0008464","1.146386",".2867113","3.998399",".0008428"
"v_fe212","1.150945",".2553885","4.506646",".000273","1.192201",".2466626","4.833329",".0001333",".9116534",".4336426","2.102315",".0498637",".9572463",".4485853","2.133923",".0468604"
"v_fe213",".5216582",".1514133","3.445261",".0028869",".5442446",".1469284","3.704148",".0016236","-.7888081",".2853991","-2.763877",".0127878","-.7544704",".2961033","-2.547998",".0201841"
"v_fe214","1.25039",".1248417","10.0158","8.72e-09","1.26413",".1215663","10.39869","4.88e-09","-1.274621",".2525741","-5.046522",".000084","-1.244624",".2599816","-4.787354",".0001474"
"v_fe215",".5342089",".1217554","4.387558",".0003551",".549561",".1188625","4.623501",".0002111",".6768269",".2415557","2.80195",".0117874",".7010776",".2515005","2.78758",".0121558"
"v_fe216","-.015924",".1602489","-.0993707",".9219423",".0037013",".1558936",".0237427",".9813191",".0657927",".2892062",".227494",".8226036",".0957814",".3007144",".3185129",".753762"
"v_fe217","1.933445",".1077312","17.94694","6.19e-13","1.944236",".1052131","18.47903","3.76e-13","-.781112",".2201997","-3.547288",".0023018","-.759817",".2274269","-3.340928",".0036372"
"v_fe218",".1892517",".0440718","4.29417",".0004367",".1763113",".0384669","4.583453",".0002305",".3371482",".1025502","3.287641",".0040914",".3550437",".0948437","3.743462",".0014875"
"v_fe219",".8283278",".0200285","41.35751","2.68e-19",".8251868",".019877","41.51456","2.51e-19","1.473485",".0895219","16.45949","2.70e-12","1.482551",".091673","16.17217","3.64e-12"
"v_fe220","0",".",".",".","0",".",".",".",".8603032",".1468609","5.857946",".0000151",".8757041",".1505378","5.817169",".0000164"
"v_fe221",".9176864",".0607","15.1184","1.13e-11",".8923702",".0648168","13.76757","5.36e-11","1.869726",".1481122","12.62371","2.22e-10","1.885259",".1518208","12.41766","2.90e-10"
"v_fe222","0",".",".",".","0",".",".",".",".113269",".2445397",".4631929",".6487774",".1313016",".2525778",".519846",".6095053"
"v_fe223",".9626017",".04981","19.32547","1.74e-13",".949312",".0473419","20.05227","9.21e-14","-.9059478",".0012514","-723.9518","1.23e-41","-.9060799",".001283","-706.2306","1.93e-41"
"v_fe224","2.275924",".0496386","45.84984","4.27e-20","2.264132",".0477936","47.37313","2.38e-20","0",".",".",".","0",".",".","."
"v_fe225","1.519675",".0504672","30.11215","7.51e-17","1.507749",".0485848","31.03332","4.41e-17",".1226097",".0497826","2.462901",".0240922",".1202698",".0549782","2.187589",".0421369"
"v_fe226","1.163576",".1073961","10.83444","2.57e-09","1.17464",".1054744","11.13673","1.66e-09","-.3168813",".2799371","-1.131973",".2725011","-.2871484",".2870483","-1.000349",".3304007"
"v_fe227","-.0075146",".1065609","-.0705196",".9445577",".0034138",".104664",".032617",".9743389",".185636",".269534",".6887293",".4997754",".2115583",".278538",".7595313",".4573675"
"v_fe228","-.3140408",".1189234","-2.640698",".0166121","-.313181",".113595","-2.756998",".0129771","-.256636",".2457356","-1.044358",".3101431","-.2221302",".2505149","-.8866948",".3869371"
"v_fe229","-.0952924",".1048927","-.9084751",".3756308","-.0846333",".103045","-.8213233",".4222077","-1.096107",".2730494","-4.014316",".0008135","-1.067338",".2811289","-3.796614",".0013213"
"v_fe230","1.018081",".10697","9.51744","1.90e-08","1.028138",".1045101","9.837693","1.15e-08",".04289",".256452",".1672437",".8690429",".071814",".2640805",".2719399",".7887629"
"v_fe231",".6144915",".1044537","5.882911",".0000143",".6235711",".1028161","6.064919","9.87e-06","-.118879",".2694882","-.4411289",".6643726","-.0935096",".2773493","-.3371546",".7398999"
"v_fe232","1.419652",".1018379","13.94031","4.36e-11","1.428706",".1000824","14.27531","2.94e-11","1.343363",".2767729","4.853664",".0001276","1.372528",".2849453","4.816814",".0001382"
"v_fe233","1.412073",".0154371","91.47284","1.80e-25","1.409344",".0155834","90.43862","2.20e-25","1.019605",".1214597","8.394598","1.23e-07","1.026478",".127017","8.081424","2.12e-07"
"v_fe234","1.296577",".0188952","68.61946","3.13e-23","1.293594",".018781","68.87765","2.93e-23","-.0083452",".119216","-.0700003",".9449652","-.0011432",".124896","-.0091534",".9927974"
"v_fe235","1.295832",".0999056","12.97057","1.43e-10","1.305683",".0982037","13.29567","9.52e-11","-.3529754",".2809318","-1.256445",".2250168","-.3278007",".288707","-1.13541",".2710967"
"v_fe236",".9442596",".124314","7.595761","5.09e-07",".9597406",".121222","7.917212","2.84e-07","-1.101293",".3053713","-3.606406",".0020182","-1.06801",".3165399","-3.374014",".0033805"
"v_fe237","1.481258",".1221192","12.1296","4.24e-10","1.49492",".1195379","12.50583","2.59e-10",".1526836",".301741",".5060088",".6189914",".1853798",".3117306",".5946795",".5594595"
"v_fe238","1.306036",".0617829","21.13913","3.69e-14","1.288854",".0592799","21.74183","2.27e-14",".0094538",".0730526",".1294102",".8984682",".0217561",".0662307",".3284899",".746332"
"v_fe239","2.235077",".1356093","16.48174","2.64e-12","2.261441",".1297626","17.42753","1.02e-12",".2675192",".3180916",".8410131",".4113742",".3206043",".3322265",".9650171",".3473234"
"v_fe240","1.473227",".1323129","11.13441","1.67e-09","1.490105",".1289341","11.5571","9.22e-10",".4462688",".3360372","1.328034",".200762",".4777228",".348361","1.371344",".1871227"
"v_fe241","1.372379",".0659601","20.80619","4.86e-14","1.348364",".0634647","21.2459","3.39e-14",".5665436",".0829935","6.826361","2.17e-06",".5778451",".0726939","7.949022","2.68e-07"
"v_fe242","1.198434",".0648298","18.48585","3.73e-13","1.180713",".0622351","18.97181","2.39e-13",".0787091",".0515026","1.528256",".1438314",".1118539",".0465197","2.404441",".0271779"
"v_fe243",".9466343",".0342653","27.62661","3.43e-16",".9377936",".0317669","29.52114","1.07e-16","-.083871",".0789978","-1.061689",".302415","-.0774385",".0804772","-.9622411",".348678"
"v_fe244",".9578707",".0289325","33.10713","1.40e-17",".9512524",".0272201","34.94671","5.37e-18","-.1664374",".1214532","-1.370383",".1874172","-.1625986",".1257712","-1.292812",".2124247"
"v_fe245","1.606608",".1150863","13.96003","4.26e-11","1.579193",".1101711","14.33401","2.75e-11","-.4818723",".1004813","-4.795643",".0001448","-.4971065",".100908","-4.926337",".0001089"
"v_fe246","0",".",".",".","0",".",".",".",".1939445",".133375","1.45413",".1631256",".2079784",".1368864","1.51935",".1460444"
"v_fe247","1.386029",".1178824","11.75773","7.00e-10","1.40253",".112803","12.43344","2.84e-10","-.8503814",".3050091","-2.788052",".0121435","-.803873",".3161926","-2.542352",".0204236"
"v_fe248",".2178872",".0130889","16.6467","2.23e-12",".213397",".012513","17.05408","1.48e-12",".0026463",".1377931",".0192047",".9848891",".0086757",".1429184",".060704",".9522639"
"v_fe249","1.856743",".0191708","96.85242","6.44e-26","1.861091",".0139125","133.7712","1.94e-28","-.6351188",".1430345","-4.440319",".000316","-.5962197",".151297","-3.940723",".0009584"
"v_fe250","1.580089",".1444669","10.93737","2.21e-09","1.552531",".1387534","11.18914","1.54e-09",".3113092",".1200208","2.593794",".018337",".2958173",".1218844","2.427031",".0259441"
"v_fe251","2.268467",".12467","18.19578","4.89e-13","2.243929",".119427","18.78913","2.82e-13","-.4750294",".0746703","-6.361689","5.42e-06","-.483771",".0761874","-6.349748","5.55e-06"
"v_fe252","1.445487",".0459554","31.4541","3.47e-17","1.434221",".0428045","33.50632","1.13e-17","-.3910464",".101053","-3.869716",".0011227","-.390012",".1048299","-3.720427",".0015658"
"v_fe253","1.220169",".0481715","25.32968","1.58e-15","1.211692",".0422689","28.66626","1.79e-16","-.2453014",".1047401","-2.342",".0308797","-.2047803",".1028032","-1.991964",".0617678"
"v_fe254","1.509762",".0463593","32.56653","1.88e-17","1.491863",".0371015","40.21027","4.43e-19","-.6622377",".1304713","-5.075736",".0000788","-.6432777",".1290292","-4.985521",".0000958"
"v_fe255","2.348216",".127049","18.48276","3.74e-13","2.321846",".1214406","19.11919","2.09e-13",".0805472",".0923864",".8718514",".3947702",".0680608",".0939759",".7242364",".4782291"
"t1","0",".",".",".","0",".",".",".","-.0233242",".0509983","-.4573526",".6528895","-.0238187",".0508474","-.4684349",".6450964"
"t2","0",".",".",".","0",".",".",".",".022935",".0816001",".2810655",".7818655",".0240486",".0816041",".294699",".7715957"
"t3","-.291384",".0652467","-4.465881",".0002987","-.2773542",".0604556","-4.58773",".0002283",".2722512",".1054735","2.581228",".0188272",".2711803",".1047725","2.588278",".0185507"
"t4","-.2880652",".0481907","-5.977616",".0000118","-.2728273",".0453332","-6.018266",".0000109",".3421525",".094953","3.603387",".0020318",".3437913",".0952382","3.609804",".002003"
"t5","-.2215908",".0539244","-4.109291",".0006585","-.2088976",".0540847","-3.862416",".0011411",".3502953",".0891272","3.930284",".0009809",".3487352",".089422","3.899882",".0010497"
"t6","-.2745939",".0447836","-6.131577","8.62e-06","-.2597833",".0436766","-5.947881",".0000125",".3847603",".1094501","3.515396",".0024708",".3856377",".1098829","3.509533",".0025032"
"t7","-.2132911",".0469644","-4.541545",".0002528","-.1944666",".045274","-4.295326",".0004356",".7699772",".1226345","6.278632","6.40e-06",".7791679",".1231897","6.324943","5.83e-06"
"t8","-.1728937",".0449131","-3.849516",".0011744","-.1520062",".0471234","-3.225707",".0046897",".7687038",".107198","7.17088","1.12e-06",".796045",".1141673","6.972616","1.64e-06"
"t9","-.1090378",".0605875","-1.799675",".0886975","-.0968686",".0615718","-1.573263",".1330701",".9219368",".1017569","9.060192","3.99e-08",".9377467",".1113266","8.423384","1.17e-07"
"t10","-.0867908",".033825","-2.565873",".0194431","-.0840562",".0334479","-2.513046",".0217108",".9178058",".1164759","7.879792","3.04e-07",".9240786",".1237753","7.465773","6.46e-07"
"t11","0",".",".",".","0",".",".",".",".9986941",".1148826","8.693169","7.36e-08",".9977214",".1254651","7.952185","2.67e-07"
"precipitation","19.11442","11.79332","1.620784",".1224499","18.95925","11.89051","1.594485",".128235",".8219951","15.44877",".0532078",".9581524","-.3804968","15.31183","-.0248499",".9804481"
"temperature",".0454182",".0120231","3.777575",".0013786",".0435146",".0116463","3.736349",".0015112",".0194433",".0192813","1.008402",".3266259",".0173504",".019783",".8770347",".3920231"
"lag_cgvo","","","","",".1420198",".0811585","1.749906",".0971624","","","","",".2113337",".0996577","2.120596",".048106"
"_cons",".3270924",".3825706",".8549857",".403796",".3819845",".3714351","1.028402",".3173829",".3923294","1.116495",".3513937",".7293727",".5181972","1.146752",".4518826",".6567514"
"N","1826","","","","1826","","","","2102","","","","2102","","",""
"r2",".7320131","","","",".7327938","","","",".6148796","","","",".6147424","","",""
"df_m","10","","","","10","","","","13","","","","13","","",""
"df_r","18","","","","18","","","","18","","","","18","","",""
"df_b","","","","","","","","","","","","","","","",""
"df","","","","","","","","","","","","","","","",""
