	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)
VARIABLES	N	mean	sd	min	max	p10	p50	p90
								
ycoord	14,676	24.71	17.36	-27.25	55.75	-1.250	27.75	45.75
imr	14,676	680.4	422.2	49	1,932	192.3	575	1,290
mountain2000	14,676	0.289	0.385	0	1	0	0.0189	1
logttime	14,676	6.122	0.915	3.178	10.31	5.050	6.043	7.324
logcellarea	14,676	7.869	0.203	1.604	8.039	7.651	7.912	8.033
avg_logcapdist	14,676	6.459	0.868	1.386	8.196	5.333	6.519	7.556
avg_logdist_LNC	14,676	6.611	0.905	0.106	8.383	5.446	6.677	7.719
avg_degtemper	14,676	16.86	9.912	-15.31	31.69	2.027	20.27	27.52
avg_prec	14,676	558.5	500.1	72.46	3,944	115.5	347.6	1,318
avg_ConfInter	14,676	0.00222	0.0160	0	0.150	0	0	0
avg_ConfIntra	14,676	0.127	0.233	0	0.950	0	0	0.550
avg_ConfTerr	14,676	0.0332	0.154	0	0.950	0	0	0
avg_ConfGov	14,676	0.0975	0.188	0	0.950	0	0	0.350
avg_ConfIntense	14,676	0.0585	0.143	0	0.850	0	0	0.200
avg_ConfNonIntense	14,676	0.0696	0.169	0	0.900	0	0	0.200
avg_ConfType3	14,676	0.0936	0.197	0	0.950	0	0	0.350
avg_ConfType4	14,676	0.0330	0.0867	0	0.500	0	0	0.200
avg_loggcppc	14,676	7.615	1.106	5.391	15.75	6.212	7.433	9.326
avg_logpop	14,676	9.996	2.176	0	16.18	6.996	10.08	12.82
								
