"","est1","","",""
"","b","se","t","p"
"deltaimm","11.43631","4.036468","2.833248",".0046078"
"age",".117787",".1964154",".5996829",".5487176"
"hombre","-27.12227","13.79164","-1.966573",".0492324"
"_cons","-.8243902","15.15336","-.0544031",".956614"
"N","101","","",""
"r2","-.7885889","","",""
"df_m","3","","",""
"df_r","","","",""
"df_b","","","",""
"df","","","",""
