"","est1","","",""
"","b","se","t","p"
"deltaimm","13.57821","5.318454","2.553037",".0106788"
"age",".3676106",".3068381","1.198061",".2308935"
"hombre","-16.51148","15.25388","-1.082444",".2790551"
"_cons","-25.35722","19.57851","-1.295156",".1952664"
"N","101","","",""
"r2","-.0784446","","",""
"df_m","3","","",""
"df_r","","","",""
"df_b","","","",""
"df","","","",""
