	(1)	(2)	(3)	(4)
VARIABLES	low edu		low exp	
				
_Igov_lowed_1	0.062	0.075		
	(0.051)	(0.055)		
_Ilameduck_1		-0.050		-0.147
		(0.108)		(0.100)
_IgovXlam_1_1		-0.060		0.150
		(0.095)		(0.092)
lmargin	-0.007	-0.008	-0.007	-0.007
	(0.003)	(0.003)	(0.003)	(0.003)
int_lameduck_margin	0.011	0.011	0.011	0.012
	(0.006)	(0.006)	(0.006)	(0.006)
l2afdctanf_exp_r_1mio	0.001	0.001	0.001	0.001
	(0.000)	(0.000)	(0.000)	(0.000)
gov_age	0.002	0.002	0.002	0.002
	(0.003)	(0.003)	(0.003)	(0.003)
pop_1000	-0.072	-0.073	-0.084	-0.093
	(0.213)	(0.214)	(0.211)	(0.212)
aged	-0.005	-0.008	-0.007	-0.001
	(0.087)	(0.085)	(0.087)	(0.086)
kids	0.035	0.034	0.037	0.035
	(0.022)	(0.022)	(0.021)	(0.021)
_Istate_4	12.163	12.595	11.203	11.385
	(54.294)	(54.478)	(52.740)	(52.686)
_Istate_5	-8.524	-8.734	-9.473	-5.367
	(33.522)	(33.706)	(33.975)	(33.882)
_Istate_6	91.981	91.633	76.935	66.878
	(174.581)	(174.877)	(172.321)	(172.580)
_Istate_8	61.538	62.204	69.152	66.642
	(37.849)	(37.870)	(37.609)	(37.474)
_Istate_9	58.358	58.190	61.468	60.902
	(30.610)	(30.891)	(29.776)	(29.144)
_Istate_10	-22.316	-20.556	-17.693	-19.192
	(36.566)	(37.232)	(37.094)	(35.326)
o._Istate_11	-	-	-	-
				
_Istate_12	22.552	22.307	15.957	13.366
	(122.159)	(122.135)	(121.119)	(121.453)
_Istate_13	10.434	10.135	12.374	11.752
	(62.519)	(62.391)	(61.410)	(61.840)
_Istate_16	-12.119	-12.126	-8.742	-8.322
	(28.476)	(28.727)	(28.095)	(27.192)
_Istate_17	35.396	36.228	36.101	35.714
	(39.078)	(39.097)	(39.796)	(38.604)
_Istate_18	2.860	3.881	-2.902	-1.702
	(30.880)	(30.877)	(29.497)	(29.655)
_Istate_19	23.531	23.807	27.931	30.823
	(27.336)	(27.595)	(27.496)	(26.797)
_Istate_20	19.824	20.267	25.950	24.667
	(29.285)	(29.572)	(29.032)	(27.940)
_Istate_21	24.096	26.434	26.957	17.687
	(32.226)	(32.735)	(31.473)	(31.804)
_Istate_22	1.405	0.595	2.696	6.806
	(32.986)	(32.899)	(32.654)	(32.261)
_Istate_23	27.106	28.520	28.903	31.893
	(25.038)	(25.567)	(24.809)	(23.936)
_Istate_24	-7.509	-6.712	-0.541	-2.715
