	(1)	(2)	(3)	(4)
VARIABLES				
				
ideology_citi	-0.001			
	(0.004)			
lmargin	-0.007	-0.007	-0.007	-0.007
	(0.003)	(0.003)	(0.003)	(0.003)
int_lameduck_margin	0.011	0.011	0.011	0.011
	(0.006)	(0.006)	(0.006)	(0.006)
lameduck	-0.080	-0.082	-0.082	-0.083
	(0.083)	(0.082)	(0.085)	(0.084)
l2afdctanf_exp_r_1mio	0.001	0.001	0.001	0.001
	(0.000)	(0.000)	(0.000)	(0.000)
gov_age	0.003	0.003	0.003	0.003
	(0.002)	(0.003)	(0.003)	(0.002)
pop_1000	-0.086	-0.081	-0.049	-0.079
	(0.211)	(0.209)	(0.215)	(0.207)
aged	-0.005	0.003	-0.001	-0.006
	(0.087)	(0.087)	(0.087)	(0.087)
kids	0.036	0.044	0.035	0.036
	(0.021)	(0.021)	(0.021)	(0.021)
_Istate_4	8.853	-3.195	19.639	18.486
	(53.067)	(54.662)	(54.270)	(52.064)
_Istate_5	-10.954	-17.402	-9.835	-7.945
	(33.918)	(34.398)	(34.575)	(33.978)
_Istate_6	76.149	68.038	103.802	74.831
	(171.955)	(171.911)	(173.533)	(165.883)
_Istate_8	66.117	55.964	72.162	75.638
	(37.886)	(38.423)	(38.266)	(37.597)
_Istate_9	60.567	44.357	58.469	65.130
	(30.087)	(32.523)	(30.620)	(29.581)
_Istate_10	-19.359	-29.926	-18.834	-12.837
	(37.154)	(37.952)	(36.682)	(37.230)
o._Istate_11	-	-	-	-
				
_Istate_12	14.631	5.958	35.634	22.352
	(121.118)	(121.598)	(123.123)	(117.646)
_Istate_13	10.991	12.631	20.001	17.287
	(61.652)	(61.792)	(62.343)	(60.460)
_Istate_16	-9.670	-16.688	-8.287	-0.422
	(28.272)	(28.945)	(28.377)	(28.472)
_Istate_17	33.557	21.737	36.924	40.774
	(40.062)	(41.851)	(40.000)	(39.643)
_Istate_18	8.505	3.581	9.809	12.696
	(29.937)	(30.448)	(30.749)	(29.083)
_Istate_19	25.834	17.087	25.370	31.414
	(27.657)	(28.302)	(27.535)	(27.021)
_Istate_20	24.446	19.694	24.717	30.620
	(29.358)	(29.637)	(29.262)	(28.376)
_Istate_21	26.844	23.768	24.887	26.076
	(31.971)	(32.124)	(32.551)	(32.260)
_Istate_22	1.750	-3.230	2.573	5.639
	(32.947)	(32.789)	(33.377)	(31.881)
_Istate_23	29.226	15.965	28.144	36.579
	(24.985)	(26.631)	(25.454)	(24.659)
_Istate_24	-1.051	-10.155	1.356	4.550
	(43.940)	(44.732)	(43.739)	(43.653)
_Istate_25	3.579	-12.644	2.931	9.939
	(27.107)	(29.465)	(27.173)	(26.188)
_Istate_26	-66.741	-77.914	-64.548	-59.379
	(33.030)	(33.899)	(32.704)	(32.513)
_Istate_27	-0.962	-5.809	0.947	4.757
	(31.683)	(31.750)	(31.499)	(31.084)
_Istate_28	11.883	9.026	10.747	12.129
	(30.261)	(29.484)	(30.365)	(28.831)
_Istate_29	22.653	15.721	24.367	28.574
	(28.773)	(29.170)	(28.799)	(28.395)
_Istate_30	0.943	-3.466	2.092	9.269
	(25.010)	(24.912)	(25.247)	(25.178)
_Istate_32	5.401	-8.180	13.084	16.747
	(38.507)	(41.321)	(38.273)	(37.054)
_Istate_33	-10.721	-29.848	-12.090	-3.547
	(30.818)	(34.570)	(30.625)	(30.669)
_Istate_34	1.299	-14.300	3.885	5.646
	(38.697)	(41.192)	(38.617)	(37.696)
_Istate_35	-8.691	-17.684	-3.819	1.882
	(30.803)	(31.008)	(29.425)	(29.807)
_Istate_36	58.237	43.746	61.973	58.814
	(40.124)	(42.254)	(40.238)	(39.959)
_Istate_37	-40.576	-41.773	-32.321	-33.403
	(44.304)	(44.201)	(44.347)	(42.541)
_Istate_38	-36.619	-44.671	-36.955	-30.832
	(37.499)	(37.526)	(38.186)	(37.568)
_Istate_39	27.795	19.304	29.474	33.110
	(26.932)	(27.729)	(27.093)	(26.430)
_Istate_40	22.882	16.545	22.701	25.621
	(35.293)	(35.701)	(35.653)	(34.254)
_Istate_41	30.580	21.773	33.730	37.125
	(26.939)	(28.199)	(27.272)	(26.222)
_Istate_42	-17.925	-25.988	-16.282	-13.243
	(28.891)	(29.513)	(28.793)	(27.682)
_Istate_44	-10.205	-22.299	-12.332	-3.705
	(46.114)	(46.282)	(46.006)	(45.763)
_Istate_45	-2.498	-4.542	0.587	3.837
	(34.321)	(33.275)	(34.994)	(33.942)
_Istate_46	13.071	7.331	13.031	18.940
	(32.760)	(32.960)	(33.523)	(33.321)
_Istate_47	-17.979	-21.997	-16.678	-18.005
	(35.957)	(35.719)	(36.119)	(34.227)
_Istate_48	-35.329	-34.776	-11.109	-27.870
	(121.660)	(120.770)	(123.322)	(117.214)
_Istate_49	-34.826	-43.421	-31.126	-25.333
	(31.537)	(32.335)	(31.689)	(32.417)
_Istate_50	41.204	26.324	40.300	49.337
	(27.713)	(30.155)	(27.719)	(27.372)
_Istate_51	13.786	8.251	20.682	22.466
	(38.292)	(37.489)	(37.900)	(36.425)
_Istate_53	-15.151	-26.633	-9.379	-9.122
	(40.250)	(42.352)	(40.748)	(39.483)
_Istate_54	36.328	34.967	35.446	42.452
	(41.613)	(41.731)	(41.068)	(41.920)
_Istate_55	66.072	59.782	67.991	72.047
	(42.818)	(43.168)	(43.047)	(43.454)
_Istate_56	22.241	18.614	23.241	30.145
	(39.879)	(40.252)	(40.402)	(40.162)
o.year	-	-	-	-
				
_IstaXyear_4	-0.005	0.002	-0.010	-0.009
	(0.027)	(0.027)	(0.027)	(0.026)
_IstaXyear_5	0.006	0.009	0.005	0.004
	(0.017)	(0.017)	(0.017)	(0.017)
_IstaXyear_6	-0.038	-0.034	-0.053	-0.038
	(0.089)	(0.089)	(0.090)	(0.086)
_IstaXyear_8	-0.033	-0.028	-0.036	-0.038
	(0.019)	(0.019)	(0.019)	(0.019)
_IstaXyear_9	-0.031	-0.022	-0.029	-0.033
	(0.015)	(0.016)	(0.015)	(0.015)
_IstaXyear_10	0.010	0.015	0.009	0.006
	(0.019)	(0.019)	(0.018)	(0.019)
o._IstaXyear_11	-	-	-	-
				
_IstaXyear_12	-0.007	-0.003	-0.018	-0.011
	(0.062)	(0.062)	(0.063)	(0.060)
_IstaXyear_13	-0.005	-0.006	-0.010	-0.009
	(0.031)	(0.031)	(0.032)	(0.031)
