	(1)	(2)	(3)	(4)
VARIABLES	pop	geo	ideo	all
				
lmargin	-0.007	-0.007	-0.007	-0.007
	(0.003)	(0.003)	(0.003)	(0.003)
int_lameduck_margin	0.011	0.011	0.011	0.011
	(0.006)	(0.006)	(0.006)	(0.006)
lameduck	-0.076	-0.073	-0.081	-0.069
	(0.083)	(0.083)	(0.082)	(0.083)
l2afdctanf_exp_r_1mio	0.001	0.001	0.001	0.001
	(0.000)	(0.000)	(0.000)	(0.000)
L.pop_neighbors_pooled	0.110			0.125
	(0.085)			(0.084)
pop_1000	-0.061	-0.094	-0.090	-0.067
	(0.216)	(0.210)	(0.209)	(0.216)
aged	-0.002	-0.010	-0.005	-0.007
	(0.087)	(0.087)	(0.088)	(0.088)
kids	0.037	0.037	0.036	0.039
	(0.020)	(0.021)	(0.021)	(0.021)
gov_age	0.003	0.002	0.003	0.002
	(0.002)	(0.002)	(0.003)	(0.002)
_Istate_4	12.843	11.092	8.835	14.935
	(53.755)	(52.995)	(52.425)	(53.911)
_Istate_5	-12.087	-10.980	-12.628	-12.467
	(34.333)	(34.986)	(34.993)	(35.727)
_Istate_6	95.346	68.922	73.120	89.011
	(175.885)	(171.597)	(170.847)	(176.520)
_Istate_8	69.103	65.357	63.737	68.336
	(38.289)	(37.772)	(37.536)	(38.335)
_Istate_9	60.416	63.945	60.976	65.092
	(30.099)	(31.711)	(30.739)	(32.109)
_Istate_10	-17.796	-21.724	-18.558	-20.358
	(36.642)	(38.842)	(37.942)	(38.627)
o._Istate_11	-	-	-	-
				
_Istate_12	27.436	12.030	13.845	25.074
	(123.511)	(121.056)	(120.181)	(124.225)
_Istate_13	18.896	7.994	9.181	16.047
	(62.855)	(61.916)	(61.577)	(63.338)
_Istate_16	-8.620	-11.606	-12.597	-9.859
	(28.254)	(29.337)	(29.519)	(29.461)
_Istate_17	34.631	36.917	36.183	38.223
	(39.590)	(40.607)	(40.426)	(40.164)
_Istate_18	10.535	11.569	10.539	14.460
	(29.810)	(31.226)	(30.197)	(31.122)
_Istate_19	23.105	28.060	27.145	26.217
	(27.636)	(28.549)	(27.919)	(29.077)
_Istate_20	24.221	27.491	25.585	28.182
	(29.103)	(29.557)	(29.341)	(29.647)
_Istate_21	24.804	28.046	27.546	28.016
	(32.270)	(32.074)	(32.101)	(32.284)
_Istate_22	0.723	-1.450	1.307	-3.047
	(32.310)	(34.037)	(33.664)	(33.429)
