	(1)	(2)	(3)	(4)
VARIABLES	Dem share	polarize	divided	all
				
lmargin	-0.008	-0.007	-0.007	-0.007
	(0.003)	(0.003)	(0.004)	(0.004)
int_lameduck_margin	0.012	0.012	0.012	0.013
	(0.006)	(0.006)	(0.006)	(0.006)
lameduck	-0.082	-0.081	-0.100	-0.103
	(0.083)	(0.083)	(0.084)	(0.084)
l2afdctanf_exp_r_1mio	0.001	0.001	0.000	0.000
	(0.000)	(0.000)	(0.000)	(0.000)
up_dem_share	-0.493			-0.466
	(0.277)			(0.293)
low_dem_share	-0.101			-0.154
	(0.450)			(0.460)
gov_age	0.003	0.002	0.002	0.002
	(0.002)	(0.002)	(0.003)	(0.002)
pop_1000	-0.091	-0.074	-0.081	-0.084
	(0.210)	(0.210)	(0.212)	(0.212)
aged	-0.009	-0.011	-0.010	-0.020
	(0.086)	(0.088)	(0.089)	(0.089)
kids	0.043	0.035	0.037	0.044
	(0.020)	(0.021)	(0.021)	(0.020)
_Istate_4	-5.283	-0.428	4.130	-18.407
	(54.159)	(53.466)	(52.311)	(54.987)
_Istate_5	-14.487	-14.611	-10.746	-16.905
	(33.873)	(33.751)	(34.106)	(34.020)
_Istate_6	59.723	72.088	74.875	50.269
	(170.713)	(171.352)	(171.936)	(171.727)
_Istate_8	43.944	58.138	56.168	26.420
	(42.397)	(38.116)	(38.426)	(44.231)
_Istate_9	45.566	45.868	64.697	37.300
	(34.830)	(34.138)	(30.249)	(40.611)
_Istate_10	-32.292	-36.366	-24.234	-50.358
	(37.936)	(43.293)	(37.317)	(46.149)
o._Istate_11	-	-	-	-
				
_Istate_12	21.717	11.238	12.832	12.867
	(121.024)	(120.849)	(121.764)	(122.566)
_Istate_13	19.707	15.481	9.355	18.718
	(61.812)	(61.723)	(62.403)	(63.029)
_Istate_16	-12.672	-30.553	-24.898	-37.307
	(29.069)	(33.032)	(28.613)	(34.450)
_Istate_17	21.475	21.942	25.010	4.738
	(41.292)	(42.358)	(39.740)	(43.924)
_Istate_18	-5.454	-3.540	11.811	-10.533
	(34.173)	(31.995)	(28.971)	(36.583)
_Istate_19	14.946	13.126	22.875	4.739
	(29.322)	(29.744)	(26.584)	(32.019)
_Istate_20	20.215	5.898	19.145	4.616
	(29.851)	(33.078)	(29.712)	(35.311)
_Istate_21	27.813	19.556	30.895	26.539
	(31.839)	(32.364)	(31.331)	(32.634)
_Istate_22	7.392	1.550	-3.625	-1.640
	(32.991)	(33.044)	(34.146)	(34.513)
_Istate_23	17.595	18.430	15.119	-5.691
	(27.962)	(27.806)	(24.971)	(31.579)
_Istate_24	-4.889	-5.652	-0.424	-8.152
	(44.478)	(44.497)	(43.081)	(44.305)
