	(1)	(2)	(3)	(4)
VARIABLES	Rep	Ideo	Rep=1	Dem=1
				
lmargin			-0.012	-0.003
			(0.006)	(0.005)
int_lameduck_margin			0.021	0.002
			(0.010)	(0.008)
lameduck			-0.238	0.038
			(0.154)	(0.115)
l2afdctanf_exp_r_1mio			0.001	0.000
			(0.000)	(0.000)
gov_age	0.003	0.002	-0.011	0.012
	(0.002)	(0.002)	(0.007)	(0.004)
o.gov_age	-		-	-
				
pop_1000	0.149	0.306	-0.165	0.467
	(0.196)	(0.242)	(0.319)	(0.638)
aged	-0.003	0.024	-0.017	0.176
	(0.070)	(0.073)	(0.220)	(0.171)
kids	0.030	0.017	0.075	0.065
	(0.020)	(0.022)	(0.025)	(0.055)
_Istate_4	42.303	42.485	29.970	100.904
	(46.931)	(55.999)	(105.449)	(128.684)
_Istate_5	-4.764	-51.040	7.064	38.640
	(26.817)	(22.680)	(65.538)	(38.444)
_Istate_6	221.061	331.746	-21.048	612.379
	(166.687)	(212.997)	(269.609)	(595.030)
_Istate_8	86.443	94.787	-91.371	138.727
	(33.076)	(34.182)	(116.557)	(69.640)
_Istate_9	47.909	30.211	-65.435	106.180
	(21.925)	(22.217)	(94.369)	(32.407)
_Istate_10	-25.691	-14.473	59.769	-73.536
	(31.682)	(21.167)	(78.759)	(65.664)
o._Istate_11	-	-	-	-
				
_Istate_12	117.760	162.488	9.484	310.134
	(112.915)	(137.144)	(184.703)	(367.143)
_Istate_13	48.797	63.562	-538.629	101.160
	(53.055)	(61.084)	(182.531)	(139.872)
_Istate_16	11.385	-19.953	88.154	78.998
	(23.214)	(24.473)	(74.425)	(40.125)
_Istate_17	54.071	23.190	-26.337	134.794
	(29.860)	(36.545)	(77.204)	(123.011)
_Istate_18	4.371	-33.382	62.633	60.921
	(28.420)	(26.287)	(51.152)	(51.652)
_Istate_19	9.059	-26.982	80.082	208.492
	(24.412)	(24.193)	(60.770)	(87.210)
_Istate_20	19.929	-14.740	16.398	16.684
	(23.330)	(22.424)	(71.858)	(41.381)
_Istate_21	27.286	2.465	373.605	12.288
	(28.382)	(37.345)	(250.401)	(47.448)
_Istate_22	-8.600	-47.637	13.741	-13.429
	(29.312)	(38.730)	(58.948)	(55.264)
_Istate_23	14.765	-5.151	10.118	9.814
	(21.325)	(20.166)	(133.903)	(27.883)
_Istate_24	6.064	4.847	-309.117	62.889
	(38.713)	(41.915)	(884.114)	(60.299)
_Istate_25	30.217	32.913	-50.552	41.801
	(24.911)	(20.450)	(72.709)	(31.243)
_Istate_26	-1.344	6.949	-76.178	4.177
	(26.764)	(21.639)	(65.889)	(49.782)
_Istate_27	-3.333	-27.759	11.598	-92.624
	(32.643)	(25.409)	(65.202)	(157.462)
_Istate_28	7.238	-21.274	104.417	-30.945
	(25.854)	(28.904)	(80.034)	(33.571)
_Istate_29	19.434	-14.319	65.447	9.053
	(24.722)	(22.230)	(60.237)	(37.566)
_Istate_30	-8.088	-21.936	-30.020	-12.630
	(22.433)	(24.075)	(76.479)	(26.843)
_Istate_32	21.262	-7.294	14.701	98.513
	(33.118)	(38.508)	(61.127)	(124.433)
_Istate_33	-18.304	-26.320	32.224	-55.699
	(27.940)	(24.135)	(56.128)	(30.220)
_Istate_34	26.194	-2.660	-79.861	87.455
	(27.770)	(29.302)	(66.679)	(38.748)
_Istate_35	-9.296	-32.259	-26.689	29.905
	(24.594)	(25.904)	(68.358)	(35.189)
_Istate_36	75.679	79.133	-53.847	56.190
	(26.620)	(29.854)	(69.227)	(51.840)
_Istate_37	-5.081	-21.219	-4.001	63.496
	(39.438)	(48.640)	(133.700)	(109.529)
_Istate_38	-29.703	-61.008	-25.147	26.363
	(31.518)	(36.901)	(65.130)	(72.406)
_Istate_39	31.204	23.614	92.211	3.471
	(25.438)	(29.829)	(58.259)	(28.475)
_Istate_40	14.557	-22.687	-7.569	14.725
	(30.612)	(37.563)	(86.736)	(30.214)
_Istate_41	26.292	0.426	-14.438	81.533
	(23.545)	(23.049)	(106.607)	(40.329)
_Istate_42	4.827	-11.130	-19.016	14.894
	(22.518)	(23.244)	(59.393)	(36.187)
_Istate_44	-19.987	0.147	-28.998	93.167
	(40.638)	(32.643)	(78.488)	(38.936)
_Istate_45	6.424	-22.213	40.344	-8.437
	(29.693)	(33.720)	(63.323)	(44.287)
_Istate_46	7.085	-32.184	23.267	
	(29.946)	(40.952)	(58.214)	
_Istate_47	-0.946	6.377	-32.808	-0.207
	(30.786)	(27.032)	(63.323)	(59.515)
_Istate_48	95.410	129.573	-24.801	221.557
	(114.688)	(137.819)	(199.925)	(250.009)
_Istate_49	2.799	23.198	-60.782	-26.206
	(32.928)	(23.495)	(61.764)	(107.759)
_Istate_50	44.016	29.946	52.444	62.113
	(25.781)	(27.838)	(51.962)	(49.660)
_Istate_51	37.274	22.700	5.415	106.559
	(32.463)	(35.695)	(63.720)	(80.576)
_Istate_53	7.641	19.993	-112.409	32.909
	(35.361)	(45.690)	(105.547)	(73.081)
_Istate_54	16.754	4.875	-88.286	41.956
	(34.069)	(37.181)	(81.816)	(53.647)
