"","est1","","","","est2","","","","est3","","","","est4","","","","est5","","","","est6","","","","est7","","","","est8","","","","est9","","","","est10","","","","est11","","","","est12","","","","est13","","","","est14","","","","est15","","","","est16","","","","est17","","","","est18","","","","est19","","","","est20","","","","est21","","","","est22","","","","est23","","","","est24","","","","est25","","","","est26","","","","est27","","","","est28","","","","est29","","","","est30","","","","est31","","","","est32","","","","est33","","","","est34","","","","est35","","","","est36","","","","est37","","","","est38","","","","est39","","","","est40","","","","est41","","","","est42","","","","est43","","","","est44","","","","est45","","","","est46","","","","est47","","","","est48","","","","est49","","","","est50","","","","est51","","","","est52","","","","est53","","","","est54","","","","est55","","","","est56","","","","est57","","","","est58","","","","est59","","","","est60","","","","est61","","","","est62","","","","est63","","","","est64","","","","est65","","","","est66","","","","est67","","","","est68","","","","est69","","","","est70","","","","est71","","","","est72","","","","est73","","","","est74","","","","est75","","","","est76","","","","est77","","","","est78","","","","est79","","","","est80","","","","est81","","","","est82","","","","est83","","","","est84","","",""
"","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p","b","se","t","p"
"main","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ymonthrelative",".5001711","1.365843",".3661995",".7156471",".1956394",".6900198",".2835273",".7781334",".9861115","1.078225",".9145693",".3658982","1.107612","1.439933",".7692106",".4417683","1.058337","1.292181",".8190318",".4163683",".8935693",".5964374","1.498178",".1413929","1.665489",".9656973","1.724649",".0923115",".2214019",".2695276",".8214442",".4150053","-.0147037",".0672065","-.2187847",".8278529","-.0306587",".103559","-.2960503",".7687233","-.0231854",".1414047","-.1639651",".8697586",".186625",".2531083",".7373325",".464112",".0023305",".0619598",".0376129",".9701704","-.0131352",".0988386","-.1328952",".8949426",".0172975",".007509","2.30356",".0251243",".0091728",".0036404","2.519713",".0155404",".0172357",".0054095","3.186224",".0027946",".0172334",".0080887","2.130546",".0331265",".0157487",".0070468","2.234882",".0295835",".0092853",".0033864","2.741907",".0088661",".0172286",".0052014","3.31232",".0019698","-.656856",".8290963","-.7922554",".4316786","-.4580725",".4964189","-.9227539",".3612844","-.117689",".7854499","-.1498365",".8816466",".2508949","1.282972",".1955576",".8449565","-.1458459",".7896814","-.1846895",".8541645",".0832954",".4206787",".1980025",".8439762",".4115216",".6936434",".5932755",".5563368","-.0301293",".0371214","-.8116414",".4205608","-.0052367",".0223641","-.2341589",".815973","-.0105148",".0335864","-.3130691",".7558548","-.0032273",".0311674","-.1035488",".9175274","-.0021308",".0337581","-.0631185",".9499052",".0185488",".020269",".9151302",".3652268",".0136609",".0304202",".4490729",".6558028","-.0076134",".0076609","-.9938035",".324751","-.0108815",".0047107","-2.309959",".0257558","-.0036559",".0075874","-.4818393",".6325461","-.0036502",".0086439","-.4222792",".6728213","-.0075921",".0072208","-1.051415",".2977505","-.0103435",".0043949","-2.353528",".0232374","-.0032456",".007317","-.4435711",".6597429","-.0025699",".0019902","-1.291299",".2021002","-.0026756",".0020098","-1.331262",".190118",".0014728",".0031933",".4612111",".6471453",".0014841",".0034911",".4251203",".670749","-.0022815",".0018656","-1.222914",".2266726","-.0023622",".0018597","-1.270209",".2108404",".0017025",".0030558",".557156",".5805253",".0093993",".0813921",".1154812",".9084921","-.0541918",".0436459","-1.241623",".2211061","-.152854",".0682452","-2.239774",".0307307","-.1444452",".1330658","-1.085516",".277693",".0020797",".0767769",".0270874",".9784899","-.0493359",".0404313","-1.22024",".2290237","-.146554",".0653004","-2.244307",".0304133",".2289835",".2303788",".9939432",".3246836",".2839921",".1146734","2.47653",".0172785",".3005782",".1705332","1.762579",".0856116",".2899357",".1706183","1.699324",".0892582",".2653214",".2168923","1.223286",".2265331",".3111844",".105947","2.93717",".0053039",".3293404",".1622801","2.029456",".0491017","-.0116971",".0375447","-.3115503",".756582","-.0201949",".019651","-1.027678",".3098478",".0231702",".0310677",".7457955",".4601515",".0210172",".0339493",".6190754",".5358667","-.0083539",".0352519","-.2369764",".8135718","-.015597",".0180774","-.8627926",".3930383",".0269918",".0295791",".9125304",".3669569",".0017124",".0032841",".5214291",".6041999",".0027799",".0022617","1.229118",".2257114",".0053759",".0033904","1.585611",".1207026",".0059492",".0040865","1.455837",".1454376",".0012247",".0031063",".3942677",".6949362",".0019412",".0020862",".9305026",".3573058",".0045329",".0032353","1.40108",".1689011",".730243",".3526558","2.070696",".0431817",".4656523",".2059412","2.261094",".0288687",".9536518",".3258186","2.926941",".0056217","1.030527",".4231709","2.43525",".0148815",".753543",".3321838","2.268452",".0273231",".5446233",".191692","2.841137",".0068445","1.023446",".3135359","3.264205",".0022527"
"ymonthrelative2","-.0393225",".0425788","-.9235239",".3598426","-.0449107",".0215414","-2.084855",".0430555","-.0441757",".030922","-1.428618",".1608769","-.0414125",".0431413","-.9599262",".3370924","-.0356256",".0422641","-.8429283",".4029868","-.0384672",".0196395","-1.958665",".0566582","-.036811",".0283937","-1.29645",".2022504",".0002387",".0084023",".028411",".9774391","-.0055963",".0020981","-2.667316",".010735","-.0082243",".0029699","-2.769186",".0084776","-.0080344",".0043356","-1.853129",".0638639","8.38e-06",".0082785",".0010117",".9991965","-.005439",".0020402","-2.665895",".0107738","-.0080343",".0029061","-2.764661",".0085766",".0003874",".0002341","1.654854",".1037555",".0001608",".0001136","1.414628",".1643784",".0002438",".0001551","1.571346",".12398",".000245",".0002213","1.106998",".268295",".0003771",".0002305","1.636228",".1076078",".0001618",".0001115","1.451089",".1540119",".0002437",".0001529","1.593482",".1189245","-.0332769",".0258462","-1.287496",".2034122","-.023128",".0154975","-1.492375",".142902","-.0250902",".0225256","-1.113852",".2719911","-.0155975",".0404961","-.3851607",".7001183","-.0298923",".0258285","-1.157337",".2522283","-.01813",".0138521","-1.308823",".1975463","-.0193534",".0203947","-.9489408",".3483491","-.0006878",".0011572","-.5943962",".5547295","-.0001201",".0006982","-.1720095",".8642371","-.000521",".0009632","-.5409151",".5915659","-.0003191",".0009377","-.3402886",".7336392","-.0005024",".0011041","-.4550163",".6509216",".0000995",".0006674",".1490853",".8821834","-.0002589",".0008944","-.2895051",".7736902","-.0002306",".0002388","-.9653726",".3386618","-.0003747",".0001471","-2.548005",".0144897","-.0002677",".0002176","-1.23011",".2258415","-.0002675",".0002615","-1.023074",".3062727","-.0002304",".0002362","-.9755842",".3336209","-.0003697",".0001447","-2.554967",".0142412","-.0002632",".0002151","-1.223496",".2283011","-.0001493",".000062","-2.405797",".0195912","-.0001559",".0000627","-2.485451",".0169056","-.0000264",".0000916","-.2886788",".774318","-.0000272",".000093","-.2924217",".7699642","-.0001473",".000061","-2.414738",".0191636","-.0001531",".0000612","-2.499428",".016336","-.0000239",".0000898","-.2665288",".7912012","-.0000156",".0025373","-.0061673",".995102","-.0015635",".0013626","-1.147454",".2575382","-.0035335",".0019572","-1.805425",".0785386","-.0034761",".0048992","-.7095132",".478006","-.0000641",".0025112","-.0255372",".9797206","-.0015186",".0013313","-1.140705",".2603063","-.0034652",".00192","-1.804837",".0786323","-.0057234",".0071818","-.7969298",".4289819","-.0051408",".0035799","-1.436017",".1582329","-.0085811",".0048907","-1.75458",".0869894","-.0087293",".0046708","-1.868889",".0616382","-.0054827",".007094","-.7728675",".4429707","-.0048898",".0034886","-1.401641",".1681998","-.0082693",".0047714","-1.733088",".0907841","-.0008541",".0011704","-.7297711",".4686841","-.0011832",".0006135","-1.928717",".060384","-.0003883",".000891","-.435865",".665278","-.0003843",".0010107","-.3802202",".703782","-.000832",".001153","-.721588",".4736608","-.0011408",".0005953","-1.916447",".0619703","-.0003469",".0008697","-.3988984",".6920897",".0000552",".0001024",".5392165",".5919539",".0000694",".0000706",".9832545",".3309825",".000068",".0000972",".6992879",".4884188",".0000809",".0001331",".6074624",".5435441",".000052",".0001016",".5115588",".6110454",".0000617",".0000687",".8979073",".3742352",".0000589",".0000951",".6187173",".5396103",".000934",".0109937",".0849588",".9326083","-.0078783",".0064292","-1.225394",".2270966",".0021451",".009344",".2295691",".8195965",".0034689",".0121415",".2857103",".7751001",".0010883",".0108649",".1001697",".9205806","-.0071492",".006312","-1.132628",".2636468",".0029017",".0092187",".3147628",".7545779"
"post","50.86104","14.45078","3.519606",".0008862","59.24747","7.710465","7.684034","1.33e-09","58.08526","7.646015","7.596802","2.80e-09","57.01612","11.57056","4.927687","8.32e-07","","","","","","","","","","","","","-3.168928","2.851633","-1.111268",".2713765","1.446041",".7509829","1.925531",".0607925","1.498221",".7343677","2.040151",".0479759","1.510231","1.370979","1.101572",".2706479","","","","","","","","","","","","","-.1411358",".0794466","-1.776487",".0812861",".0095477",".040679",".2347075",".8155498","-.0006094",".0383601","-.0158859",".9874044",".0000489",".0525994",".0009304",".9992577","","","","","","","","","","","","","46.56409","8.771934","5.308304","2.13e-06","45.95688","5.547117","8.284823","1.88e-10","45.24636","5.569859","8.123429","5.38e-10","41.50344","6.893373","6.020774","1.74e-09","","","","","","","","","","","","","2.551272",".392749","6.495936","2.71e-08","2.019162",".2499021","8.079812","3.66e-10","2.066973",".2381708","8.678531","9.74e-11","2.002222",".2810662","7.123668","1.05e-12","","","","","","","","","","","","",".0019423",".0810531",".0239637",".9809699",".045664",".0526383",".8675053",".3904808",".0350781",".0538043",".6519573",".5181576",".035043",".0528935",".6625206",".5076376","","","","","","","","","","","","",".026277",".021056","1.247957",".2174311",".026608",".0224584","1.184769",".2426157",".0196426",".0226447",".8674269",".3908823",".0183745",".01945",".9447023",".3448109","","","","","","","","","","","","","-.6669715",".8611378","-.7745235",".4419994",".4122167",".4877111",".8452066",".402674",".538629",".4839474","1.112991",".2723564",".7670121",".9522714",".8054553",".420557","","","","","","","","","","","","","3.31117","2.437434","1.358465",".1799644","2.308363","1.281391","1.801451",".0786464","2.459101","1.209302","2.033488",".0486746","2.57523","3.183458",".8089409",".4185491","","","","","","","","","","","","",".3046358",".397227",".7669062",".4464773",".3903113",".2195851","1.777494",".0825602",".3267416",".2203104","1.483096",".1458858",".3377563",".2704331","1.248945",".211685","","","","","","","","","","","","","-.0444419",".0347464","-1.279037",".2063534","-.0711944",".0252728","-2.817036",".0072918","-.0720799",".0240427","-2.997996",".004655","-.0764968",".0202432","-3.778891",".0001575","","","","","","","","","","","","","2.12313","3.731139",".5690299",".5716951","6.703874","2.301241","2.913155",".0056554","5.967209","2.310477","2.582674",".0135686","5.243921","3.613104","1.451362",".1466791","","","","","","","","","","","",""
"postymonth","-1.842344","2.242032","-.8217294",".4148443","-2.290283","1.104239","-2.074084",".0440934","-4.891183","1.82512","-2.679925",".0106404","-4.967741","2.433953","-2.041018",".0412491","-1.27381","2.221227","-.5734714",".5687063","-1.611756","1.009309","-1.59689",".1176141","-3.966115","1.702738","-2.329257",".0249812",".3943099",".4424297",".8912374",".3767558",".2473519",".1075505","2.299868",".0263729",".1149897",".1752951",".6559777",".5155943",".1128607",".2708386",".4167083",".6768918",".358887",".4350869",".824863",".4130784",".2639126",".1048502","2.517044",".015643",".1388504",".1742744",".7967342",".4303092",".0014374",".0123261",".1166175",".9075958","-.0045683",".0058258","-.78415",".4372506","-.0221236",".0091566","-2.416132",".0203434","-.0221599",".0120202","-1.843563",".0652468","-.0001402",".0121132","-.0115743",".9908079","-.0044589",".0057306","-.778088",".4407776","-.0221333",".0091712","-2.413358",".0204785","-2.221246","1.360962","-1.632115",".108474","-2.167363",".7944191","-2.728236",".0091843","-3.786458","1.329537","-2.847952",".0069154","-3.906568","1.803812","-2.16573",".0303318","-1.700744","1.357442","-1.252904",".2156392","-1.641045",".711885","-2.305211",".0260445","-3.065863","1.223047","-2.506742",".0163498","-.1427053",".0609348","-2.341932",".0229024","-.1246364",".0357892","-3.482511",".0011539","-.0839735",".0568519","-1.477057",".1474909","-.089913",".0642473","-1.399483",".1616681","-.1141867",".0580294","-1.96774",".0542426","-.1015121",".0342998","-2.959548",".0049947","-.0510548",".0536376","-.9518475",".3468909",".0388955",".0125754","3.092991",".0031344",".0340585",".0075385","4.517945",".0000482",".0190202",".0128432","1.480957",".1464527",".0190124",".0171215","1.110441",".2668092",".0389172",".0124125","3.135333",".002776",".0345815",".0074372","4.649794",".0000316",".0195789",".0129015","1.517566",".1369883",".0067015",".0032668","2.051374",".0450943",".0065384",".0032163","2.032867",".0482695",".0025178",".0054053",".4657962",".6438879",".002293",".0061049",".3755933",".7072193",".0069952",".003207","2.181253",".0335383",".0068431",".003147","2.17449",".0352166",".0028306",".005388",".5253576",".6022349",".1433456",".1336052","1.072904",".2880854",".1351373",".0698466","1.934774",".059614",".2704153",".1155192","2.340868",".0243106",".2291275",".2642465",".8670973",".3858887",".13589",".1319775","1.029645",".3077665",".1398582",".068419","2.044142",".0470943",".2789936",".115139","2.423102",".0200074",".3386385",".3781669",".8954738",".3745083",".2729393",".1835118","1.487312",".1442293",".171033",".2886629",".5925007",".5568502",".174682",".304445",".573772",".5661221",".3756514",".3728324","1.007561",".318159",".2993757",".1792867","1.669815",".1022211",".2101967",".2861358",".7346047",".4668653",".0315557",".0616296",".5120217",".6107236",".0260045",".0314474",".8269184",".4128487","-.051111",".0525886","-.9719037",".3369393","-.04637",".0578935","-.8009531",".4231588",".034961",".0605972",".5769404",".5663772",".0304745",".0305911",".9961881",".3247318","-.0459073",".0521545","-.8802185",".383999",".0076394",".0053909","1.417093",".1621998",".0078918",".0036194","2.180415",".0347459",".0032307",".005739",".5629399",".5766178",".0029588",".0066739",".4433299",".6575271",".0071426",".0053397","1.337651",".1866168",".0070764",".0035304","2.004452",".0513451",".0020828",".0057045",".3651132",".7169504","-.4409171",".5788846","-.7616666",".4495728","-.7236387",".3295676","-2.195721",".0335556","-1.528726",".5515156","-2.771863",".0084195","-1.599236",".6843796","-2.336767",".0194513","-.4171843",".5710157","-.7306005",".4681813","-.646863",".324387","-1.994109",".052506","-1.433692",".5528334","-2.593353",".0132142"
"postymonth2","-.0084676",".0731636","-.1157354",".9082915",".019603",".0394469",".4969454",".6217589",".0601611",".0512003","1.175013",".2469367",".0552466",".0671963",".8221672",".4109818",".0022585",".0757571",".029813",".9763261",".0267242",".0373445",".7156125",".4780988",".0570826",".0474587","1.202787",".2361302","-.017083",".0144377","-1.183225",".241903",".0004003",".003842",".1041848",".9175071",".0065045",".0049176","1.322704",".1934465",".0059117",".0070339",".8404548",".4006534","-.0177513",".0148391","-1.196257",".2368225",".0005741",".0038795",".1479815",".8830491",".0064251",".0048574","1.322752",".1934306","-.0010522",".0004022","-2.615915",".0115146","-.0003672",".0002081","-1.764258",".0847917","-.000308",".0002569","-1.198959",".2375987","-.0003069",".0003108","-.9874597",".3234173","-.001082",".0004131","-2.618955",".0114242","-.000366",".000212","-1.726243",".0914833","-.0003079",".0002556","-1.204712",".235394",".0359025",".0444119",".8083997",".4224078",".0129201",".0283792",".4552678",".6512071",".0507913",".0372977","1.361781",".180888",".03305",".0516461",".6399324",".5222165",".0457225",".0462969",".9875939",".3277562",".0184439",".0263398",".7002294",".4875556",".0483933",".0340887","1.419627",".163463",".0033173",".0019885","1.668287",".1010478",".0014976",".0012785","1.171396",".2478897",".0000941",".0015949",".058979",".9532625","-.000131",".0020367","-.0643053",".9487271",".0038554",".0019791","1.948",".0566207",".0017403",".0012691","1.371313",".1773916","-.0000155",".001495","-.0103565",".9917883","-.0007964",".0004104","-1.940785",".057512","-.0003213",".0002693","-1.193205",".2393311","-.0002861",".0003603","-.7939992",".4318813","-.0002862",".0004791","-.5972718",".550326","-.000796",".0004233","-1.880353",".065458","-.0003158",".0002752","-1.147773",".257408","-.0002879",".0003596","-.8007192",".4280248","-.0000108",".0001066","-.1013521",".9196463","8.90e-06",".0001149",".0775011",".9385844","-.0001426",".0001516","-.9404013",".3526564","-.0001307",".0001411","-.9264875",".3541927","-5.26e-06",".0001094","-.0481189",".961799",".0000121",".0001164",".1039415",".9176991","-.0001436",".0001502","-.9564963",".3445671","-.0054524",".0043599","-1.250579",".2164801","-.0019059",".0024951","-.7638401",".4491336",".0004095",".0032407",".1263625",".900078",".0010291",".0084948",".1211394",".9035806","-.0055931",".0045012","-1.242564",".2193975","-.0018563",".0025315","-.733296",".4673571",".000381",".0032091",".1187085",".9061004","-.0104947",".0123406","-.8504166",".3988486","-.0091797",".0065556","-1.400276",".1686052","-.0075562",".0080979","-.9331052",".3563642","-.0070023",".0095935","-.7298989",".465452","-.0097964",".0127158","-.7704079",".4444155","-.0089022",".0066336","-1.341989",".1866431","-.0076865",".0079752","-.9638073",".3409334","-.0003063",".0020111","-.1522893",".8795264",".0006388",".0011234",".5686468",".5725539",".0003465",".0014753",".2348407",".8155304",".0003238",".0015906",".203593",".8386716","-.000242",".0020667","-.117108",".907209",".0006857",".0011319",".6058397",".547806",".0003291",".0014536",".226422",".8220264","-.0003536",".0001759","-2.010284",".049407","-.0003873",".0001293","-2.995709",".0045306","-.0004205",".000161","-2.612046",".0126144","-.0004499",".0001824","-2.467074",".0136222","-.000363",".0001821","-1.993364",".0512838","-.0003959",".0001306","-3.030785",".0041193","-.0004167",".000159","-2.620918",".0123385","-.0121381",".0188906","-.6425464",".5232374",".0162986",".0117732","1.384379",".1733851",".0107287",".0154717",".6934382",".4920419",".0082258",".0222275",".3700729",".7113282","-.0116903",".019475","-.6002719",".550836",".0171043",".0120023","1.425086",".1613509",".0104124",".0154085",".6757578",".5030828"
"_Imonth_2","","","","","-12.22769","5.656242","-2.161805",".0362433","-12.34138","5.508398","-2.240467",".030682","-12.37196","7.450591","-1.660534",".0968072","","","","","-11.50702","5.259074","-2.188032",".034149","-11.62459","5.132528","-2.264887",".0290084","","","","","-1.31796",".5509059","-2.392351",".0211822","-1.339383",".5290585","-2.531636",".0153854","-1.31177",".6883641","-1.905634",".0566977","","","","","-1.300371",".5463291","-2.380197",".0218073","-1.320895",".5253117","-2.514498",".0160436","","","","","-.0558077",".0298413","-1.87015",".0682804","-.056314",".0276356","-2.037731",".0482286","-.0562717",".0340611","-1.65208",".0985182","","","","","-.0556916",".0298598","-1.865103",".0690003","-.0563215",".0276445","-2.037352",".0482683","","","","","-5.657137","4.069253","-1.390215",".1716183","-5.723806","4.012679","-1.42643",".1615032","-5.970764","5.050061","-1.182315",".2370807","","","","","-5.098132","3.709325","-1.374409",".1764358","-5.165453","3.686605","-1.401141",".168883","","","","","-.6341512",".1833231","-3.4592",".0012347","-.6374374",".1715848","-3.715",".0006206","-.6392151",".146654","-4.358662",".0000131","","","","","-.6095908",".1787217","-3.410838",".0014198","-.6119304",".1616786","-3.784858",".0005053","","","","","-.072867",".0386144","-1.88704",".0659177","-.07301",".0387621","-1.883542",".0669115","-.0730072",".0404778","-1.803632",".0712889","","","","","-.0723115",".038752","-1.866005",".0688712","-.0725771",".0388887","-1.866278",".0693463","","","","","-.0230683",".016475","-1.400202",".1686273","-.022531",".0163139","-1.381095",".1749172","-.0229827",".0217416","-1.057081",".2904748","","","","","-.0227447",".0163976","-1.387074",".1725676","-.0222886",".0162409","-1.372378",".1775929","","","","",".0284837",".357775",".0796135",".936914",".0261223",".3486489",".0749243",".9406484",".0263997",".680634",".0387869",".9690603","","","","",".0334978",".356502",".0939625",".9255754",".0327691",".3470611",".0944188",".9252479","","","","","-3.645377",".9400026","-3.87805",".0003558","-3.680859",".8712142","-4.224976",".0001342","-3.737992","1.016848","-3.676056",".0002369","","","","","-3.617299",".9341856","-3.872141",".0003622","-3.650513",".8624931","-4.232513",".0001312","","","","",".2311329",".1610832","1.434867",".1585589",".2316372",".1587177","1.459429",".1522563",".2307168",".1932837","1.193669",".2326075","","","","",".2358806",".1593969","1.479831",".1462081",".2356693",".1572081","1.499091",".1417016","","","","","-.0164704",".0185396","-.888389",".3792743","-.0169152",".017321","-.976569",".334652","-.0159726",".0268112","-.5957442",".5513461","","","","","-.0173364",".0183952","-.9424424",".3512313","-.0178046",".0171949","-1.035458",".3066748","","","","","-1.064466","1.688144","-.6305539",".5316694","-1.048884","1.664531","-.6301379",".5321879","-1.033274","1.915117","-.5395355",".5895174","","","","","-.9829221","1.69024","-.581528",".5639209","-.9752469","1.666394","-.5852439",".561671"
"_Imonth_3","","","","","20.49599","5.662793","3.619413",".0007725","20.23468","5.51703","3.667677",".0007128","20.19174","8.219489","2.456568",".0140271","","","","","22.02366","5.271625","4.177774",".0001413","21.75905","5.146682","4.227782",".0001331","","","","","1.450496",".551544","2.629882",".0118037","1.408022",".5298877","2.657208",".0112669","1.44068",".7540218","1.910661",".0560482","","","","","1.487781",".5476329","2.716749",".0094599","1.44734",".5267603","2.747626",".008959","","","","",".0032786",".0298759",".1097421",".9131245",".0020527",".027679",".0741601",".9412526",".0021083",".0262015",".0804633",".9358688","","","","",".0035248",".0299311",".1177647",".9068025",".0020367",".0277207",".0734715",".9417971","","","","","14.16741","4.073966","3.477547",".0011707","14.0077","4.018967","3.485398",".0012071","13.67174","5.683518","2.405506",".0161501","","","","","15.35239","3.718178","4.129009",".0001645","15.19513","3.696771","4.110379",".0001904","","","","","-.5250936",".1835355","-2.860992",".0064953","-.5297412",".1718537","-3.082514",".0037086","-.532103",".2138265","-2.48848",".0128291","","","","","-.4730303",".1791482","-2.640441",".0114928","-.4754963",".1621244","-2.93291",".0055338","","","","",".0170644",".0386591",".4414053",".6611313",".0165359",".0388228",".4259332",".6724398",".016548",".0381788",".4334334",".6646999","","","","",".0182418",".0388445",".46961",".6410064",".0174565",".038996",".4476491",".6568215","","","","","-.0212053",".0164941","-1.285629",".2054535","-.0202685",".0163394","-1.240464",".222031","-.0207142",".0191302","-1.0828",".2788972","","","","","-.0205192",".0164367","-1.248374",".2186486","-.019753",".0162857","-1.212906",".2322803","","","","",".2436814",".3581895",".6803143",".4999522",".2410463",".3491953",".6902908",".4939974",".2429959","1.031339",".235612",".8137338","","","","",".2543103",".3573528",".7116504",".4805245",".2551819",".3480182",".733243",".467686","","","","",".5711987",".9410914",".6069535",".5470734",".5058154",".8725795",".5796784",".5653825",".4586063","1.153894",".3974424",".6910413","","","","",".6307189",".9364151",".6735462",".5042043",".5703512",".8648716",".6594635",".5133773","","","","",".5015681",".1612698","3.110118",".0033148",".5012208",".1589664","3.152998",".0030612",".5009481",".1496822","3.346744",".0008177","","","","",".5116321",".1597774","3.202157",".0025673",".5097956",".1576416","3.23389",".0024503","","","","","-.0322175",".0185611","-1.735754",".0897691","-.0330776",".0173482","-1.906693",".0637614","-.032341",".0227916","-1.418984",".1559037","","","","","-.0340532",".0184391","-1.846797",".0716656","-.0349692",".0172424","-2.0281",".0492461","","","","","4.119808","1.6901","2.437612",".0189941","4.135381","1.667139","2.480525",".0174248","4.145944","2.327004","1.781666",".0748038","","","","","4.292664","1.694274","2.53363",".0150152","4.291982","1.670989","2.568528",".0140514"
"_Imonth_4","","","","","-2.342228","5.672085","-.4129395",".6817029","-2.785055","5.529166","-.5037026",".6172333","-2.841411","6.856666","-.4144012",".6785803","","","","","-.2472285","5.288361","-.0467496",".9629293","-.6825438","5.166062","-.1321207",".8955512","","","","","1.751406",".552449","3.170258",".0028062","1.688254",".5310532","3.179067",".0028501","1.722882",".7612082","2.263351",".023614","","","","","1.802538",".5493714","3.281092",".0020562","1.742485",".5287438","3.295518",".0020645","","","","",".0184561",".0299249",".6167485",".5406525",".0162972",".0277398",".5874999",".5601701",".0163639",".0311157",".5259039",".598955","","","","",".0187937",".0300261",".625914",".5346798",".0162751",".0278251",".584907",".5618953","","","","","1.44751","4.080651",".3547252",".7245294","1.168386","4.027807",".2900799",".7732536",".7774199","4.917503",".1580924",".874384","","","","","3.072552","3.729981",".8237445",".4146304","2.806168","3.710691",".7562386",".4539372","","","","","-1.176732",".1838366","-6.400969","9.54e-08","-1.180817",".1722317","-6.85598","2.98e-08","-1.183858",".1538199","-7.696391","1.40e-14","","","","","-1.105334",".1797169","-6.150419","2.21e-07","-1.105999",".1627349","-6.796321","3.61e-08","","","","","-.0932602",".0387226","-2.408418",".0203807","-.0944162",".0389082","-2.426639",".0198388","-.0944174",".0961855","-.981618",".3262881","","","","","-.0916455",".0389678","-2.351823",".0233317","-.0931465",".0391428","-2.379659",".0221864","","","","","-.0336486",".0165211","-2.036701",".0478671","-.0324502",".0163754","-1.981644",".0544207","-.0329589",".0177084","-1.861199",".0627161","","","","","-.0327078",".0164889","-1.983623",".0537062","-.0317392",".016347","-1.941591",".0592536","","","","",".0407301",".3587772",".1135247",".910143",".0399091",".3499634",".114038",".9097782",".043587",".8503599",".0512571",".9591206","","","","",".0553061",".3584873",".1542764",".8781137",".0594059",".3493286",".1700572",".8658223","","","","","-2.745665",".9426356","-2.912754",".0056615","-2.835368",".8744988","-3.242278",".002394","-2.881721",".7472919","-3.85622",".0001152","","","","","-2.664041",".9393879","-2.835933",".0069389","-2.746356",".8681282","-3.163537",".0029742","","","","","-.1329236",".1615344","-.8228807",".4151161","-.1354784",".159316","-.850375",".4001784","-.1352207",".1609117","-.8403407",".4007174","","","","","-.1191221",".1602846","-.7431912",".4614073","-.1236513",".1582352","-.78144",".4391447","","","","","-.0409114",".0185915","-2.200539",".0331885","-.0421575",".0173863","-2.42475",".0199287","-.0414253",".0198495","-2.08697",".0368909","","","","","-.0434288",".0184976","-2.347811",".0235548","-.0447665",".0173073","-2.586571",".0134383","","","","","-1.377187","1.692873","-.8135205",".4204017","-1.377213","1.670806","-.8242805",".4146685","-1.375735","2.29134","-.6004065",".5482354","","","","","-1.140137","1.699653","-.6708056",".5059317","-1.161218","1.677281","-.6923216",".4927352"
