"","est1","","",""
"","b","se","t","p"
"pardonrate","1.128978",".2836422","3.980291",".0001298"
"_cons","-35.99161","13.95468","-2.579178",".011344"
"N","103","","",""
"r2",".1355901","","",""
"df_m","1","","",""
"df_r","101","","",""
"df_b","","","",""
"df","","","",""
