"","est1","","","","est2","","",""
"_Istatefip_26","-.0008729",".002084","-.4188457",".6753289",".0155505",".0015688","9.912605","0"
"_Istatefip_27",".0126994",".0035114","3.61663",".0002985","-.0043118",".0005599","-7.701271","1.35e-14"
"_Istatefip_28",".0107023",".0012075","8.862855","0",".0046385",".0002229","20.81353","0"
"_Istatefip_29","-.0010108",".0016168","-.6252025",".5318382",".0056033",".0008144","6.880199","5.98e-12"
"_Istatefip_30","-.0169544",".0039131","-4.33272",".0000147",".0142391",".0010348","13.7596","0"
"_Istatefip_31",".0125842",".0036899","3.410419",".0006486",".0055053",".0001844","29.85329","0"
"_Istatefip_32","-.0588557",".0043076","-13.66317","0","-.003153",".0005195","-6.069425","1.28e-09"
"_Istatefip_33",".0080006",".00308","2.597567",".0093887",".0035733",".0005531","6.459927","1.05e-10"
"_Istatefip_34","-.0043908",".0025011","-1.755543",".0791665",".0068005",".0016071","4.231489",".0000232"
"_Istatefip_35","-.0002891",".0023928","-.1208136",".9038387","-.0067646",".0003065","-22.07362","0"
"_Istatefip_36","-.0050613",".0022565","-2.242971",".0248987","-.0066815",".0017675","-3.780241",".0001567"
"_Istatefip_37",".0111635",".0016189","6.895843","5.35e-12",".0048663",".0007845","6.202778","5.55e-10"
"_Istatefip_38","-.004054",".0050634","-.8006468",".4233362","-.0111681",".0018212","-6.132199","8.67e-10"
"_Istatefip_39","-.0049193",".001291","-3.810445",".0001387",".0100419",".0013448","7.467237","8.19e-14"
"_Istatefip_40","-.0079875",".0011635","-6.865058","6.65e-12","-.0129506",".0003897","-33.22906","0"
"_Istatefip_41","-.0068363",".0031152","-2.194462",".0282022","-.001022",".0001792","-5.703582","1.17e-08"
"_Istatefip_42","-.0014242",".0014287","-.9968412",".3188416",".0104166",".0009561","10.89538","0"
"_Istatefip_44",".013639",".0027555","4.949797","7.43e-07","-.0026894",".0015758","-1.706733",".0878717"
"_Istatefip_45",".0031667",".0013101","2.417214",".0156398",".0181359",".0006787","26.72264","0"
"_Istatefip_46",".0054079",".004679","1.155789",".2477676",".002344",".0009519","2.462474",".0137982"
"_Istatefip_47","-.0011714",".0007767","-1.508281",".1314826",".00417",".0006544","6.372012","1.87e-10"
"_Istatefip_48","-.0037411",".0027919","-1.339965",".1802567","-.0106949",".0002635","-40.59351","0"
"_Istatefip_49","-.0288139",".0026793","-10.75419","0",".0224542",".0005154","43.56862","0"
"_Istatefip_50",".0097917",".0036532","2.680341",".0073547",".0005254",".0002354","2.232397",".0255887"
"_Istatefip_51","-.0085669",".0015855","-5.403431","6.54e-08","-.0045898",".0000657","-69.86955","0"
"_Istatefip_53","-.0007971",".0032085","-.2484291",".8038024","-.0035045",".0001643","-21.3322","0"
"_Istatefip_54","-.0097682",".0016949","-5.76315","8.26e-09","-.0042965",".0011012","-3.901762",".0000955"
"_Istatefip_55",".0000471",".0026744",".0176229",".9859397",".008313",".0009679","8.588484","0"
"_Istatefip_56","-.0010896",".0053668","-.2030329",".8391093","-.0027848",".0021444","-1.298632",".1940703"
"_cons",".1415739",".0191289","7.401031","1.35e-13",".0862002",".0114222","7.546727","4.46e-14"
"N","2166","","","","2166","","",""
"r2",".2637311","","","",".278401","","",""
"df_m","57","","","","50","","",""
"df_r","","","","","","","",""
"df_b","","","","","","","",""
"df","","","","","","","",""
