	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)	(51)	(52)	(53)	(54)	(55)	(56)	(57)	(58)	(59)	(60)	(61)	(62)	(63)	(64)	(65)	(66)	(67)	(68)	(69)	(70)	(71)	(72)	(73)	(74)	(75)	(76)	(77)	(78)	(79)	(80)	(81)	(82)	(83)	(84)
ln_stinccap		32532027.301*		0.340*		20,646.832*		0.340*		32.532*		0.340*		32532027.301*		0.340*		20,646.832*		0.340*		32.532*		0.340*		32532027.301*		0.340*		20,646.832*		0.340*		32.532*		0.340*		32532027.301*		0.340*		20,646.832*		0.340*		32.532*		0.340*		32532027.301*		0.340*		20,646.832*		0.340*		32.532*		0.340*		32532027.301*		0.340*		20,646.832*		0.340*		32.532*		0.340*		32532027.301*		0.340*		20,646.832*		0.340*		32.532*		0.340*
		(12835935.755)		(0.132)		(9,294.970)		(0.132)		(12.836)		(0.132)		(12835935.755)		(0.132)		(9,294.970)		(0.132)		(12.836)		(0.132)		(12835935.755)		(0.132)		(9,294.970)		(0.132)		(12.836)		(0.132)		(12835935.755)		(0.132)		(9,294.970)		(0.132)		(12.836)		(0.132)		(12835935.755)		(0.132)		(9,294.970)		(0.132)		(12.836)		(0.132)		(12835935.755)		(0.132)		(9,294.970)		(0.132)		(12.836)		(0.132)		(12835935.755)		(0.132)		(9,294.970)		(0.132)		(12.836)		(0.132)
stunemprate		531,061.531		0.002		5.712		0.002		0.531		0.002		531,061.531		0.002		5.712		0.002		0.531		0.002		531,061.531		0.002		5.712		0.002		0.531		0.002		531,061.531		0.002		5.712		0.002		0.531		0.002		531,061.531		0.002		5.712		0.002		0.531		0.002		531,061.531		0.002		5.712		0.002		0.531		0.002		531,061.531		0.002		5.712		0.002		0.531		0.002
		(358,777.036)		(0.003)		(88.894)		(0.003)		(0.359)		(0.003)		(358,777.036)		(0.003)		(88.894)		(0.003)		(0.359)		(0.003)		(358,777.036)		(0.003)		(88.894)		(0.003)		(0.359)		(0.003)		(358,777.036)		(0.003)		(88.894)		(0.003)		(0.359)		(0.003)		(358,777.036)		(0.003)		(88.894)		(0.003)		(0.359)		(0.003)		(358,777.036)		(0.003)		(88.894)		(0.003)		(0.359)		(0.003)		(358,777.036)		(0.003)		(88.894)		(0.003)		(0.359)		(0.003)
stbaabove_p		569,708.439*		-0.003		-136.431		-0.003		0.570*		-0.003		569,708.439*		-0.003		-136.431		-0.003		0.570*		-0.003		569,708.439*		-0.003		-136.431		-0.003		0.570*		-0.003		569,708.439*		-0.003		-136.431		-0.003		0.570*		-0.003		569,708.439*		-0.003		-136.431		-0.003		0.570*		-0.003		569,708.439*		-0.003		-136.431		-0.003		0.570*		-0.003		569,708.439*		-0.003		-136.431		-0.003		0.570*		-0.003
		(259,897.818)		(0.002)		(117.475)		(0.002)		(0.260)		(0.002)		(259,897.818)		(0.002)		(117.475)		(0.002)		(0.260)		(0.002)		(259,897.818)		(0.002)		(117.475)		(0.002)		(0.260)		(0.002)		(259,897.818)		(0.002)		(117.475)		(0.002)		(0.260)		(0.002)		(259,897.818)		(0.002)		(117.475)		(0.002)		(0.260)		(0.002)		(259,897.818)		(0.002)		(117.475)		(0.002)		(0.260)		(0.002)		(259,897.818)		(0.002)		(117.475)		(0.002)		(0.260)		(0.002)
ln_stcollage2		2323620.669		-0.049		-172.167		-0.049		2.324		-0.049		2323620.669		-0.049		-172.167		-0.049		2.324		-0.049		2323620.669		-0.049		-172.167		-0.049		2.324		-0.049		2323620.669		-0.049		-172.167		-0.049		2.324		-0.049		2323620.669		-0.049		-172.167		-0.049		2.324		-0.049		2323620.669		-0.049		-172.167		-0.049		2.324		-0.049		2323620.669		-0.049		-172.167		-0.049		2.324		-0.049
		(1655212.153)		(0.025)		(725.103)		(0.025)		(1.655)		(0.025)		(1655212.153)		(0.025)		(725.103)		(0.025)		(1.655)		(0.025)		(1655212.153)		(0.025)		(725.103)		(0.025)		(1.655)		(0.025)		(1655212.153)		(0.025)		(725.103)		(0.025)		(1.655)		(0.025)		(1655212.153)		(0.025)		(725.103)		(0.025)		(1.655)		(0.025)		(1655212.153)		(0.025)		(725.103)		(0.025)		(1.655)		(0.025)		(1655212.153)		(0.025)		(725.103)		(0.025)		(1.655)		(0.025)
stcoll2_black_p		122,290.129*		0.001		49.409		0.001		0.122*		0.001		122,290.129*		0.001		49.409		0.001		0.122*		0.001		122,290.129*		0.001		49.409		0.001		0.122*		0.001		122,290.129*		0.001		49.409		0.001		0.122*		0.001		122,290.129*		0.001		49.409		0.001		0.122*		0.001		122,290.129*		0.001		49.409		0.001		0.122*		0.001		122,290.129*		0.001		49.409		0.001		0.122*		0.001
		(58,497.622)		(0.001)		(50.935)		(0.001)		(0.058)		(0.001)		(58,497.622)		(0.001)		(50.935)		(0.001)		(0.058)		(0.001)		(58,497.622)		(0.001)		(50.935)		(0.001)		(0.058)		(0.001)		(58,497.622)		(0.001)		(50.935)		(0.001)		(0.058)		(0.001)		(58,497.622)		(0.001)		(50.935)		(0.001)		(0.058)		(0.001)		(58,497.622)		(0.001)		(50.935)		(0.001)		(0.058)		(0.001)		(58,497.622)		(0.001)		(50.935)		(0.001)		(0.058)		(0.001)
stcoll2_hisp_p		-111,033.135*		-0.000		-16.332		-0.000		-0.111*		-0.000		-111,033.135*		-0.000		-16.332		-0.000		-0.111*		-0.000		-111,033.135*		-0.000		-16.332		-0.000		-0.111*		-0.000		-111,033.135*		-0.000		-16.332		-0.000		-0.111*		-0.000		-111,033.135*		-0.000		-16.332		-0.000		-0.111*		-0.000		-111,033.135*		-0.000		-16.332		-0.000		-0.111*		-0.000		-111,033.135*		-0.000		-16.332		-0.000		-0.111*		-0.000
		(49,903.430)		(0.001)		(21.786)		(0.001)		(0.050)		(0.001)		(49,903.430)		(0.001)		(21.786)		(0.001)		(0.050)		(0.001)		(49,903.430)		(0.001)		(21.786)		(0.001)		(0.050)		(0.001)		(49,903.430)		(0.001)		(21.786)		(0.001)		(0.050)		(0.001)		(49,903.430)		(0.001)		(21.786)		(0.001)		(0.050)		(0.001)		(49,903.430)		(0.001)		(21.786)		(0.001)		(0.050)		(0.001)		(49,903.430)		(0.001)		(21.786)		(0.001)		(0.050)		(0.001)
stcoll2_amind_p		14,822.538		0.000		5.201		0.000		0.015		0.000		14,822.538		0.000		5.201		0.000		0.015		0.000		14,822.538		0.000		5.201		0.000		0.015		0.000		14,822.538		0.000		5.201		0.000		0.015		0.000		14,822.538		0.000		5.201		0.000		0.015		0.000		14,822.538		0.000		5.201		0.000		0.015		0.000		14,822.538		0.000		5.201		0.000		0.015		0.000
		(21,067.573)		(0.000)		(4.588)		(0.000)		(0.021)		(0.000)		(21,067.573)		(0.000)		(4.588)		(0.000)		(0.021)		(0.000)		(21,067.573)		(0.000)		(4.588)		(0.000)		(0.021)		(0.000)		(21,067.573)		(0.000)		(4.588)		(0.000)		(0.021)		(0.000)		(21,067.573)		(0.000)		(4.588)		(0.000)		(0.021)		(0.000)		(21,067.573)		(0.000)		(4.588)		(0.000)		(0.021)		(0.000)		(21,067.573)		(0.000)		(4.588)		(0.000)		(0.021)		(0.000)
Constant	58954478.232***	-7.783e+08***	17.512***	5.183***	15,591.634***	-43,250.560	9.576***	5.183***	58.954***	-778.283***	3.697***	-8.632***	58954478.232***	-7.783e+08***	17.512***	5.183***	15,591.634***	-43,250.560	9.576***	5.183***	58.954***	-778.283***	3.697***	-8.632***	58954478.232***	-7.783e+08***	17.512***	5.183***	15,591.634***	-43,250.560	9.576***	5.183***	58.954***	-778.283***	3.697***	-8.632***	58954478.232***	-7.783e+08***	17.512***	5.183***	15,591.634***	-43,250.560	9.576***	5.183***	58.954***	-778.283***	3.697***	-8.632***	58954478.232***	-7.783e+08***	17.512***	5.183***	15,591.634***	-43,250.560	9.576***	5.183***	58.954***	-778.283***	3.697***	-8.632***	58954478.232***	-7.783e+08***	17.512***	5.183***	15,591.634***	-43,250.560	9.576***	5.183***	58.954***	-778.283***	3.697***	-8.632***	58954478.232***	-7.783e+08***	17.512***	5.183***	15,591.634***	-43,250.560	9.576***	5.183***	58.954***	-778.283***	3.697***	-8.632***
	(1082633.994)	(1.449e+08)	(0.014)	(1.312)	(316.376)	(64,986.919)	(0.014)	(1.312)	(1.083)	(144.938)	(0.014)	(1.312)	(1082633.994)	(1.449e+08)	(0.014)	(1.312)	(316.376)	(64,986.919)	(0.014)	(1.312)	(1.083)	(144.938)	(0.014)	(1.312)	(1082633.994)	(1.449e+08)	(0.014)	(1.312)	(316.376)	(64,986.919)	(0.014)	(1.312)	(1.083)	(144.938)	(0.014)	(1.312)	(1082633.994)	(1.449e+08)	(0.014)	(1.312)	(316.376)	(64,986.919)	(0.014)	(1.312)	(1.083)	(144.938)	(0.014)	(1.312)	(1082633.994)	(1.449e+08)	(0.014)	(1.312)	(316.376)	(64,986.919)	(0.014)	(1.312)	(1.083)	(144.938)	(0.014)	(1.312)	(1082633.994)	(1.449e+08)	(0.014)	(1.312)	(316.376)	(64,986.919)	(0.014)	(1.312)	(1.083)	(144.938)	(0.014)	(1.312)	(1082633.994)	(1.449e+08)	(0.014)	(1.312)	(316.376)	(64,986.919)	(0.014)	(1.312)	(1.083)	(144.938)	(0.014)	(1.312)
																																																																																				
Observations	8,173	8,124	8,173	8,124	8,163	8,124	8,163	8,124	8,173	8,124	8,173	8,124	8,173	8,124	8,173	8,124	8,163	8,124	8,163	8,124	8,173	8,124	8,173	8,124	8,173	8,124	8,173	8,124	8,163	8,124	8,163	8,124	8,173	8,124	8,173	8,124	8,173	8,124	8,173	8,124	8,163	8,124	8,163	8,124	8,173	8,124	8,173	8,124	8,173	8,124	8,173	8,124	8,163	8,124	8,163	8,124	8,173	8,124	8,173	8,124	8,173	8,124	8,173	8,124	8,163	8,124	8,163	8,124	8,173	8,124	8,173	8,124	8,173	8,124	8,173	8,124	8,163	8,124	8,163	8,124	8,173	8,124	8,173	8,124
R-squared	0.955	0.962	0.967	0.980	0.276	0.434	0.638	0.856	0.955	0.962	0.967	0.980	0.955	0.962	0.967	0.980	0.276	0.434	0.638	0.856	0.955	0.962	0.967	0.980	0.955	0.962	0.967	0.980	0.276	0.434	0.638	0.856	0.955	0.962	0.967	0.980	0.955	0.962	0.967	0.980	0.276	0.434	0.638	0.856	0.955	0.962	0.967	0.980	0.955	0.962	0.967	0.980	0.276	0.434	0.638	0.856	0.955	0.962	0.967	0.980	0.955	0.962	0.967	0.980	0.276	0.434	0.638	0.856	0.955	0.962	0.967	0.980	0.955	0.962	0.967	0.980	0.276	0.434	0.638	0.856	0.955	0.962	0.967	0.980
Covariates	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES
College FE	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES
Year FE	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES
Adjusted within R-squared	0.00287	0.156	0.00587	0.412	0.000165	0.217	-8.01e-05	0.560	0.00287	0.156	0.00587	0.412	0.00287	0.156	0.00587	0.412	0.000165	0.217	-8.01e-05	0.560	0.00287	0.156	0.00587	0.412	0.00287	0.156	0.00587	0.412	0.000165	0.217	-8.01e-05	0.560	0.00287	0.156	0.00587	0.412	0.00287	0.156	0.00587	0.412	0.000165	0.217	-8.01e-05	0.560	0.00287	0.156	0.00587	0.412	0.00287	0.156	0.00587	0.412	0.000165	0.217	-8.01e-05	0.560	0.00287	0.156	0.00587	0.412	0.00287	0.156	0.00587	0.412	0.000165	0.217	-8.01e-05	0.560	0.00287	0.156	0.00587	0.412	0.00287	0.156	0.00587	0.412	0.000165	0.217	-8.01e-05	0.560	0.00287	0.156	0.00587	0.412
Robust standard errors in parentheses																																																																																				
*** p<0.001, ** p<0.01, * p<0.05																																																																																				
