	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)	(51)	(52)	(53)	(54)	(55)	(56)	(57)	(58)	(59)	(60)	(61)	(62)	(63)	(64)	(65)	(66)	(67)	(68)	(69)	(70)	(71)	(72)	(73)	(74)	(75)	(76)	(77)	(78)	(79)	(80)	(81)	(82)	(83)	(84)
ln_stinccap		1.547e+08*		1.151***		24,830.082**		1.151***		154.667*		1.151***		1.547e+08*		1.151***		24,830.082**		1.151***		154.667*		1.151***		1.547e+08*		1.151***		24,830.082**		1.151***		154.667*		1.151***		1.547e+08*		1.151***		24,830.082**		1.151***		154.667*		1.151***		1.547e+08*		1.151***		24,830.082**		1.151***		154.667*		1.151***		1.547e+08*		1.151***		24,830.082**		1.151***		154.667*		1.151***		1.547e+08*		1.151***		24,830.082**		1.151***		154.667*		1.151***
		(62909950.455)		(0.298)		(9,208.713)		(0.298)		(62.910)		(0.298)		(62909950.455)		(0.298)		(9,208.713)		(0.298)		(62.910)		(0.298)		(62909950.455)		(0.298)		(9,208.713)		(0.298)		(62.910)		(0.298)		(62909950.455)		(0.298)		(9,208.713)		(0.298)		(62.910)		(0.298)		(62909950.455)		(0.298)		(9,208.713)		(0.298)		(62.910)		(0.298)		(62909950.455)		(0.298)		(9,208.713)		(0.298)		(62.910)		(0.298)		(62909950.455)		(0.298)		(9,208.713)		(0.298)		(62.910)		(0.298)
stunemprate		2909006.557		0.013		375.261		0.013		2.909		0.013		2909006.557		0.013		375.261		0.013		2.909		0.013		2909006.557		0.013		375.261		0.013		2.909		0.013		2909006.557		0.013		375.261		0.013		2.909		0.013		2909006.557		0.013		375.261		0.013		2.909		0.013		2909006.557		0.013		375.261		0.013		2.909		0.013		2909006.557		0.013		375.261		0.013		2.909		0.013
		(2389698.237)		(0.018)		(718.821)		(0.018)		(2.390)		(0.018)		(2389698.237)		(0.018)		(718.821)		(0.018)		(2.390)		(0.018)		(2389698.237)		(0.018)		(718.821)		(0.018)		(2.390)		(0.018)		(2389698.237)		(0.018)		(718.821)		(0.018)		(2.390)		(0.018)		(2389698.237)		(0.018)		(718.821)		(0.018)		(2.390)		(0.018)		(2389698.237)		(0.018)		(718.821)		(0.018)		(2.390)		(0.018)		(2389698.237)		(0.018)		(718.821)		(0.018)		(2.390)		(0.018)
stbaabove_p		3320918.538*		0.007		34.709		0.007		3.321*		0.007		3320918.538*		0.007		34.709		0.007		3.321*		0.007		3320918.538*		0.007		34.709		0.007		3.321*		0.007		3320918.538*		0.007		34.709		0.007		3.321*		0.007		3320918.538*		0.007		34.709		0.007		3.321*		0.007		3320918.538*		0.007		34.709		0.007		3.321*		0.007		3320918.538*		0.007		34.709		0.007		3.321*		0.007
		(1415210.740)		(0.006)		(122.990)		(0.006)		(1.415)		(0.006)		(1415210.740)		(0.006)		(122.990)		(0.006)		(1.415)		(0.006)		(1415210.740)		(0.006)		(122.990)		(0.006)		(1.415)		(0.006)		(1415210.740)		(0.006)		(122.990)		(0.006)		(1.415)		(0.006)		(1415210.740)		(0.006)		(122.990)		(0.006)		(1.415)		(0.006)		(1415210.740)		(0.006)		(122.990)		(0.006)		(1.415)		(0.006)		(1415210.740)		(0.006)		(122.990)		(0.006)		(1.415)		(0.006)
ln_stcollage2		28570149.539		0.049		83.986		0.049		28.570		0.049		28570149.539		0.049		83.986		0.049		28.570		0.049		28570149.539		0.049		83.986		0.049		28.570		0.049		28570149.539		0.049		83.986		0.049		28.570		0.049		28570149.539		0.049		83.986		0.049		28.570		0.049		28570149.539		0.049		83.986		0.049		28.570		0.049		28570149.539		0.049		83.986		0.049		28.570		0.049
		(22157249.462)		(0.075)		(1,430.477)		(0.075)		(22.157)		(0.075)		(22157249.462)		(0.075)		(1,430.477)		(0.075)		(22.157)		(0.075)		(22157249.462)		(0.075)		(1,430.477)		(0.075)		(22.157)		(0.075)		(22157249.462)		(0.075)		(1,430.477)		(0.075)		(22.157)		(0.075)		(22157249.462)		(0.075)		(1,430.477)		(0.075)		(22.157)		(0.075)		(22157249.462)		(0.075)		(1,430.477)		(0.075)		(22.157)		(0.075)		(22157249.462)		(0.075)		(1,430.477)		(0.075)		(22.157)		(0.075)
stcoll2_black_p		-207,314.815		-0.001		-27.465		-0.001		-0.207		-0.001		-207,314.815		-0.001		-27.465		-0.001		-0.207		-0.001		-207,314.815		-0.001		-27.465		-0.001		-0.207		-0.001		-207,314.815		-0.001		-27.465		-0.001		-0.207		-0.001		-207,314.815		-0.001		-27.465		-0.001		-0.207		-0.001		-207,314.815		-0.001		-27.465		-0.001		-0.207		-0.001		-207,314.815		-0.001		-27.465		-0.001		-0.207		-0.001
		(247,540.458)		(0.002)		(69.954)		(0.002)		(0.248)		(0.002)		(247,540.458)		(0.002)		(69.954)		(0.002)		(0.248)		(0.002)		(247,540.458)		(0.002)		(69.954)		(0.002)		(0.248)		(0.002)		(247,540.458)		(0.002)		(69.954)		(0.002)		(0.248)		(0.002)		(247,540.458)		(0.002)		(69.954)		(0.002)		(0.248)		(0.002)		(247,540.458)		(0.002)		(69.954)		(0.002)		(0.248)		(0.002)		(247,540.458)		(0.002)		(69.954)		(0.002)		(0.248)		(0.002)
stcoll2_hisp_p		-1929594.033*		-0.010*		-332.045*		-0.010*		-1.930*		-0.010*		-1929594.033*		-0.010*		-332.045*		-0.010*		-1.930*		-0.010*		-1929594.033*		-0.010*		-332.045*		-0.010*		-1.930*		-0.010*		-1929594.033*		-0.010*		-332.045*		-0.010*		-1.930*		-0.010*		-1929594.033*		-0.010*		-332.045*		-0.010*		-1.930*		-0.010*		-1929594.033*		-0.010*		-332.045*		-0.010*		-1.930*		-0.010*		-1929594.033*		-0.010*		-332.045*		-0.010*		-1.930*		-0.010*
		(866,341.500)		(0.004)		(164.013)		(0.004)		(0.866)		(0.004)		(866,341.500)		(0.004)		(164.013)		(0.004)		(0.866)		(0.004)		(866,341.500)		(0.004)		(164.013)		(0.004)		(0.866)		(0.004)		(866,341.500)		(0.004)		(164.013)		(0.004)		(0.866)		(0.004)		(866,341.500)		(0.004)		(164.013)		(0.004)		(0.866)		(0.004)		(866,341.500)		(0.004)		(164.013)		(0.004)		(0.866)		(0.004)		(866,341.500)		(0.004)		(164.013)		(0.004)		(0.866)		(0.004)
stcoll2_amind_p		140,708.669		0.001*		17.294		0.001*		0.141		0.001*		140,708.669		0.001*		17.294		0.001*		0.141		0.001*		140,708.669		0.001*		17.294		0.001*		0.141		0.001*		140,708.669		0.001*		17.294		0.001*		0.141		0.001*		140,708.669		0.001*		17.294		0.001*		0.141		0.001*		140,708.669		0.001*		17.294		0.001*		0.141		0.001*		140,708.669		0.001*		17.294		0.001*		0.141		0.001*
		(88,771.151)		(0.001)		(14.940)		(0.001)		(0.089)		(0.001)		(88,771.151)		(0.001)		(14.940)		(0.001)		(0.089)		(0.001)		(88,771.151)		(0.001)		(14.940)		(0.001)		(0.089)		(0.001)		(88,771.151)		(0.001)		(14.940)		(0.001)		(0.089)		(0.001)		(88,771.151)		(0.001)		(14.940)		(0.001)		(0.089)		(0.001)		(88,771.151)		(0.001)		(14.940)		(0.001)		(0.089)		(0.001)		(88,771.151)		(0.001)		(14.940)		(0.001)		(0.089)		(0.001)
Constant	1.174e+08***	-3.002e+09**	18.303***	-1.853	16,317.668***	-223,348.516*	9.633***	-1.853	117.446***	-3,001.799**	4.487***	-15.668***	1.174e+08***	-3.002e+09**	18.303***	-1.853	16,317.668***	-223,348.516*	9.633***	-1.853	117.446***	-3,001.799**	4.487***	-15.668***	1.174e+08***	-3.002e+09**	18.303***	-1.853	16,317.668***	-223,348.516*	9.633***	-1.853	117.446***	-3,001.799**	4.487***	-15.668***	1.174e+08***	-3.002e+09**	18.303***	-1.853	16,317.668***	-223,348.516*	9.633***	-1.853	117.446***	-3,001.799**	4.487***	-15.668***	1.174e+08***	-3.002e+09**	18.303***	-1.853	16,317.668***	-223,348.516*	9.633***	-1.853	117.446***	-3,001.799**	4.487***	-15.668***	1.174e+08***	-3.002e+09**	18.303***	-1.853	16,317.668***	-223,348.516*	9.633***	-1.853	117.446***	-3,001.799**	4.487***	-15.668***	1.174e+08***	-3.002e+09**	18.303***	-1.853	16,317.668***	-223,348.516*	9.633***	-1.853	117.446***	-3,001.799**	4.487***	-15.668***
	(8561181.197)	(9.084e+08)	(0.027)	(3.512)	(359.803)	(91,518.749)	(0.023)	(3.512)	(8.561)	(908.446)	(0.027)	(3.512)	(8561181.197)	(9.084e+08)	(0.027)	(3.512)	(359.803)	(91,518.749)	(0.023)	(3.512)	(8.561)	(908.446)	(0.027)	(3.512)	(8561181.197)	(9.084e+08)	(0.027)	(3.512)	(359.803)	(91,518.749)	(0.023)	(3.512)	(8.561)	(908.446)	(0.027)	(3.512)	(8561181.197)	(9.084e+08)	(0.027)	(3.512)	(359.803)	(91,518.749)	(0.023)	(3.512)	(8.561)	(908.446)	(0.027)	(3.512)	(8561181.197)	(9.084e+08)	(0.027)	(3.512)	(359.803)	(91,518.749)	(0.023)	(3.512)	(8.561)	(908.446)	(0.027)	(3.512)	(8561181.197)	(9.084e+08)	(0.027)	(3.512)	(359.803)	(91,518.749)	(0.023)	(3.512)	(8.561)	(908.446)	(0.027)	(3.512)	(8561181.197)	(9.084e+08)	(0.027)	(3.512)	(359.803)	(91,518.749)	(0.023)	(3.512)	(8.561)	(908.446)	(0.027)	(3.512)
																																																																																				
Observations	670	669	670	669	669	669	669	669	670	669	670	669	670	669	670	669	669	669	669	669	670	669	670	669	670	669	670	669	669	669	669	669	670	669	670	669	670	669	670	669	669	669	669	669	670	669	670	669	670	669	670	669	669	669	669	669	670	669	670	669	670	669	670	669	669	669	669	669	670	669	670	669	670	669	670	669	669	669	669	669	670	669	670	669
R-squared	0.945	0.958	0.969	0.976	0.738	0.766	0.847	0.908	0.945	0.958	0.969	0.976	0.945	0.958	0.969	0.976	0.738	0.766	0.847	0.908	0.945	0.958	0.969	0.976	0.945	0.958	0.969	0.976	0.738	0.766	0.847	0.908	0.945	0.958	0.969	0.976	0.945	0.958	0.969	0.976	0.738	0.766	0.847	0.908	0.945	0.958	0.969	0.976	0.945	0.958	0.969	0.976	0.738	0.766	0.847	0.908	0.945	0.958	0.969	0.976	0.945	0.958	0.969	0.976	0.738	0.766	0.847	0.908	0.945	0.958	0.969	0.976	0.945	0.958	0.969	0.976	0.738	0.766	0.847	0.908	0.945	0.958	0.969	0.976
Covariates	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES
College FE	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES
Year FE	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES
Adjusted within R-squared	-0.00164	0.225	-0.00120	0.194	0.00225	0.0961	0.0161	0.397	-0.00164	0.225	-0.00120	0.194	-0.00164	0.225	-0.00120	0.194	0.00225	0.0961	0.0161	0.397	-0.00164	0.225	-0.00120	0.194	-0.00164	0.225	-0.00120	0.194	0.00225	0.0961	0.0161	0.397	-0.00164	0.225	-0.00120	0.194	-0.00164	0.225	-0.00120	0.194	0.00225	0.0961	0.0161	0.397	-0.00164	0.225	-0.00120	0.194	-0.00164	0.225	-0.00120	0.194	0.00225	0.0961	0.0161	0.397	-0.00164	0.225	-0.00120	0.194	-0.00164	0.225	-0.00120	0.194	0.00225	0.0961	0.0161	0.397	-0.00164	0.225	-0.00120	0.194	-0.00164	0.225	-0.00120	0.194	0.00225	0.0961	0.0161	0.397	-0.00164	0.225	-0.00120	0.194
Robust standard errors in parentheses																																																																																				
*** p<0.001, ** p<0.01, * p<0.05																																																																																				
