	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)	(51)	(52)	(53)	(54)	(55)	(56)	(57)	(58)	(59)	(60)	(61)	(62)	(63)	(64)	(65)	(66)	(67)	(68)	(69)	(70)	(71)	(72)	(73)	(74)	(75)	(76)	(77)	(78)	(79)	(80)	(81)	(82)	(83)	(84)
ln_stinccap		1.577e+08**		0.695**		53,589.702		0.695**		157.679**		0.695**		1.577e+08**		0.695**		53,589.702		0.695**		157.679**		0.695**		1.577e+08**		0.695**		53,589.702		0.695**		157.679**		0.695**		1.577e+08**		0.695**		53,589.702		0.695**		157.679**		0.695**		1.577e+08**		0.695**		53,589.702		0.695**		157.679**		0.695**		1.577e+08**		0.695**		53,589.702		0.695**		157.679**		0.695**		1.577e+08**		0.695**		53,589.702		0.695**		157.679**		0.695**
		(59360207.870)		(0.241)		(35,632.032)		(0.241)		(59.360)		(0.241)		(59360207.870)		(0.241)		(35,632.032)		(0.241)		(59.360)		(0.241)		(59360207.870)		(0.241)		(35,632.032)		(0.241)		(59.360)		(0.241)		(59360207.870)		(0.241)		(35,632.032)		(0.241)		(59.360)		(0.241)		(59360207.870)		(0.241)		(35,632.032)		(0.241)		(59.360)		(0.241)		(59360207.870)		(0.241)		(35,632.032)		(0.241)		(59.360)		(0.241)		(59360207.870)		(0.241)		(35,632.032)		(0.241)		(59.360)		(0.241)
stunemprate		4223104.683*		-0.003		-582.550		-0.003		4.223*		-0.003		4223104.683*		-0.003		-582.550		-0.003		4.223*		-0.003		4223104.683*		-0.003		-582.550		-0.003		4.223*		-0.003		4223104.683*		-0.003		-582.550		-0.003		4.223*		-0.003		4223104.683*		-0.003		-582.550		-0.003		4.223*		-0.003		4223104.683*		-0.003		-582.550		-0.003		4.223*		-0.003		4223104.683*		-0.003		-582.550		-0.003		4.223*		-0.003
		(1996321.247)		(0.008)		(863.108)		(0.008)		(1.996)		(0.008)		(1996321.247)		(0.008)		(863.108)		(0.008)		(1.996)		(0.008)		(1996321.247)		(0.008)		(863.108)		(0.008)		(1.996)		(0.008)		(1996321.247)		(0.008)		(863.108)		(0.008)		(1.996)		(0.008)		(1996321.247)		(0.008)		(863.108)		(0.008)		(1.996)		(0.008)		(1996321.247)		(0.008)		(863.108)		(0.008)		(1.996)		(0.008)		(1996321.247)		(0.008)		(863.108)		(0.008)		(1.996)		(0.008)
stbaabove_p		2180527.501*		0.009		345.822		0.009		2.181*		0.009		2180527.501*		0.009		345.822		0.009		2.181*		0.009		2180527.501*		0.009		345.822		0.009		2.181*		0.009		2180527.501*		0.009		345.822		0.009		2.181*		0.009		2180527.501*		0.009		345.822		0.009		2.181*		0.009		2180527.501*		0.009		345.822		0.009		2.181*		0.009		2180527.501*		0.009		345.822		0.009		2.181*		0.009
		(1010039.139)		(0.005)		(529.205)		(0.005)		(1.010)		(0.005)		(1010039.139)		(0.005)		(529.205)		(0.005)		(1.010)		(0.005)		(1010039.139)		(0.005)		(529.205)		(0.005)		(1.010)		(0.005)		(1010039.139)		(0.005)		(529.205)		(0.005)		(1.010)		(0.005)		(1010039.139)		(0.005)		(529.205)		(0.005)		(1.010)		(0.005)		(1010039.139)		(0.005)		(529.205)		(0.005)		(1.010)		(0.005)		(1010039.139)		(0.005)		(529.205)		(0.005)		(1.010)		(0.005)
ln_stcollage2		-1925873.374		-0.033		-248.748		-0.033		-1.926		-0.033		-1925873.374		-0.033		-248.748		-0.033		-1.926		-0.033		-1925873.374		-0.033		-248.748		-0.033		-1.926		-0.033		-1925873.374		-0.033		-248.748		-0.033		-1.926		-0.033		-1925873.374		-0.033		-248.748		-0.033		-1.926		-0.033		-1925873.374		-0.033		-248.748		-0.033		-1.926		-0.033		-1925873.374		-0.033		-248.748		-0.033		-1.926		-0.033
		(7369001.305)		(0.065)		(4,650.826)		(0.065)		(7.369)		(0.065)		(7369001.305)		(0.065)		(4,650.826)		(0.065)		(7.369)		(0.065)		(7369001.305)		(0.065)		(4,650.826)		(0.065)		(7.369)		(0.065)		(7369001.305)		(0.065)		(4,650.826)		(0.065)		(7.369)		(0.065)		(7369001.305)		(0.065)		(4,650.826)		(0.065)		(7.369)		(0.065)		(7369001.305)		(0.065)		(4,650.826)		(0.065)		(7.369)		(0.065)		(7369001.305)		(0.065)		(4,650.826)		(0.065)		(7.369)		(0.065)
stcoll2_black_p		-19,208.095		0.003		251.231		0.003		-0.019		0.003		-19,208.095		0.003		251.231		0.003		-0.019		0.003		-19,208.095		0.003		251.231		0.003		-0.019		0.003		-19,208.095		0.003		251.231		0.003		-0.019		0.003		-19,208.095		0.003		251.231		0.003		-0.019		0.003		-19,208.095		0.003		251.231		0.003		-0.019		0.003		-19,208.095		0.003		251.231		0.003		-0.019		0.003
		(180,859.112)		(0.002)		(181.774)		(0.002)		(0.181)		(0.002)		(180,859.112)		(0.002)		(181.774)		(0.002)		(0.181)		(0.002)		(180,859.112)		(0.002)		(181.774)		(0.002)		(0.181)		(0.002)		(180,859.112)		(0.002)		(181.774)		(0.002)		(0.181)		(0.002)		(180,859.112)		(0.002)		(181.774)		(0.002)		(0.181)		(0.002)		(180,859.112)		(0.002)		(181.774)		(0.002)		(0.181)		(0.002)		(180,859.112)		(0.002)		(181.774)		(0.002)		(0.181)		(0.002)
stcoll2_hisp_p		741,050.381		0.001		91.933		0.001		0.741		0.001		741,050.381		0.001		91.933		0.001		0.741		0.001		741,050.381		0.001		91.933		0.001		0.741		0.001		741,050.381		0.001		91.933		0.001		0.741		0.001		741,050.381		0.001		91.933		0.001		0.741		0.001		741,050.381		0.001		91.933		0.001		0.741		0.001		741,050.381		0.001		91.933		0.001		0.741		0.001
		(433,932.111)		(0.003)		(275.773)		(0.003)		(0.434)		(0.003)		(433,932.111)		(0.003)		(275.773)		(0.003)		(0.434)		(0.003)		(433,932.111)		(0.003)		(275.773)		(0.003)		(0.434)		(0.003)		(433,932.111)		(0.003)		(275.773)		(0.003)		(0.434)		(0.003)		(433,932.111)		(0.003)		(275.773)		(0.003)		(0.434)		(0.003)		(433,932.111)		(0.003)		(275.773)		(0.003)		(0.434)		(0.003)		(433,932.111)		(0.003)		(275.773)		(0.003)		(0.434)		(0.003)
stcoll2_amind_p		148,920.935		0.001*		27.411		0.001*		0.149		0.001*		148,920.935		0.001*		27.411		0.001*		0.149		0.001*		148,920.935		0.001*		27.411		0.001*		0.149		0.001*		148,920.935		0.001*		27.411		0.001*		0.149		0.001*		148,920.935		0.001*		27.411		0.001*		0.149		0.001*		148,920.935		0.001*		27.411		0.001*		0.149		0.001*		148,920.935		0.001*		27.411		0.001*		0.149		0.001*
		(96,930.178)		(0.001)		(26.804)		(0.001)		(0.097)		(0.001)		(96,930.178)		(0.001)		(26.804)		(0.001)		(0.097)		(0.001)		(96,930.178)		(0.001)		(26.804)		(0.001)		(0.097)		(0.001)		(96,930.178)		(0.001)		(26.804)		(0.001)		(0.097)		(0.001)		(96,930.178)		(0.001)		(26.804)		(0.001)		(0.097)		(0.001)		(96,930.178)		(0.001)		(26.804)		(0.001)		(0.097)		(0.001)		(96,930.178)		(0.001)		(26.804)		(0.001)		(0.097)		(0.001)
Constant	93951680.629***	-2.198e+09**	17.955***	3.886	15,847.996***	121,295.710	9.605***	3.886	93.952***	-2,197.591**	4.140***	-9.930***	93951680.629***	-2.198e+09**	17.955***	3.886	15,847.996***	121,295.710	9.605***	3.886	93.952***	-2,197.591**	4.140***	-9.930***	93951680.629***	-2.198e+09**	17.955***	3.886	15,847.996***	121,295.710	9.605***	3.886	93.952***	-2,197.591**	4.140***	-9.930***	93951680.629***	-2.198e+09**	17.955***	3.886	15,847.996***	121,295.710	9.605***	3.886	93.952***	-2,197.591**	4.140***	-9.930***	93951680.629***	-2.198e+09**	17.955***	3.886	15,847.996***	121,295.710	9.605***	3.886	93.952***	-2,197.591**	4.140***	-9.930***	93951680.629***	-2.198e+09**	17.955***	3.886	15,847.996***	121,295.710	9.605***	3.886	93.952***	-2,197.591**	4.140***	-9.930***	93951680.629***	-2.198e+09**	17.955***	3.886	15,847.996***	121,295.710	9.605***	3.886	93.952***	-2,197.591**	4.140***	-9.930***
	(4635386.587)	(6.904e+08)	(0.039)	(2.782)	(646.678)	(284,525.725)	(0.032)	(2.782)	(4.635)	(690.360)	(0.039)	(2.782)	(4635386.587)	(6.904e+08)	(0.039)	(2.782)	(646.678)	(284,525.725)	(0.032)	(2.782)	(4.635)	(690.360)	(0.039)	(2.782)	(4635386.587)	(6.904e+08)	(0.039)	(2.782)	(646.678)	(284,525.725)	(0.032)	(2.782)	(4.635)	(690.360)	(0.039)	(2.782)	(4635386.587)	(6.904e+08)	(0.039)	(2.782)	(646.678)	(284,525.725)	(0.032)	(2.782)	(4.635)	(690.360)	(0.039)	(2.782)	(4635386.587)	(6.904e+08)	(0.039)	(2.782)	(646.678)	(284,525.725)	(0.032)	(2.782)	(4.635)	(690.360)	(0.039)	(2.782)	(4635386.587)	(6.904e+08)	(0.039)	(2.782)	(646.678)	(284,525.725)	(0.032)	(2.782)	(4.635)	(690.360)	(0.039)	(2.782)	(4635386.587)	(6.904e+08)	(0.039)	(2.782)	(646.678)	(284,525.725)	(0.032)	(2.782)	(4.635)	(690.360)	(0.039)	(2.782)
																																																																																				
Observations	1,518	1,512	1,518	1,512	1,515	1,512	1,515	1,512	1,518	1,512	1,518	1,512	1,518	1,512	1,518	1,512	1,515	1,512	1,515	1,512	1,518	1,512	1,518	1,512	1,518	1,512	1,518	1,512	1,515	1,512	1,515	1,512	1,518	1,512	1,518	1,512	1,518	1,512	1,518	1,512	1,515	1,512	1,515	1,512	1,518	1,512	1,518	1,512	1,518	1,512	1,518	1,512	1,515	1,512	1,515	1,512	1,518	1,512	1,518	1,512	1,518	1,512	1,518	1,512	1,515	1,512	1,515	1,512	1,518	1,512	1,518	1,512	1,518	1,512	1,518	1,512	1,515	1,512	1,515	1,512	1,518	1,512	1,518	1,512
R-squared	0.971	0.977	0.979	0.987	0.179	0.461	0.777	0.925	0.971	0.977	0.979	0.987	0.971	0.977	0.979	0.987	0.179	0.461	0.777	0.925	0.971	0.977	0.979	0.987	0.971	0.977	0.979	0.987	0.179	0.461	0.777	0.925	0.971	0.977	0.979	0.987	0.971	0.977	0.979	0.987	0.179	0.461	0.777	0.925	0.971	0.977	0.979	0.987	0.971	0.977	0.979	0.987	0.179	0.461	0.777	0.925	0.971	0.977	0.979	0.987	0.971	0.977	0.979	0.987	0.179	0.461	0.777	0.925	0.971	0.977	0.979	0.987	0.971	0.977	0.979	0.987	0.179	0.461	0.777	0.925	0.971	0.977	0.979	0.987
Covariates	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES
College FE	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES
Year FE	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES
Adjusted within R-squared	0.000627	0.207	0.00462	0.380	-0.000723	0.339	0.00211	0.663	0.000627	0.207	0.00462	0.380	0.000627	0.207	0.00462	0.380	-0.000723	0.339	0.00211	0.663	0.000627	0.207	0.00462	0.380	0.000627	0.207	0.00462	0.380	-0.000723	0.339	0.00211	0.663	0.000627	0.207	0.00462	0.380	0.000627	0.207	0.00462	0.380	-0.000723	0.339	0.00211	0.663	0.000627	0.207	0.00462	0.380	0.000627	0.207	0.00462	0.380	-0.000723	0.339	0.00211	0.663	0.000627	0.207	0.00462	0.380	0.000627	0.207	0.00462	0.380	-0.000723	0.339	0.00211	0.663	0.000627	0.207	0.00462	0.380	0.000627	0.207	0.00462	0.380	-0.000723	0.339	0.00211	0.663	0.000627	0.207	0.00462	0.380
Robust standard errors in parentheses																																																																																				
*** p<0.001, ** p<0.01, * p<0.05																																																																																				
