"","est1","","","","est2","","","","est3","","",""
"","b","se","t","p","b","se","t","p","b","se","t","p"
"_SstfXyea_8_1976","","","","",".1697611",".2658393",".6385854",".523141",".07239",".3563475",".2031444",".8390358"
"_SstfXyea_8_1977","","","","",".9154728",".3287523","2.784689",".0053912",".6850232",".4399979","1.556878",".1196039"
"_SstfXyea_8_1978","","","","","1.270008",".4589566","2.767163",".005689","1.083957",".6139153","1.765647",".077556"
"_SstfXyea_8_1979","","","","","-.0666064",".4152082","-.1604169",".8725634","-.259569",".5134065","-.5055817",".6131871"
"_SstfXyea_8_1980","","","","","1.551847",".5587635","2.777287",".0055152","1.353511",".7237188","1.870217",".0615502"
"_SstfXyea_8_1981","","","","",".617079",".2418046","2.551973",".0107602",".4102671",".3886256","1.055687",".2911953"
"_SstfXyea_8_1982","","","","",".6395365",".2573364","2.485216",".0130009",".4221721",".4013317","1.051928",".2929166"
"_SstfXyea_8_1983","","","","",".2988659",".2870361","1.041214",".2978596",".070949",".4474528",".1585619",".8740246"
"_SstfXyea_8_1984","","","","",".8370962",".3277296","2.554228",".0106909",".5986268",".4944848","1.210607",".2261406"
"_SstfXyea_8_1985","","","","",".6398254",".3632276","1.7615",".0782548",".3908035",".5400806",".7236021",".469366"
"_SstfXyea_8_1986","","","","",".8204693",".3270942","2.508358",".0121813",".560895",".5172784","1.084319",".2783096"
"_SstfXyea_8_1987","","","","",".5059474",".2291989","2.20746",".0273567",".2358205",".4421356",".5333669",".5938188"
"_SstfXyea_8_1988","","","","","1.596107",".44938","3.551799",".0003884","1.315428",".6746602","1.949763",".0512966"
"_SstfXyea_9_1961","","","","",".8357972",".3874464","2.157194",".031069",".9659529",".4537045","2.129035",".0333319"
"_SstfXyea_9_1962","","","","",".3661512",".2049485","1.786552",".0741099",".3926679",".3001433","1.308268",".1908817"
"_SstfXyea_9_1963","","","","","-.2942774",".3679043","-.799875",".423846","-.1934755",".4482124","-.4316603",".6660191"
"_SstfXyea_9_1964","","","","","-.0653365",".2397583","-.2725099",".7852486",".0597766",".2497875",".2393099",".8108815"
"_SstfXyea_9_1965","","","","",".9793155",".3026986","3.235282",".0012283","1.122332",".3052184","3.677144",".00024"
"_SstfXyea_9_1966","","","","","-.2194991",".2291015","-.9580866",".3380957","-.1022817",".2383366","-.4291479",".6678462"
"_SstfXyea_9_1967","","","","","-.8625486",".3650174","-2.363034",".0181889","-.7357668",".3704374","-1.986211",".0471"
"_SstfXyea_9_1968","","","","",".4554331",".4937178",".9224563",".3563642",".5922148",".5232163","1.131874",".2577772"
"_SstfXyea_9_1969","","","","",".7265124",".7482162",".9709927",".3316295",".8545901",".7831431","1.091231",".2752581"
"_SstfXyea_9_1970","","","","","-.3512005",".4073952","-.8620634",".3887209","-.2143625",".4382511","-.4891316",".624784"
"_SstfXyea_9_1971","","","","",".2694291",".7235434",".3723745",".7096401",".4072579",".7647857",".5325124",".5944103"
"_SstfXyea_9_1972","","","","",".0492234",".4945553",".0995305",".9207236",".1607788",".5560805",".2891286",".7725028"
"_SstfXyea_9_1973","","","","","-.2546712",".4436168","-.5740792",".5659569","-.1181819",".5059867","-.2335672",".8153368"
"_SstfXyea_9_1974","","","","","-.303219",".3108912","-.9753222",".3294784","-.165768",".3799857","-.4362479",".662688"
"_SstfXyea_9_1975","","","","",".2244007",".4786111",".4688581",".6392048",".2949941",".4893028",".6028866",".5466293"
"_SstfXyea_9_1976","","","","",".8711774",".6814884","1.278345",".2012258",".9988197",".6679163","1.495426",".1349075"
"_SstfXyea_9_1977","","","","","1.665491",".5559168","2.995936",".0027582","1.761636",".6295968","2.798038",".0051739"
"_SstfXyea_9_1978","","","","",".6353431",".372701","1.704699",".0883532",".7215139",".488107","1.478188",".1394615"
"_SstfXyea_9_1979","","","","",".2635365",".5000059",".5270669",".5981858",".3556943",".5920135",".6008214",".548004"
"_SstfXyea_9_1980","","","","",".2435551",".215296","1.131257",".2580367",".3434029",".3249016","1.056944",".2906213"
"_SstfXyea_9_1981","","","","","1.538405",".7783988","1.976371",".0482035","1.64289",".842497","1.950025",".0512654"
"_SstfXyea_9_1982","","","","",".9582777",".3589447","2.669709",".0076323","1.065139",".4625283","2.302863",".0213541"
"_SstfXyea_9_1983","","","","",".6349725",".3873028","1.639473",".1012187",".7442103",".5156593","1.443221",".1490618"
"_SstfXyea_9_1984","","","","",".8694343",".3312325","2.624846",".0087124",".9810483",".4750796","2.065019",".0390062"
"_SstfXyea_9_1985","","","","",".9797343",".4505787","2.174391",".029753","1.093725",".5873156","1.862243",".0626656"
"_SstfXyea_9_1986","","","","","1.15008",".4206605","2.733985",".0062937","1.266446",".5656404","2.23896",".0252309"
"_SstfXyea_9_1987","","","","",".8670747",".3459632","2.506263",".0122536",".9858177",".4812974","2.048251",".0406216"
"_SstfXyea_9_1988","","","","","1.283424",".4215368","3.044631",".0023497","1.404543",".5407987","2.597164",".0094452"
"_SstfXyea_10_1961","","","","",".5497923",".3203547","1.716198",".0862281",".5406933",".3245361","1.66605",".095807"
"_SstfXyea_10_1962","","","","",".1374938",".101727","1.351596",".1766057",".0415587",".0933781",".4450577",".6563099"
"_SstfXyea_10_1963","","","","",".013209",".3356301",".0393558",".9686093",".2687623",".3931638",".6835887",".4942873"
"_SstfXyea_10_1964","","","","",".1515177",".2682718",".5647918",".5722573",".3474248",".3581001",".9701891",".3320298"
"_SstfXyea_10_1965","","","","",".4324134",".1987702","2.175444",".029674",".6271119",".2864228","2.189462",".0286394"
"_SstfXyea_10_1966","","","","",".2057095",".3331771",".6174181",".5370054",".3751434",".4274097",".8777139",".3801687"
"_SstfXyea_10_1967","","","","","-.0821876",".5938504","-.1383978",".8899353",".1433431",".6930618",".2068259",".8361598"
"_SstfXyea_10_1968","","","","",".0755401",".462153",".1634525",".8701731",".2968982",".5960323",".4981243",".6184326"
"_SstfXyea_10_1969","","","","","1.409226",".5558454","2.535284",".0112856","1.631701",".5155957","3.16469",".0015679"
"_SstfXyea_10_1970","","","","","-.2051052",".2770635","-.7402822",".4591862",".0235019",".4335074",".0542135",".9567687"
"_SstfXyea_10_1971","","","","","-.1613307",".6051101","-.2666138",".7897847",".0421007",".7417129",".0567615",".9547389"
"_SstfXyea_10_1972","","","","",".0921916",".4227182",".2180922",".827372",".3033026",".5220491",".5809849",".5612939"
"_SstfXyea_10_1973","","","","","-.0454964",".4216519","-.1079004",".9140819",".1849223",".5714001",".3236301",".7462405"
"_SstfXyea_10_1974","","","","","-.2440466",".2860786","-.8530753",".3936851","-.0775221",".4371814","-.1773225",".8592669"
"_SstfXyea_10_1975","","","","",".4784727",".2943961","1.625268",".1042096",".6637807",".3066837","2.164382",".030513"
"_SstfXyea_10_1976","","","","",".290135",".3003594",".9659593",".3341417",".5206445",".5030669","1.034941",".3007792"
"_SstfXyea_10_1977","","","","",".7266969",".3323443","2.186579",".0288496",".7846269",".395005","1.986372",".0470821"
"_SstfXyea_10_1978","","","","",".5929917",".3211418","1.84651",".0649157",".6826462",".4518616","1.510742",".1309587"
"_SstfXyea_10_1979","","","","",".1347509",".3615271",".3727269",".7093778",".2255975",".5585995",".4038627",".6863422"
"_SstfXyea_10_1980","","","","",".2401209",".1768723","1.357594",".1746936",".3372215",".3261808","1.033848",".3012897"
"_SstfXyea_10_1981","","","","",".5130526",".2386524","2.14979",".0316508",".6147511",".3418801","1.798149",".0722531"
"_SstfXyea_10_1982","","","","","1.106007",".5024248","2.201338",".0277874","1.208762",".4136482","2.922197",".0035015"
"_SstfXyea_10_1983","","","","",".9186314",".3877813","2.368942",".0179015","1.022443",".4026552","2.539251",".0111587"
"_SstfXyea_10_1984","","","","",".6803646",".3351218","2.030201",".0424234",".785232",".4369903","1.796909",".0724497"
"_SstfXyea_10_1985","","","","",".5680308",".3282009","1.730741",".0835999",".6739545",".4976301","1.354328",".1757328"
"_SstfXyea_10_1986","","","","",".6546118",".332834","1.966782",".0492996",".7615917",".4635601","1.642919",".1005035"
"_SstfXyea_10_1987","","","","",".4624899",".2127857","2.173501",".0298199",".5705262",".4280317","1.332906",".1826629"
"_SstfXyea_10_1988","","","","",".7315084",".359571","2.034392",".0419991",".840601",".4498226","1.868739",".0617557"
"_SstfXyea_11_1961","","","","","1.278439",".3867219","3.305835",".000958","1.765019",".4295285","4.109201",".0000408"
"_SstfXyea_11_1962","","","","","-1.197758",".2120123","-5.649473","1.76e-08","-.7704531",".2567959","-3.000255",".0027195"
"_SstfXyea_11_1963","","","","","-3.096092",".3798354","-8.15114","5.22e-16","-2.680717",".4114316","-6.515583","8.45e-11"
"_SstfXyea_11_1964","","","","",".9319201",".2622757","3.553207",".0003864","1.280643",".2667687","4.800574","1.66e-06"
"_SstfXyea_11_1965","","","","","-1.450824",".234821","-6.178423","7.34e-10","-.978996",".2595141","-3.772419",".0001648"
"_SstfXyea_11_1966","","","","","-1.387232",".25636","-5.411264","6.75e-08","-.888117",".2875857","-3.088182",".0020321"
"_SstfXyea_11_1967","","","","","-3.148213",".3739113","-8.419678","5.75e-17","-2.61386",".3784115","-6.907452","5.99e-12"
"_SstfXyea_11_1968","","","","","-3.353952",".4176897","-8.02977","1.38e-15","-2.786065",".4669173","-5.966935","2.70e-09"
"_SstfXyea_11_1969","","","","","-1.659455",".5788388","-2.866869",".0041742","-1.076003",".612619","-1.756398",".0791217"
"_SstfXyea_11_1970","","","","","-.097161",".3025115","-.3211814",".7480951",".5457314",".3197839","1.706563",".0880059"
"_SstfXyea_11_1971","","","","","2.400592",".6252343","3.839507",".0001258","3.106239",".6747192","4.60375","4.32e-06"
"_SstfXyea_11_1972","","","","","-.0950629",".5770746","-.1647325",".8691656",".5820554",".6383972",".9117449",".3619757"
"_SstfXyea_11_1973","","","","",".5617046",".5212732","1.077563",".2813149","1.315133",".5728505","2.29577",".0217571"
"_SstfXyea_11_1974","","","","",".5925022",".3684192","1.608228",".1078895","1.427228",".4253753","3.355221",".0008028"
"_SstfXyea_11_1975","","","","","1.174644",".3469837","3.3853",".0007201","1.868167",".4868738","3.837067",".0001271"
"_SstfXyea_11_1976","","","","","5.524797",".2802988","19.71038","1.83e-81","6.328467",".4329141","14.6183","8.16e-47"
"_SstfXyea_11_1977","","","","","3.96747",".3462056","11.45987","8.56e-30","4.858151",".5073077","9.576341","2.02e-21"
"_SstfXyea_11_1978","","","","","1.667199",".3870679","4.307251",".0000171","2.668488",".5702941","4.679144","3.01e-06"
"_SstfXyea_11_1979","","","","","2.922924",".4615907","6.332285","2.77e-10","3.980419",".6566902","6.061334","1.52e-09"
"_SstfXyea_11_1980","","","","",".2829491",".2336415","1.21104",".2259748","1.398138",".4016988","3.480563",".0005074"
"_SstfXyea_11_1981","","","","","-.3058871",".2531637","-1.208258",".2270425",".8640275",".4617206","1.871321",".061397"
"_SstfXyea_11_1982","","","","",".7312911",".2670422","2.738485",".0062084","1.953747",".4778375","4.088726",".0000445"
"_SstfXyea_11_1983","","","","","-.6718849",".3050375","-2.202631",".0276959",".603112",".5308763","1.136069",".2560177"
"_SstfXyea_11_1984","","","","","-.0644521",".3384403","-.1904386",".8489782","1.263086",".5680305","2.223623",".0262474"
"_SstfXyea_11_1985","","","","","-1.291713",".3836529","-3.366879",".0007697",".0883664",".6000181",".1472729",".8829265"
"_SstfXyea_11_1986","","","","","2.893934",".3412712","8.479866","3.47e-17","4.326554",".5912343","7.317834","3.21e-13"
"_SstfXyea_11_1987","","","","",".5650895",".2386695","2.367665",".0179633","2.050251",".5315683","3.856985",".0001172"
"_SstfXyea_11_1988","","","","","-1.945889",".3339282","-5.827268","6.23e-09","-.4081866",".6058884","-.6736992",".500554"
"_SstfXyea_12_1961","","","","",".7281883",".426243","1.708388",".087667",".7189098",".4308033","1.668766",".0952672"
"_SstfXyea_12_1962","","","","",".4966016",".179199","2.77123",".0056186",".4491088",".1752161","2.563171",".01042"
"_SstfXyea_12_1963","","","","",".0642694",".3332042",".192883",".8470635",".0409631",".3698268",".1107629",".9118117"
"_SstfXyea_12_1964","","","","",".5584356",".231991","2.407143",".0161374",".5188435",".2401236","2.160736",".030794"
"_SstfXyea_12_1965","","","","",".1259597",".2978918",".422837",".6724443",".0748395",".3466166",".2159145",".829069"
"_SstfXyea_12_1966","","","","","-.0264586",".2433521","-.1087256",".9134273","-.0990255",".2874308","-.3445196",".7304795"
"_SstfXyea_12_1967","","","","","-.7748138",".5437312","-1.424994",".154262","-.8505212",".5992105","-1.419403",".1558845"
"_SstfXyea_12_1968","","","","","-.1474981",".4637186","-.3180766",".7504488","-.2340914",".5476219","-.427469",".6690682"
"_SstfXyea_12_1969","","","","",".447961",".4481371",".9996069",".3175807",".3562834",".5227255",".6815879",".4955517"
"_SstfXyea_12_1970","","","","","-.2767771",".3150142","-.8786176",".3796784","-.3718332",".3868368","-.9612147",".336521"
