"","est1","","","","est2","","","","est3","","",""
"","b","se","t","p","b","se","t","p","b","se","t","p"
"_SstfXyea_12_1976","","","","",".0443204",".3371199",".1314678",".895414","-.0783661",".4330482","-.1809639",".856408"
"_SstfXyea_12_1977","","","","",".3201152",".3749824",".8536807",".3933495",".1816593",".4624698",".3928026",".694493"
"_SstfXyea_12_1978","","","","",".3117888",".4372216",".7131138",".4758303",".1804054",".5254183",".3433558",".7313547"
"_SstfXyea_12_1979","","","","",".1146938",".3415694",".3357849",".7370564","-.0170849",".4570594","-.0373801",".9701844"
"_SstfXyea_12_1980","","","","","-.0625696",".3417458","-.1830881",".8547411","-.1926848",".4043684","-.4765082",".6337468"
"_SstfXyea_12_1981","","","","",".4870415",".4394555","1.108284",".2678272",".3548746",".4890739",".7256053",".4681369"
"_SstfXyea_12_1982","","","","",".3728905",".3709641","1.005193",".3148843",".2367492",".4371001",".5416361",".5881091"
"_SstfXyea_12_1983","","","","","-.0197078",".3712936","-.0530787",".9576727","-.1598235",".5004589","-.3193538",".7494803"
"_SstfXyea_12_1984","","","","",".4909062",".322712","1.52119",".1283167",".3468161",".4504372",".7699544",".4413871"
"_SstfXyea_12_1985","","","","",".26396",".4171763",".63273",".5269578",".1158955",".5512676",".2102345",".8334988"
"_SstfXyea_12_1986","","","","",".466652",".4125427","1.13116",".2580772",".3146131",".5432925",".5790861",".5625742"
"_SstfXyea_12_1987","","","","",".1733149",".3616136",".4792821",".6317726",".0173017",".4839465",".0357512",".9714831"
"_SstfXyea_12_1988","","","","",".2046989",".3463766",".5909722",".5545832",".0447113",".4842077",".0923391",".9264348"
"_SstfXyea_13_1961","","","","",".5341106",".3339517","1.599365",".1098439",".5362194",".341226","1.57145",".1161828"
"_SstfXyea_13_1962","","","","",".5227001",".3733961","1.399854",".1616595",".5549761",".4276071","1.297865",".1944328"
"_SstfXyea_13_1963","","","","",".4599018",".5974803",".7697356",".4415169",".4772288",".6512227",".7328196",".4637252"
"_SstfXyea_13_1964","","","","",".852079",".8428255","1.010979",".3121073",".8681373",".8785348",".9881648",".3231509"
"_SstfXyea_13_1965","","","","",".6853068",".6222735","1.101295",".2708559",".7000688",".6609505","1.059185",".2896001"
"_SstfXyea_13_1966","","","","","-.0651167",".193941","-.335755",".7370789","-.0272716",".2000066","-.1363533",".8915511"
"_SstfXyea_13_1967","","","","","-.2824014",".2751199","-1.026467",".3047537","-.2257676",".2703964","-.8349505",".4038115"
"_SstfXyea_13_1968","","","","",".1008413",".2989708",".3372949",".735918",".1621911",".3272517",".4956156",".6202017"
"_SstfXyea_13_1969","","","","",".4201134",".3552328","1.182642",".2370439",".4862349",".4106752","1.183989",".2365105"
"_SstfXyea_13_1970","","","","",".3280201",".443386",".7398071",".4594745",".4001737",".4949918",".808445",".418898"
"_SstfXyea_13_1971","","","","","1.040738",".6871159","1.514647",".1299664","1.124321",".7623715","1.474767",".1403791"
"_SstfXyea_13_1972","","","","",".4945983",".4518429","1.094624",".2737683",".5852998",".5330072","1.098109",".2722444"
"_SstfXyea_13_1973","","","","","1.01108",".6600805","1.531752",".1256881","1.102897",".7381125","1.494213",".1352244"
"_SstfXyea_13_1974","","","","",".7217366",".5147657","1.402068",".1609975",".824849",".5957087","1.384652",".1662611"
"_SstfXyea_13_1975","","","","","-.1107343",".2407145","-.4600234",".6455324","-.0001651",".3086975","-.0005347",".9995734"
"_SstfXyea_13_1976","","","","",".254438",".3117655",".8161199",".4144958",".3597302",".4096659",".8781062",".3799558"
"_SstfXyea_13_1977","","","","",".2636274",".2930273",".8996685",".3683683",".3822687",".4043085",".9454877",".3444854"
"_SstfXyea_13_1978","","","","",".109952",".3076473",".3573964",".72082",".2339307",".4049826",".5776316",".5635558"
"_SstfXyea_13_1979","","","","","-.1527344",".3105892","-.491757",".6229268","-.0199064",".3944472","-.0504667",".9597539"
"_SstfXyea_13_1980","","","","",".2491802",".3750849",".6643302",".5065296",".381171",".4832385",".7887844",".4302998"
"_SstfXyea_13_1981","","","","","-.1253979",".2596124","-.4830198",".6291166",".0039993",".3205699",".0124755",".9900471"
"_SstfXyea_13_1982","","","","","-.0462957",".2148962","-.2154329",".8294444",".088796",".3299482",".269121",".7878549"
"_SstfXyea_13_1983","","","","",".1848668",".2090798",".8841926",".3766625",".3256531",".3672614",".8867067",".3753073"
"_SstfXyea_13_1984","","","","","-.0240356",".3166672","-.0759018",".9395022",".1224453",".415436",".2947391",".7682134"
"_SstfXyea_13_1985","","","","",".7257919",".4324295","1.678405",".0933713",".8779673",".5973286","1.469823",".1417136"
"_SstfXyea_13_1986","","","","",".439956",".3558019","1.23652",".2163615",".597826",".5370684","1.113128",".2657418"
"_SstfXyea_13_1987","","","","",".2111247",".1949634","1.082894",".2789416",".3746893",".3853991",".9722111",".3310232"
"_SstfXyea_13_1988","","","","",".0040198",".2866664",".0140226",".9888129",".1732789",".4106915",".4219199",".6731134"
"_SstfXyea_16_1961","","","","",".3614655",".2525685","1.431158",".1524881",".3634329",".2563968","1.417463",".1564506"
"_SstfXyea_16_1962","","","","",".0075123",".0675702",".1111774",".9114831","-.0445881",".0571273","-.7805044",".4351551"
"_SstfXyea_16_1963","","","","","-.3159116",".2129418","-1.483558",".1380303","-.3786922",".2497622","-1.516211",".1295704"
"_SstfXyea_16_1964","","","","","-.1168957",".1385505","-.8437049",".398901","-.2446384",".2101126","-1.16432",".244386"
"_SstfXyea_16_1965","","","","","-.116054",".1147783","-1.011115",".3120422","-.2505778",".1744747","-1.436185",".1510531"
"_SstfXyea_16_1966","","","","","-.198906",".1637797","-1.214473",".2246621","-.3537892",".2439177","-1.450445",".1470382"
"_SstfXyea_16_1967","","","","","-.2618784",".2858358","-.9161848",".359643","-.4215448",".3585601","-1.17566",".2398232"
"_SstfXyea_16_1968","","","","",".1888152",".3333043",".5664948",".5710995",".017176",".4293867",".0400013",".9680947"
"_SstfXyea_16_1969","","","","",".313246",".3751447",".8350003",".4037835",".1396418",".4651485",".3002091",".7640383"
"_SstfXyea_16_1970","","","","","-.2380616",".1603561","-1.484581",".1377591","-.4091301",".295685","-1.383669",".166562"
"_SstfXyea_16_1971","","","","",".2975995",".4263448",".6980254",".4852149",".1264234",".5284721",".2392244",".8109478"
"_SstfXyea_16_1972","","","","",".3753724",".3381426","1.110101",".2670438",".2093102",".4236834",".494025",".6213244"
"_SstfXyea_16_1973","","","","",".6897527",".3428221","2.011985",".04431",".5358373",".396684","1.350791",".1768633"
"_SstfXyea_16_1974","","","","",".2022232",".1801969","1.122234",".261852",".0500572",".322745",".1550982",".8767543"
"_SstfXyea_16_1975","","","","",".2450105",".1754356","1.396583",".1626413",".1061404",".3131329",".3389629",".7346612"
"_SstfXyea_16_1976","","","","",".3325045",".1733941","1.917623",".0552529",".2227245",".3049698",".7303167",".4652532"
"_SstfXyea_16_1977","","","","",".412717",".2448326","1.685711",".0919546",".3109809",".3342506",".9303827",".3522472"
"_SstfXyea_16_1978","","","","",".3473139",".2612005","1.329683",".183723",".2794044",".3781438",".7388841",".4600347"
"_SstfXyea_16_1979","","","","",".1239076",".2459935",".5037028",".6145069",".0600029",".4162254",".1441595",".8853841"
"_SstfXyea_16_1980","","","","","-.0171086",".1284696","-.1331726",".8940658","-.0752724",".2725262","-.2762025",".7824114"
"_SstfXyea_16_1981","","","","",".2336155",".179217","1.303535",".1924914",".1769664",".3130872",".5652305",".5719589"
"_SstfXyea_16_1982","","","","",".1603746",".1990418",".805733",".4204602",".1040127",".3197634",".3252803",".7449915"
"_SstfXyea_16_1983","","","","",".2210147",".2060129","1.07282",".2834376",".1649402",".3975501",".4148915",".6782508"
"_SstfXyea_16_1984","","","","",".3165538",".2511799","1.260267",".2076701",".2607665",".3886895",".6708865",".5023441"
"_SstfXyea_16_1985","","","","",".4807883",".3054661","1.57395",".1156036",".4252883",".416673","1.020676",".3074894"
"_SstfXyea_16_1986","","","","",".3414483",".2495517","1.368247",".1713364",".2862356",".4151094",".6895425",".4905348"
"_SstfXyea_16_1987","","","","",".2372316",".173527","1.367117",".1716903",".1823062",".3935599",".4632235",".6432375"
"_SstfXyea_16_1988","","","","",".2708385",".2599578","1.041856",".2975617",".2162003",".4085268",".5292195",".596692"
"_SstfXyea_17_1961","","","","",".2751134",".3689864",".7455922",".4559717",".7974073",".4160401","1.91666",".0553752"
"_SstfXyea_17_1962","","","","","-5.996781","1.049953","-5.711478","1.23e-08","-5.41364",".9345458","-5.792803","7.63e-09"
"_SstfXyea_17_1963","","","","","-2.617932",".545535","-4.798834","1.67e-06","-1.915162",".4760204","-4.023278",".0000588"
"_SstfXyea_17_1964","","","","","-8.437729","1.424817","-5.921972","3.54e-09","-7.687883","1.264621","-6.079199","1.36e-09"
"_SstfXyea_17_1965","","","","","-4.542268",".8003314","-5.675485","1.51e-08","-3.558253",".6191997","-5.746535","1.00e-08"
"_SstfXyea_17_1966","","","","","4.723092",".7844025","6.021262","1.94e-09","5.84513","1.011659","5.777768","8.34e-09"
"_SstfXyea_17_1967","","","","","2.336393",".5659539","4.128239",".0000375","3.607627",".7865757","4.586498","4.69e-06"
"_SstfXyea_17_1968","","","","",".6921597",".408946","1.692545",".090645","2.107504",".5104072","4.129064",".0000374"
"_SstfXyea_17_1969","","","","","7.892581","1.345093","5.867685","4.90e-09","9.441974","1.649329","5.724738","1.14e-08"
"_SstfXyea_17_1970","","","","","1.563375",".385483","4.055625",".0000513","3.28152",".6897646","4.757448","2.05e-06"
"_SstfXyea_17_1971","","","","","-4.603581","1.064173","-4.325972",".0000157","-2.715038",".8272423","-3.282034",".0010423"
"_SstfXyea_17_1972","","","","","-4.030158","1.09483","-3.681082",".0002363","-2.045021",".826868","-2.473213",".013445"
"_SstfXyea_17_1973","","","","","-5.309365","1.090106","-4.870502","1.17e-06","-3.141188",".7675119","-4.09269",".0000438"
"_SstfXyea_17_1974","","","","","-5.319275","1.004483","-5.295538","1.27e-07","-2.965783",".6237518","-4.754748","2.08e-06"
"_SstfXyea_17_1975","","","","","-8.194304","1.43734","-5.701022","1.31e-08","-5.835454","1.043556","-5.591891","2.45e-08"
"_SstfXyea_17_1976","","","","","-7.024555","1.276367","-5.503554","4.03e-08","-4.453669",".8565498","-5.199544","2.13e-07"
"_SstfXyea_17_1977","","","","","-4.106886",".8627499","-4.760228","2.02e-06","-1.349801",".5513489","-2.448179",".0144144"
"_SstfXyea_17_1978","","","","","-8.49481","1.640006","-5.179742","2.37e-07","-5.51875","1.160028","-4.757428","2.05e-06"
"_SstfXyea_17_1979","","","","","-7.55039","1.386617","-5.445188","5.59e-08","-4.415392",".9371237","-4.711643","2.57e-06"
"_SstfXyea_17_1980","","","","","-8.865651","1.62266","-5.463653","5.04e-08","-5.562891","1.040694","-5.345369","9.69e-08"
"_SstfXyea_17_1981","","","","","-7.679792","1.427408","-5.380237","8.01e-08","-4.212319",".8522832","-4.942393","8.14e-07"
"_SstfXyea_17_1982","","","","","-5.130822","1.023302","-5.013988","5.64e-07","-1.500833",".5382068","-2.78858",".0053271"
"_SstfXyea_17_1983","","","","","-4.657164",".9290377","-5.012891","5.67e-07","-.8646597",".5407724","-1.598935",".1099395"
"_SstfXyea_17_1984","","","","","-4.131832",".8699566","-4.749469","2.13e-06","-.1768116",".5516034","-.3205411",".7485803"
"_SstfXyea_17_1985","","","","","-5.179338","1.029765","-5.029632","5.20e-07","-1.061801",".6105921","-1.738969",".0821418"
"_SstfXyea_17_1986","","","","","-4.961537","1.04983","-4.726037","2.39e-06","-.6814839",".6077781","-1.121271",".2622616"
"_SstfXyea_17_1987","","","","","-5.307287","1.000271","-5.305849","1.20e-07","-.8647189",".5431375","-1.592081",".111471"
"_SstfXyea_17_1988","","","","","-6.530823","1.267228","-5.15363","2.72e-07","-1.925738",".6744632","-2.855216",".00433"
"_SstfXyea_18_1961","","","","","1.302744",".3994021","3.261735",".0011196","1.281106",".4053043","3.160848",".0015886"
"_SstfXyea_18_1962","","","","",".5521111",".2938612","1.878816",".0603657",".4445143",".2903307","1.531062",".1258586"
"_SstfXyea_18_1963","","","","",".145079",".5908277",".2455522",".8060456","-.0267053",".6003115","-.0444858",".9645201"
"_SstfXyea_18_1964","","","","",".1586606",".2250164",".7051068",".4807981",".0575406",".2179247",".264039",".7917679"
"_SstfXyea_18_1965","","","","",".3885352",".217738","1.784416",".0744563",".4444548",".2291275","1.93977",".0525004"
"_SstfXyea_18_1966","","","","",".6408186",".5574681","1.149516",".2504341",".6709259",".5618832","1.194067",".2325455"
"_SstfXyea_18_1967","","","","","-.0201328",".3476001","-.0579193",".9538167","-.0146132",".3516342","-.0415578",".9668539"
"_SstfXyea_18_1968","","","","","1.195448",".8072555","1.480879",".1387428","1.207951",".8089512","1.493231",".1354809"
"_SstfXyea_18_1969","","","","","1.695625",".7966943","2.128326",".0333907","1.731351",".8214615","2.107647",".0351436"
"_SstfXyea_18_1970","","","","",".2191084",".5327985",".4112406",".6809253",".2532715",".5449811",".4647344",".6421551"
"_SstfXyea_18_1971","","","","","1.468768",".6140012","2.392126",".0168118","1.501752",".6624619","2.266926",".023465"
"_SstfXyea_18_1972","","","","","1.947132","1.26469","1.539613",".1237593","1.966871","1.29746","1.515939",".1296392"
"_SstfXyea_18_1973","","","","","1.589987",".5713361","2.782927",".0054205","1.60316",".6275225","2.554745",".0106751"
"_SstfXyea_18_1974","","","","","3.106683","1.912601","1.624323",".1044109","3.133186","1.931253","1.622359",".1048307"
"_SstfXyea_18_1975","","","","","1.328585","1.107657","1.199455",".2304449","1.335182","1.154028","1.156976",".2473736"
"_SstfXyea_18_1976","","","","","2.332946","1.585019","1.471872",".1411593","2.333914","1.611126","1.448623",".1475466"
"_SstfXyea_18_1977","","","","","3.379216","1.248233","2.7072",".0068235","3.399178","1.286005","2.643207",".0082548"
"_SstfXyea_18_1978","","","","","1.46991",".45832","3.207169",".0013545","1.439663",".5672952","2.537767",".011206"
"_SstfXyea_18_1979","","","","",".6995918",".6562714","1.06601",".2865042",".5755567",".7209687",".7983102",".4247531"
"_SstfXyea_18_1980","","","","","2.333224",".769926","3.030452",".0024625","2.201364",".7967379","2.762971",".0057624"
"_SstfXyea_18_1981","","","","","1.706738",".8391303","2.033936",".0420451","1.568022",".8791882","1.783489",".074607"
"_SstfXyea_18_1982","","","","","2.081083","1.103744","1.885476",".0594613","1.933206","1.133127","1.706081",".0880957"
"_SstfXyea_18_1983","","","","",".7670927",".3779155","2.029799",".0424643",".610055",".4966993","1.228218",".2194607"
"_SstfXyea_18_1984","","","","","1.498647",".3882152","3.860352",".0001156","1.332448",".5052481","2.637216",".0084017"
"_SstfXyea_18_1985","","","","","2.108974","1.124099","1.876146",".0607314","1.933614","1.18235","1.635399",".1020694"
"_SstfXyea_18_1986","","","","","1.160865",".4281846","2.711132",".0067433",".976344",".5621247","1.736882",".0825098"
"_SstfXyea_18_1987","","","","",".8756749",".3525744","2.48366",".0130577",".6819928",".4849796","1.40623",".1597585"
"_SstfXyea_18_1988","","","","",".9345558",".3216328","2.905661",".0036914",".7317125",".4732424","1.546169",".1221684"
"_SstfXyea_19_1961","","","","",".5840053",".3388884","1.723297",".084937",".5587066",".3462846","1.613432",".106755"
"_SstfXyea_19_1962","","","","",".357958",".2084064","1.717596",".0859727",".3936625",".3037579","1.295975",".1950831"
"_SstfXyea_19_1963","","","","","-.2531384",".3215496","-.7872453",".4312","-.2023948",".3690505","-.5484202",".5834439"
"_SstfXyea_19_1964","","","","","-.1458884",".1965038","-.7424204",".4578903","-.199147",".2281803","-.8727616",".3828623"
"_SstfXyea_19_1965","","","","",".1471998",".2010341",".732213",".4640953",".0698844",".2418543",".2889526",".7726375"
"_SstfXyea_19_1966","","","","",".2256005",".3779976",".5968305",".5506652",".1359486",".4434118",".3065967",".7591715"
"_SstfXyea_19_1967","","","","","-.8438157",".3421187","-2.466441",".0137013","-.9465315",".3378684","-2.80148",".0051192"
"_SstfXyea_19_1968","","","","","-.1648566",".3825632","-.4309264",".6665526","-.2961312",".4164874","-.7110209",".4771261"
"_SstfXyea_19_1969","","","","",".1525857",".45116",".3382075",".7352303",".0049467",".4840952",".0102185",".9918476"
"_SstfXyea_19_1970","","","","","-.2947998",".2002383","-1.472245",".1410587","-.4653931",".2655006","-1.752889",".0797223"
"_SstfXyea_19_1971","","","","","-.2557352",".5656963","-.4520716",".6512498","-.4407393",".6097001","-.7228789",".4698102"
"_SstfXyea_19_1972","","","","",".2044837",".4505858",".4538174",".6499928",".013478",".5036037",".0267631",".9786505"
"_SstfXyea_19_1973","","","","","-.0751786",".4308841","-.1744753",".8615036","-.2962567",".4887445","-.6061586",".5444549"
"_SstfXyea_19_1974","","","","","-.1679859",".2955105","-.5684601",".5697648","-.4001476",".356764","-1.121603",".2621203"
"_SstfXyea_19_1975","","","","","-.0797376",".270117","-.2951966",".767864","-.3034136",".3324745","-.9125921",".3615298"
"_SstfXyea_19_1976","","","","",".4473705",".2524488","1.772124",".0764746",".1722016",".347497",".4955484",".6202491"
"_SstfXyea_19_1977","","","","","1.156942",".4393286","2.633432",".0084957",".8541508",".5206265","1.640621",".10098"
"_SstfXyea_19_1978","","","","",".5576517",".3463542","1.610062",".1074886",".2839501",".44786",".6340155",".5261187"
"_SstfXyea_19_1979","","","","","-.0241606",".3704756","-.0652151",".948007","-.309204",".4711871","-.6562233",".5117303"
"_SstfXyea_19_1980","","","","",".5444954",".3387849","1.607201",".1081146",".2500788",".4129268",".605625",".5448092"
"_SstfXyea_19_1981","","","","",".5422575",".2286301","2.371768",".0177654",".2351932",".3407623",".6901973",".490123"
"_SstfXyea_19_1982","","","","","1.292744",".6122356","2.111514",".03481",".9707893",".6793271","1.429045",".1530944"
"_SstfXyea_19_1983","","","","",".6807597",".3740287","1.820074",".0688465",".3439149",".4984872",".6899172",".4902991"
"_SstfXyea_19_1984","","","","",".7335987",".3193892","2.29688",".0216936",".3818637",".4500682",".8484575",".3962504"
"_SstfXyea_19_1985","","","","",".5844681",".3452568","1.69285",".0905869",".2178428",".494182",".440815",".6593784"
"_SstfXyea_19_1986","","","","",".723373",".3171015","2.281204",".0226056",".3418575",".471453",".7251148",".4684377"
"_SstfXyea_19_1987","","","","",".4609091",".2186831","2.107658",".0351427",".0645034",".3917066",".1646728",".8692125"
"_SstfXyea_19_1988","","","","",".7951642",".3226526","2.464459",".0137772",".3838683",".4664955",".8228766",".410643"
"_SstfXyea_20_1961","","","","",".573353",".3345978","1.713559",".0867122",".5446078",".3418921","1.592923",".1112819"
"_SstfXyea_20_1962","","","","",".1261482",".1101753","1.144977",".2523093","-.0143174",".1137323","-.1258867",".89983"
"_SstfXyea_20_1963","","","","","-.4393825",".3085214","-1.424156",".1545045","-.546848",".3672013","-1.489232",".1365305"
"_SstfXyea_20_1964","","","","",".0208327",".2021916",".1030346",".9179424","-.1664183",".2023661","-.8223626",".4109354"
"_SstfXyea_20_1965","","","","","-.012923",".2036566","-.0634551",".9494083","-.2282389",".2730715","-.8358212",".4033215"
"_SstfXyea_20_1966","","","","","-.3479252",".2282484","-1.524327",".1275315","-.595767",".2986251","-1.995034",".0461287"
"_SstfXyea_20_1967","","","","","-.5464895",".3139845","-1.740499",".0818732","-.8092915",".3284857","-2.463704",".0138062"
"_SstfXyea_20_1968","","","","",".1151816",".3886993",".2963257",".7670017","-.1749685",".4202963","-.4162978",".6772216"
"_SstfXyea_20_1969","","","","",".0212286",".470143",".0451536",".9639879","-.2890334",".5444449","-.5308773",".5955428"
"_SstfXyea_20_1970","","","","","-.0827057",".2154816","-.3838181",".7011402","-.4040447",".2366265","-1.707521",".0878279"
"_SstfXyea_20_1971","","","","","-.1196155",".5524428","-.2165211",".8285962","-.4611453",".6216412","-.7418191",".4582545"
"_SstfXyea_20_1972","","","","",".4905609",".4887079","1.003792",".3155594",".13668",".5546192",".2464393",".8053589"
"_SstfXyea_20_1973","","","","",".3843542",".4590778",".8372311",".4025288",".0313838",".4899038",".0640612",".9489257"
"_SstfXyea_20_1974","","","","","-.0528214",".2708915","-.1949909",".8454131","-.4271208",".3493416","-1.222645",".221559"
"_SstfXyea_20_1975","","","","",".0372881",".2647558",".1408396",".8880061","-.338658",".3257693","-1.039564",".2986257"
"_SstfXyea_20_1976","","","","",".2968592",".2411482","1.231024",".2184095","-.0499478",".3349836","-.1491053",".8814805"
"_SstfXyea_20_1977","","","","",".9216695",".3862775","2.38603",".0170925",".5292484",".4511348","1.173149",".2408283"
"_SstfXyea_20_1978","","","","",".7367484",".4025144","1.830365",".0672936",".3553002",".4803116",".7397285",".4595222"
"_SstfXyea_20_1979","","","","","-.0417341",".3615439","-.1154331",".9081095","-.4384879",".4556519","-.962331",".3359603"
"_SstfXyea_20_1980","","","","",".2135712",".1759749","1.213646",".2249776","-.2037069",".2703079","-.7536106",".4511417"
"_SstfXyea_20_1981","","","","","1.13416",".5314256","2.134183",".032908",".7001315",".5526998","1.266748",".2053428"
"_SstfXyea_20_1982","","","","",".5013134",".2486602","2.016058",".0438821",".0483779",".3345117",".1446224",".8850186"
"_SstfXyea_20_1983","","","","",".2812965",".2713671","1.03659",".3000097","-.1905464",".4068211","-.4683789",".6395474"
"_SstfXyea_20_1984","","","","",".6963143",".3185628","2.185799",".0289067",".2055639",".4360413",".471432",".6373662"
"_SstfXyea_20_1985","","","","",".5540619",".3426907","1.616798",".106026",".044404",".4868277",".0912109",".927331"
"_SstfXyea_20_1986","","","","",".6873644",".3162974","2.173158",".0298457",".158799",".4603828",".3449282",".7301723"
"_SstfXyea_20_1987","","","","",".7447894",".3243772","2.29606",".0217405",".1973166",".4327247",".4559864",".6484325"
"_SstfXyea_20_1988","","","","",".7524542",".3220839","2.336206",".0195455",".1860739",".4473332",".4159627",".6774668"
"_SstfXyea_21_1961","","","","",".0990985",".3214847",".3082527",".7579113",".0953141",".3318105",".2872546",".773937"
"_SstfXyea_21_1962","","","","","-.2840824",".2025691","-1.402397",".1608993","-.359206",".2216991","-1.620241",".1052847"
"_SstfXyea_21_1963","","","","","-.4088757",".2548321","-1.604491",".1087103","-.5069994",".2876126","-1.762786",".0780376"
"_SstfXyea_21_1964","","","","","-.425294",".4170284","-1.01982",".3078953","-.5143295",".4755447","-1.081559",".2795349"
"_SstfXyea_21_1965","","","","","-.5044266",".372121","-1.355545",".1753452","-.5967394",".4355222","-1.37017",".1707355"
"_SstfXyea_21_1966","","","","","-.7590833",".4720198","-1.60816",".1079045","-.8729142",".5335289","-1.636114",".1019197"
"_SstfXyea_21_1967","","","","","-.7450826",".4418236","-1.68638",".0918257","-.8655812",".495138","-1.748161",".0805375"
"_SstfXyea_21_1968","","","","","-.7163351",".7554216","-.9482587",".3430735","-.8511711",".8528392","-.9980442",".3183378"
"_SstfXyea_21_1969","","","","","-.5908892",".728957","-.8105954",".4176618","-.7245934",".8311859","-.8717585",".3834093"
"_SstfXyea_21_1970","","","","","-1.065279",".6085105","-1.750633",".0801104","-1.193083",".7052647","-1.691681",".0908099"
"_SstfXyea_21_1971","","","","","-.4749961",".8346723","-.5690809",".5693435","-.631764",".9635891","-.6556363",".512108"
"_SstfXyea_21_1972","","","","","-.4352231",".6051371","-.719214",".4720646","-.587148",".7355898","-.7982002",".424817"
"_SstfXyea_21_1973","","","","","-.5164203",".6462486","-.7991047",".4242924","-.6506244",".7833468","-.83057",".4062821"
"_SstfXyea_21_1974","","","","","-.4627535",".4450999","-1.039662",".29858","-.666921",".6264297","-1.064638",".2871246"
"_SstfXyea_21_1975","","","","","-.3999565",".4287256","-.9328963",".3509479","-.5945824",".6033223","-.9855138",".3244506"
"_SstfXyea_21_1976","","","","","-.2526289",".3610442","-.6997174",".4841576","-.4071664",".5503859","-.7397836",".4594887"
"_SstfXyea_21_1977","","","","","-.0389709",".3437342","-.113375",".9097407","-.1768079",".5279833","-.3348741",".7377432"
"_SstfXyea_21_1978","","","","",".2525193",".3091238",".8168873",".4140571",".1278991",".4685117",".2729902",".7848794"
"_SstfXyea_21_1979","","","","","-.4777718",".5241628","-.9114951",".3621072","-.5973075",".7008556","-.8522548",".3941402"
"_SstfXyea_21_1980","","","","","-.4663836",".3429105","-1.360074",".1739078","-.5787545",".5105825","-1.133518",".2570866"
"_SstfXyea_21_1981","","","","","-.1862001",".3333356","-.5585965",".5764785","-.2948896",".5166604","-.570761",".5682041"
"_SstfXyea_21_1982","","","","","-.2127646",".3212497","-.6623028",".5078276","-.3194317",".5055428","-.6318589",".5275268"
"_SstfXyea_21_1983","","","","","-.323743",".4202102","-.7704311",".4411043","-.4283878",".619956","-.6909971",".4896204"
"_SstfXyea_21_1984","","","","","-.0502529",".3608696","-.1392551",".8892579","-.1528754",".5674765","-.2693951",".787644"
"_SstfXyea_21_1985","","","","","-.0710725",".427951","-.1660763",".868108","-.1716726",".6464559","-.2655597",".7905964"
"_SstfXyea_21_1986","","","","","-.0582888",".366816","-.1589048",".8737545","-.1568666",".5914673","-.265216",".7908611"
"_SstfXyea_21_1987","","","","","-.1692486",".3814262","-.4437257",".6572726","-.265804",".6063004","-.4384032",".6611253"
"_SstfXyea_21_1988","","","","",".326264",".2803744","1.163673",".2446484",".2317309",".4680884",".4950579",".6205952"
"_SstfXyea_22_1961","","","","",".1061932",".4432204",".2395947",".8106607",".1219348",".4448928",".2740767",".7840444"
"_SstfXyea_22_1962","","","","","-.3788725",".3267952","-1.159358",".2464019","-.4152846",".3204959","-1.295756",".1951583"
"_SstfXyea_22_1963","","","","","-.521112",".4472458","-1.165158",".2440469","-.4285929",".4005909","-1.069902",".2847488"
"_SstfXyea_22_1964","","","","",".1404009",".2186045",".64226",".520753",".1766168",".2857734",".618031",".5366014"
"_SstfXyea_22_1965","","","","","-.1561008",".1683606","-.9271812",".3539064","-.0661175",".1513403","-.4368797",".6622298"
"_SstfXyea_22_1966","","","","",".9274264",".6631428","1.398532",".1620558","1.027202",".7311853","1.404844",".1601702"
"_SstfXyea_22_1967","","","","","-.2017293",".3174515","-.6354648",".5251734","-.0631518",".2826256","-.2234469",".8232028"
"_SstfXyea_22_1968","","","","",".5249522",".3297831","1.591811",".1115317",".6711017",".3908867","1.71687",".0861052"
"_SstfXyea_22_1969","","","","","-.0350361",".5827486","-.0601222",".9520623",".1361685",".5477882",".2485787",".8037035"
"_SstfXyea_22_1970","","","","","-.4712993",".5112301","-.9218927",".3566581","-.2740883",".4330555","-.6329173",".5268355"
"_SstfXyea_22_1971","","","","",".162029",".6075431",".2666954",".7897219",".3711054",".5996842",".6188347",".5360718"
"_SstfXyea_22_1972","","","","",".0792103",".4315954",".1835291",".8543952",".3142704",".452808",".6940478",".4877055"
"_SstfXyea_22_1973","","","","","-.3857913",".7119406","-.541887",".5879363","-.1193547",".6478104","-.1842432",".853835"
"_SstfXyea_22_1974","","","","","-.3388428",".7657821","-.4424794",".658174","-.0735259",".6842429","-.1074558",".9144345"
"_SstfXyea_22_1975","","","","","1.458314",".9684067","1.50589",".1321998","1.760209","1.1249","1.564769",".1177416"
"_SstfXyea_22_1976","","","","",".3583185",".2386523","1.501425",".1333501",".7081091",".3460399","2.046322",".0408109"
"_SstfXyea_22_1977","","","","",".757119",".3721104","2.034662",".0419719","1.070556",".54799","1.953604",".05084"
"_SstfXyea_22_1978","","","","","1.139045",".6277301","1.814546",".0696927","1.509169",".8144344","1.853027",".0639758"
"_SstfXyea_22_1979","","","","","2.903513","1.789353","1.622661",".1047661","3.275335","1.965456","1.66645",".0957273"
"_SstfXyea_22_1980","","","","",".1304291",".1630619",".7998746",".4238463",".5198799",".3255797","1.596783",".1104186"
"_SstfXyea_22_1981","","","","","-.3603933",".473729","-.7607585",".4468606",".0480971",".4133744",".1163524",".907381"
"_SstfXyea_22_1982","","","","",".0501365",".2140587",".2342183",".8148313",".477955",".3467707","1.378303",".1682118"
