"","est1","","",""
"","b","se","t","p"
"156365.unitid#c.year","-.0024046",".0013375","-1.797786",".0726241"
"156541.unitid#c.year","-.0039639",".0012766","-3.105023",".0019762"
"156745.unitid#c.year",".0023526",".0014915","1.577391",".1151388"
"157058.unitid#c.year","-.0091562",".0013397","-6.83438","1.74e-11"
"157076.unitid#c.year","-.0041516",".0013107","-3.167597",".0016011"
"157085.unitid#c.year","-.0017643",".001043","-1.691517",".091165"
"157289.unitid#c.year",".0036851",".0007993","4.610152","4.75e-06"
"157386.unitid#c.year","-.0034504",".0012605","-2.737327",".0063448"
"157401.unitid#c.year","-.0032188",".0012833","-2.508191",".0123509"
"157447.unitid#c.year","-.0019326",".0011231","-1.720698",".0857293"
"157535.unitid#c.year","-.0006039",".0012122","-.4982071",".6184881"
"157951.unitid#c.year","-.0048048",".0010741","-4.473237","8.93e-06"
"158477.unitid#c.year","-.0026104",".0013636","-1.914387",".0559614"
"159009.unitid#c.year","-.0051998",".001417","-3.66973",".0002605"
"159391.unitid#c.year",".0017611",".0010462","1.683408",".0927237"
"159647.unitid#c.year","-.0020579",".0012642","-1.627847",".1039887"
"159717.unitid#c.year","-.0019141",".0013912","-1.375873",".1692829"
"159966.unitid#c.year","-.001361",".0013816","-.9850866",".3249079"
"160038.unitid#c.year","-.0024573",".0013553","-1.81307",".0702316"
"160612.unitid#c.year","-.0019709",".0012549","-1.570533",".1167244"
"160621.unitid#c.year","-.006386",".0013305","-4.799707","1.93e-06"
"160658.unitid#c.year","-.0027085",".0012624","-2.145512",".0322411"
"161004.unitid#c.year","-.0032996",".0015728","-2.097965",".0362514"
"161226.unitid#c.year","-.0022029",".001282","-1.718292",".0861673"
"161235.unitid#c.year","-.0026614",".0013713","-1.940796",".0526677"
"161244.unitid#c.year","-.0023372",".0013697","-1.706413",".0883565"
"161253.unitid#c.year","-.001394",".001142","-1.220734",".2225809"
"161554.unitid#c.year","-.0055431",".0012072","-4.591599","5.18e-06"
"162007.unitid#c.year","-.0090316",".001327","-6.805892","2.10e-11"
"162210.unitid#c.year","-.0096196",".0013551","-7.099032","2.98e-12"
"162283.unitid#c.year","-.0118489",".0014343","-8.261297","6.77e-16"
"162584.unitid#c.year","-.0094191",".0013237","-7.115637","2.67e-12"
"162654.unitid#c.year","-.0080365",".0014788","-5.434432","7.50e-08"
"162760.unitid#c.year","-.0057274",".0012858","-4.454164","9.74e-06"
"162928.unitid#c.year","-.005204",".0029699","-1.752255",".0801498"
"163046.unitid#c.year","-.0019036",".0017157","-1.109536",".2675642"
"163268.unitid#c.year",".000861",".0011588",".7429785",".4577337"
"163286.unitid#c.year",".0124162",".0005626","22.06881","4.42e-83"
"163453.unitid#c.year","-.0126926",".0011694","-10.85382","1.51e-25"
"163462.unitid#c.year","-.0065201",".0014423","-4.520641","7.19e-06"
"163851.unitid#c.year","-.0068145",".001284","-5.307149","1.48e-07"
"163912.unitid#c.year","-.0030163",".0012692","-2.376519",".0177338"
"164076.unitid#c.year",".0010573",".0010967",".9640878",".3353212"
"164173.unitid#c.year",".0065466",".0012342","5.304251","1.50e-07"
"164216.unitid#c.year","-.0003671",".0015961","-.2300264",".8181357"
"164270.unitid#c.year","-.0032792",".0014748","-2.223486",".0264884"
"164447.unitid#c.year","-.0096504",".0014822","-6.510931","1.39e-10"
"164492.unitid#c.year","-.0123385",".0013082","-9.431365","5.26e-20"
"164562.unitid#c.year","-.0035318",".001477","-2.391127",".017049"
"165015.unitid#c.year","-.0003139",".0014457","-.2171028",".8281889"
"165024.unitid#c.year","-.0043358",".0014429","-3.004979",".0027469"
"165334.unitid#c.year",".0030867",".001489","2.072951",".0385271"
"165662.unitid#c.year",".0088364",".0013112","6.739243","3.23e-11"
"165671.unitid#c.year",".0052502",".0013508","3.886736",".0001108"
"165820.unitid#c.year","-.004757",".0014936","-3.184799",".0015101"
"165866.unitid#c.year","-.0027687",".0015097","-1.833921",".0670727"
"165936.unitid#c.year",".0046334",".001341","3.455267",".0005815"
"166027.unitid#c.year","-.0118377",".0025958","-4.560251","5.99e-06"
"166124.unitid#c.year","-.0052666",".0015765","-3.340766",".000878"
"166513.unitid#c.year","-.0042734",".0014755","-2.896264",".0038893"
"166629.unitid#c.year",".0056855",".0012586","4.517198","7.31e-06"
"166638.unitid#c.year","-.0072384",".0014386","-5.031626","6.13e-07"
"166683.unitid#c.year","-.0087757",".0016806","-5.221667","2.31e-07"
"167288.unitid#c.year","-.0021144",".0015931","-1.327197",".1848584"
"167987.unitid#c.year","-.0072234",".0013584","-5.317595","1.40e-07"
"167996.unitid#c.year","-.0037544",".0015444","-2.43101",".0152965"
"168005.unitid#c.year","-.001536",".001312","-1.170678",".2421104"
"168148.unitid#c.year","-.0012441",".001325","-.9389859",".3480486"
"168254.unitid#c.year",".0026791",".0014611","1.833646",".0671135"
"168281.unitid#c.year",".0006677",".0016319",".4091424",".6825552"
"168342.unitid#c.year","-.0072492",".0014991","-4.835856","1.62e-06"
"168546.unitid#c.year","-.0091637",".0014257","-6.427718","2.34e-10"
"168786.unitid#c.year","-.0008227",".0013298","-.618647",".5363419"
"169080.unitid#c.year","-.0007879",".0012792","-.6159698",".5381065"
"169798.unitid#c.year","-.0055934",".0011843","-4.722882","2.79e-06"
"169910.unitid#c.year","-.0059181",".0012623","-4.688278","3.29e-06"
"170082.unitid#c.year",".0018778",".0008247","2.277065",".0230708"
"170301.unitid#c.year",".0002114",".0013252",".1595317",".8732941"
"170532.unitid#c.year",".0028675",".0014658","1.956243",".0508175"
"170639.unitid#c.year","-.008722",".0013268","-6.57375","9.34e-11"
"170976.unitid#c.year","-.0053545",".0033042","-1.620506",".1055556"
"171100.unitid#c.year",".0047458",".0004601","10.3141","2.24e-23"
"171128.unitid#c.year","-.003129",".0014148","-2.211604",".0273031"
"171137.unitid#c.year","-.0024221",".0012182","-1.988196",".047163"
"171146.unitid#c.year","-.008714",".0012515","-6.962926","7.44e-12"
"171599.unitid#c.year",".0006768",".0013651",".4957758",".6202018"
"172051.unitid#c.year","-.00756",".001257","-6.014348","2.85e-09"
"172699.unitid#c.year","-.0025425",".0010507","-2.419786",".0157729"
"173160.unitid#c.year","-.0050964",".0013209","-3.858166",".0001243"
"173258.unitid#c.year","-.0006398",".0015789","-.405212",".6854404"
"173328.unitid#c.year","-.0003254",".00154","-.2113076",".8327062"
"173647.unitid#c.year","-.0021772",".0014771","-1.473954",".1409251"
"173902.unitid#c.year",".0023939",".0016816","1.423592",".1549919"
"174066.unitid#c.year",".0163023",".0009066","17.98271","3.93e-60"
"174233.unitid#c.year",".0018121",".0013291","1.363417",".1731714"
"174251.unitid#c.year",".003732",".0015154","2.462648",".0140214"
"174491.unitid#c.year",".0047382",".0014739","3.214812",".0013628"
"174792.unitid#c.year","-.0018326",".0014752","-1.242306",".2145226"
"174844.unitid#c.year",".0019341",".001629","1.1873",".2354956"
"174899.unitid#c.year",".0043457",".0015147","2.868953",".0042373"
"174914.unitid#c.year",".0022514",".0013105","1.717886",".0862415"
"175342.unitid#c.year","-.0098879",".0013545","-7.299964","7.54e-13"
"175421.unitid#c.year","-.0036675",".0012872","-2.849118",".0045075"
"175616.unitid#c.year","-.0119725",".0013567","-8.824748","8.03e-18"
"175856.unitid#c.year","-.0047167",".001221","-3.863133",".0001219"
"175980.unitid#c.year","-.0055088",".0013572","-4.058865",".0000546"
"176017.unitid#c.year","-.0043671",".0010201","-4.281153",".0000211"
"176035.unitid#c.year","-.0090531",".0013797","-6.561599","1.01e-10"
"176044.unitid#c.year","-.0093157",".0012865","-7.241271","1.13e-12"
"176080.unitid#c.year","-.0027905",".0009684","-2.881505",".0040739"
"176406.unitid#c.year","-.0078947",".0013159","-5.999428","3.12e-09"
"176628.unitid#c.year","-.0088266",".0013315","-6.62921","6.56e-11"
"176947.unitid#c.year","-.0012766",".0013412","-.9517818",".3415227"
"176965.unitid#c.year",".0006188",".0013062",".4737283",".6358353"
"177418.unitid#c.year","-.0136767",".0012252","-11.16309","7.97e-27"
"178059.unitid#c.year","-.0075943",".001339","-5.671609","2.04e-08"
"178341.unitid#c.year","-.0057208",".0013416","-4.264178",".0000227"
"178387.unitid#c.year","-.0065627",".0013329","-4.923499","1.05e-06"
"178396.unitid#c.year","-.0000304",".0005152","-.0589175",".9530339"
"178402.unitid#c.year","-.0026641",".0010716","-2.48599",".0131418"
"178411.unitid#c.year",".0010712",".0012246",".8747143",".3820171"
"178420.unitid#c.year","-.0012862",".0011954","-1.075968",".2822969"
"178615.unitid#c.year",".0033756",".0013063","2.58411",".0099562"
"179043.unitid#c.year",".0024827",".001337","1.856862",".0637334"
"179159.unitid#c.year",".0022404",".0014375","1.558557",".1195346"
"179557.unitid#c.year","-.0033864",".0012687","-2.669183",".0077726"
"179566.unitid#c.year",".0000434",".0012069",".0359459",".9713353"
"179867.unitid#c.year","-.0010316",".0015209","-.6782543",".4978254"
"179894.unitid#c.year","-.0013552",".001231","-1.100958",".271278"
"179946.unitid#c.year","-.0023495",".001326","-1.771908",".0768269"
"180179.unitid#c.year","-.0082871",".0012816","-6.46622","1.84e-10"
"180461.unitid#c.year","-.0029624",".0010821","-2.737621",".0063392"
"180522.unitid#c.year","-.0095679",".0013316","-7.185524","1.66e-12"
"180984.unitid#c.year",".000754",".0013335",".5654608",".5719341"
"181002.unitid#c.year","-.0005114",".0013032","-.3924191",".6948631"
"181020.unitid#c.year","-.0067043",".0013267","-5.053273","5.49e-07"
"181127.unitid#c.year","-.0058889",".0013","-4.529947","6.89e-06"
"181215.unitid#c.year","-.0008762",".0013377","-.6549773",".5126887"
"181394.unitid#c.year","-.0044635",".0012309","-3.626185",".0003076"
"181446.unitid#c.year","-.0018998",".0013422","-1.415457",".1573609"
"181464.unitid#c.year",".0040664",".000919","4.424751",".0000111"
"181534.unitid#c.year","-.0075828",".0013784","-5.501051","5.23e-08"
"181783.unitid#c.year","-.0037121",".0013835","-2.683022",".0074612"
"182281.unitid#c.year","-.0071677",".0009666","-7.415079","3.38e-13"
"182290.unitid#c.year","-.0050126",".0008788","-5.703895","1.70e-08"
"182634.unitid#c.year","-.0064913",".001488","-4.36252",".0000147"
"182795.unitid#c.year","-.0073858",".0013635","-5.416995","8.24e-08"
"183062.unitid#c.year",".010617",".001284","8.26879","6.39e-16"
"183080.unitid#c.year",".0042837",".0012767","3.355291",".0008338"
"183239.unitid#c.year","-.0040871",".0014705","-2.779449",".0055852"
"183822.unitid#c.year","-.0048134",".0012714","-3.785883",".0001657"
"183974.unitid#c.year",".0148535",".0012969","11.45323","4.78e-28"
"184348.unitid#c.year","-.0138447",".0015239","-9.084903","9.59e-19"
"184603.unitid#c.year",".0012085",".0015328",".7884735",".4306758"
"184612.unitid#c.year",".0018958",".0013401","1.414661",".1575942"
"184782.unitid#c.year",".0066368",".0010909","6.08385","1.89e-09"
"185129.unitid#c.year","-.0081038",".0013087","-6.192136","9.90e-10"
"185572.unitid#c.year",".0079723",".0012653","6.300603","5.12e-10"
"185590.unitid#c.year",".0059936",".0011204","5.349623","1.18e-07"
"185828.unitid#c.year",".0010053",".0011677",".8609228",".3895632"
"186131.unitid#c.year","-.0084508",".001095","-7.717908","3.89e-14"
"186201.unitid#c.year",".0190576",".0012791","14.89958","4.96e-44"
"186283.unitid#c.year",".0014434",".0013906","1.037916",".2996526"
"186584.unitid#c.year",".0022384",".0013556","1.651205",".0991268"
"186876.unitid#c.year",".0022549",".0012192","1.849449",".0647971"
"187134.unitid#c.year",".0037877",".0012239","3.094871",".0020442"
"187444.unitid#c.year","-.0008099",".0012162","-.6658951",".5056885"
"187985.unitid#c.year","-.0071308",".0007406","-9.628284","9.74e-21"
"188030.unitid#c.year","-.0052909",".0010982","-4.817625","1.77e-06"
"188429.unitid#c.year",".0046964",".0013109","3.582473",".0003629"
"188641.unitid#c.year","-.0120763",".0012758","-9.465483","3.94e-20"
"190044.unitid#c.year","-.0051051",".0014364","-3.554167",".0004036"
"190099.unitid#c.year","-.0041852",".0016101","-2.599357",".0095285"
"190150.unitid#c.year","-.0051353",".0027646","-1.857471",".0636467"
