"","f_ave_fir","","",""
"","b","se","t","p"
"res_woman",".0870654",".0421266","2.066756",".0394322"
"_Iident_2","-.2266191",".0412774","-5.490148","7.35e-08"
"_cons",".0416773",".0348983","1.19425",".2331233"
"N","2304","","",""
"r2",".0341541","","",""
"df_m","2","","",""
"df_r","381","","",""
"df_b","","","",""
"df","","","",""
