"","f_anycrime","","",""
"","b","se","t","p"
"res_woman",".0019352",".0012573","1.53911",".1245323"
"_Iident_2",".0008496",".0010496",".809444",".4187192"
"_cons",".004542",".0008642","5.2555","2.36e-07"
"N","25359","","",""
"r2",".0009116","","",""
"df_m","2","","",""
"df_r","419","","",""
"df_b","","","",""
"df","","","",""
