	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)
	OLS	OLS	OLS	OLS	OLS	PROBIT		PROBIT		PROBIT		PROBIT		OLS	OLS	OLS	OLS	OLS	PROBIT		PROBIT		PROBIT		PROBIT		OLS	OLS	OLS	OLS	OLS	PROBIT		PROBIT		PROBIT		PROBIT		OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS
VARIABLES	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr FE	MFX	GEO	MFX	GEO+REL	MFX	GEO+REL+FAC	MFX	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr FE	MFX	GEO	MFX	GEO+REL	MFX	GEO+REL+FAC	MFX	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr FE	MFX	GEO	MFX	GEO+REL	MFX	GEO+REL+FAC	MFX	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr No FE
																																																		
kelurDum	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0287	0.0095	0.2881***	0.1006***	0.2856***	0.0997***	0.2774***	0.0966***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0287	0.0095	0.2881***	0.1006***	0.2856***	0.0997***	0.2774***	0.0966***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0287	0.0095	0.2881***	0.1006***	0.2856***	0.0997***	0.2774***	0.0966***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0739***
		(0.008)	(0.016)	(0.017)	(0.018)	(0.001)	(.)	(0.053)	(.)	(0.053)	(.)	(0.055)	(.)		(0.008)	(0.016)	(0.017)	(0.018)	(0.001)	(.)	(0.053)	(.)	(0.053)	(.)	(0.055)	(.)		(0.008)	(0.016)	(0.017)	(0.018)	(0.001)	(.)	(0.053)	(.)	(0.053)	(.)	(0.055)	(.)		(0.008)	(0.016)	(0.017)	(0.018)		(0.008)	(0.016)	(0.017)	(0.018)	
idkab_dum140		-0.8040***	-0.7790***	-0.8035***	-0.7949***	-1.3589***	.	-0.9400***	.	-0.9170***	.	-0.8856***	.		-0.8040***	-0.7790***	-0.8035***	-0.7949***	-1.3589***	.	-0.9400***	.	-0.9170***	.	-0.8856***	.		-0.8040***	-0.7790***	-0.8035***	-0.7949***	-1.3589***	.	-0.9400***	.	-0.9170***	.	-0.8856***	.		-0.8040***	-0.7790***	-0.8035***	-0.7949***		-0.8040***	-0.7790***	-0.8035***	-0.7949***	
		(0.007)	(0.014)	(0.016)	(0.016)	(0.003)	(.)	(0.054)	(.)	(0.054)	(.)	(0.057)	(.)		(0.007)	(0.014)	(0.016)	(0.016)	(0.003)	(.)	(0.054)	(.)	(0.054)	(.)	(0.057)	(.)		(0.007)	(0.014)	(0.016)	(0.016)	(0.003)	(.)	(0.054)	(.)	(0.054)	(.)	(0.057)	(.)		(0.007)	(0.014)	(0.016)	(0.016)		(0.007)	(0.014)	(0.016)	(0.016)	
idkab_dum141		-0.6668***	-0.6263***	-0.6530***	-0.6475***	-0.2274***	.	0.2656***	.	0.2717***	.	0.2878***	.		-0.6668***	-0.6263***	-0.6530***	-0.6475***	-0.2274***	.	0.2656***	.	0.2717***	.	0.2878***	.		-0.6668***	-0.6263***	-0.6530***	-0.6475***	-0.2274***	.	0.2656***	.	0.2717***	.	0.2878***	.		-0.6668***	-0.6263***	-0.6530***	-0.6475***		-0.6668***	-0.6263***	-0.6530***	-0.6475***	
		(0.008)	(0.015)	(0.017)	(0.017)	(0.000)	(.)	(0.055)	(.)	(0.055)	(.)	(0.056)	(.)		(0.008)	(0.015)	(0.017)	(0.017)	(0.000)	(.)	(0.055)	(.)	(0.055)	(.)	(0.056)	(.)		(0.008)	(0.015)	(0.017)	(0.017)	(0.000)	(.)	(0.055)	(.)	(0.055)	(.)	(0.056)	(.)		(0.008)	(0.015)	(0.017)	(0.017)		(0.008)	(0.015)	(0.017)	(0.017)	
idkab_dum142		-0.7821***	-0.7199***	-0.7445***	-0.7583***	-0.9765***	.	-0.3587***	.	-0.3356**	.	-0.3992***	.		-0.7821***	-0.7199***	-0.7445***	-0.7583***	-0.9765***	.	-0.3587***	.	-0.3356**	.	-0.3992***	.		-0.7821***	-0.7199***	-0.7445***	-0.7583***	-0.9765***	.	-0.3587***	.	-0.3356**	.	-0.3992***	.		-0.7821***	-0.7199***	-0.7445***	-0.7583***		-0.7821***	-0.7199***	-0.7445***	-0.7583***	
		(0.006)	(0.017)	(0.018)	(0.022)	(0.013)	(.)	(0.138)	(.)	(0.132)	(.)	(0.145)	(.)		(0.006)	(0.017)	(0.018)	(0.022)	(0.013)	(.)	(0.138)	(.)	(0.132)	(.)	(0.145)	(.)		(0.006)	(0.017)	(0.018)	(0.022)	(0.013)	(.)	(0.138)	(.)	(0.132)	(.)	(0.145)	(.)		(0.006)	(0.017)	(0.018)	(0.022)		(0.006)	(0.017)	(0.018)	(0.022)	
idkab_dum143		-0.7384***	-0.7063***	-0.7473***	-0.7574***	-0.5894***	.	-0.1229	.	-0.1585	.	-0.2071	.		-0.7384***	-0.7063***	-0.7473***	-0.7574***	-0.5894***	.	-0.1229	.	-0.1585	.	-0.2071	.		-0.7384***	-0.7063***	-0.7473***	-0.7574***	-0.5894***	.	-0.1229	.	-0.1585	.	-0.2071	.		-0.7384***	-0.7063***	-0.7473***	-0.7574***		-0.7384***	-0.7063***	-0.7473***	-0.7574***	
		(0.002)	(0.016)	(0.017)	(0.019)	(0.046)	(.)	(0.142)	(.)	(0.139)	(.)	(0.146)	(.)		(0.002)	(0.016)	(0.017)	(0.019)	(0.046)	(.)	(0.142)	(.)	(0.139)	(.)	(0.146)	(.)		(0.002)	(0.016)	(0.017)	(0.019)	(0.046)	(.)	(0.142)	(.)	(0.139)	(.)	(0.146)	(.)		(0.002)	(0.016)	(0.017)	(0.019)		(0.002)	(0.016)	(0.017)	(0.019)	
idkab_dum144		-0.4886***	-0.4672***	-0.5089***	-0.5157***	0.3548***	.	0.7907***	.	0.7522***	.	0.7172***	.		-0.4886***	-0.4672***	-0.5089***	-0.5157***	0.3548***	.	0.7907***	.	0.7522***	.	0.7172***	.		-0.4886***	-0.4672***	-0.5089***	-0.5157***	0.3548***	.	0.7907***	.	0.7522***	.	0.7172***	.		-0.4886***	-0.4672***	-0.5089***	-0.5157***		-0.4886***	-0.4672***	-0.5089***	-0.5157***	
		(0.003)	(0.013)	(0.014)	(0.015)	(0.025)	(.)	(0.095)	(.)	(0.096)	(.)	(0.103)	(.)		(0.003)	(0.013)	(0.014)	(0.015)	(0.025)	(.)	(0.095)	(.)	(0.096)	(.)	(0.103)	(.)		(0.003)	(0.013)	(0.014)	(0.015)	(0.025)	(.)	(0.095)	(.)	(0.096)	(.)	(0.103)	(.)		(0.003)	(0.013)	(0.014)	(0.015)		(0.003)	(0.013)	(0.014)	(0.015)	
idkab_dum145		-0.7684***	-0.7137***	-0.7444***	-0.7516***	-0.8293***	.	-0.2584**	.	-0.2574**	.	-0.2962***	.		-0.7684***	-0.7137***	-0.7444***	-0.7516***	-0.8293***	.	-0.2584**	.	-0.2574**	.	-0.2962***	.		-0.7684***	-0.7137***	-0.7444***	-0.7516***	-0.8293***	.	-0.2584**	.	-0.2574**	.	-0.2962***	.		-0.7684***	-0.7137***	-0.7444***	-0.7516***		-0.7684***	-0.7137***	-0.7444***	-0.7516***	
		(0.005)	(0.011)	(0.013)	(0.014)	(0.016)	(.)	(0.107)	(.)	(0.104)	(.)	(0.112)	(.)		(0.005)	(0.011)	(0.013)	(0.014)	(0.016)	(.)	(0.107)	(.)	(0.104)	(.)	(0.112)	(.)		(0.005)	(0.011)	(0.013)	(0.014)	(0.016)	(.)	(0.107)	(.)	(0.104)	(.)	(0.112)	(.)		(0.005)	(0.011)	(0.013)	(0.014)		(0.005)	(0.011)	(0.013)	(0.014)	
idkab_dum146		-0.6313***	-0.6164***	-0.6501***	-0.6548***	-0.0872***	.	0.2985***	.	0.2840***	.	0.2602***	.		-0.6313***	-0.6164***	-0.6501***	-0.6548***	-0.0872***	.	0.2985***	.	0.2840***	.	0.2602***	.		-0.6313***	-0.6164***	-0.6501***	-0.6548***	-0.0872***	.	0.2985***	.	0.2840***	.	0.2602***	.		-0.6313***	-0.6164***	-0.6501***	-0.6548***		-0.6313***	-0.6164***	-0.6501***	-0.6548***	
		(0.008)	(0.015)	(0.016)	(0.017)	(0.001)	(.)	(0.055)	(.)	(0.056)	(.)	(0.060)	(.)		(0.008)	(0.015)	(0.016)	(0.017)	(0.001)	(.)	(0.055)	(.)	(0.056)	(.)	(0.060)	(.)		(0.008)	(0.015)	(0.016)	(0.017)	(0.001)	(.)	(0.055)	(.)	(0.056)	(.)	(0.060)	(.)		(0.008)	(0.015)	(0.016)	(0.017)		(0.008)	(0.015)	(0.016)	(0.017)	
idkab_dum147		-0.3906***	-0.3408***	-0.3685***	-0.3741***	0.6189***	.	1.1721***	.	1.1793***	.	1.1523***	.		-0.3906***	-0.3408***	-0.3685***	-0.3741***	0.6189***	.	1.1721***	.	1.1793***	.	1.1523***	.		-0.3906***	-0.3408***	-0.3685***	-0.3741***	0.6189***	.	1.1721***	.	1.1793***	.	1.1523***	.		-0.3906***	-0.3408***	-0.3685***	-0.3741***		-0.3906***	-0.3408***	-0.3685***	-0.3741***	
		(0.008)	(0.011)	(0.013)	(0.013)	(0.000)	(.)	(0.066)	(.)	(0.065)	(.)	(0.069)	(.)		(0.008)	(0.011)	(0.013)	(0.013)	(0.000)	(.)	(0.066)	(.)	(0.065)	(.)	(0.069)	(.)		(0.008)	(0.011)	(0.013)	(0.013)	(0.000)	(.)	(0.066)	(.)	(0.065)	(.)	(0.069)	(.)		(0.008)	(0.011)	(0.013)	(0.013)		(0.008)	(0.011)	(0.013)	(0.013)	
idkab_dum148		-0.5112***	-0.4716***	-0.4966***	-0.5009***	0.2972***	.	0.7979***	.	0.8152***	.	0.7921***	.		-0.5112***	-0.4716***	-0.4966***	-0.5009***	0.2972***	.	0.7979***	.	0.8152***	.	0.7921***	.		-0.5112***	-0.4716***	-0.4966***	-0.5009***	0.2972***	.	0.7979***	.	0.8152***	.	0.7921***	.		-0.5112***	-0.4716***	-0.4966***	-0.5009***		-0.5112***	-0.4716***	-0.4966***	-0.5009***	
		(0.008)	(0.014)	(0.016)	(0.016)	(0.000)	(.)	(0.056)	(.)	(0.054)	(.)	(0.057)	(.)		(0.008)	(0.014)	(0.016)	(0.016)	(0.000)	(.)	(0.056)	(.)	(0.054)	(.)	(0.057)	(.)		(0.008)	(0.014)	(0.016)	(0.016)	(0.000)	(.)	(0.056)	(.)	(0.054)	(.)	(0.057)	(.)		(0.008)	(0.014)	(0.016)	(0.016)		(0.008)	(0.014)	(0.016)	(0.016)	
idkab_dum149		-0.0521***	-0.0535***	-0.0875***	-0.0923***	1.5280***	.	1.8594***	.	1.8512***	.	1.8261***	.		-0.0521***	-0.0535***	-0.0875***	-0.0923***	1.5280***	.	1.8594***	.	1.8512***	.	1.8261***	.		-0.0521***	-0.0535***	-0.0875***	-0.0923***	1.5280***	.	1.8594***	.	1.8512***	.	1.8261***	.		-0.0521***	-0.0535***	-0.0875***	-0.0923***		-0.0521***	-0.0535***	-0.0875***	-0.0923***	
		(0.008)	(0.016)	(0.018)	(0.018)	(0.001)	(.)	(0.052)	(.)	(0.056)	(.)	(0.059)	(.)		(0.008)	(0.016)	(0.018)	(0.018)	(0.001)	(.)	(0.052)	(.)	(0.056)	(.)	(0.059)	(.)		(0.008)	(0.016)	(0.018)	(0.018)	(0.001)	(.)	(0.052)	(.)	(0.056)	(.)	(0.059)	(.)		(0.008)	(0.016)	(0.018)	(0.018)		(0.008)	(0.016)	(0.018)	(0.018)	
idkab_dum150		-0.6078***	-0.5799***	-0.6117***	-0.6152***	-0.0028***	.	0.4342***	.	0.4262***	.	0.4053***	.		-0.6078***	-0.5799***	-0.6117***	-0.6152***	-0.0028***	.	0.4342***	.	0.4262***	.	0.4053***	.		-0.6078***	-0.5799***	-0.6117***	-0.6152***	-0.0028***	.	0.4342***	.	0.4262***	.	0.4053***	.		-0.6078***	-0.5799***	-0.6117***	-0.6152***		-0.6078***	-0.5799***	-0.6117***	-0.6152***	
		(0.008)	(0.016)	(0.018)	(0.018)	(0.000)	(.)	(0.055)	(.)	(0.056)	(.)	(0.057)	(.)		(0.008)	(0.016)	(0.018)	(0.018)	(0.000)	(.)	(0.055)	(.)	(0.056)	(.)	(0.057)	(.)		(0.008)	(0.016)	(0.018)	(0.018)	(0.000)	(.)	(0.055)	(.)	(0.056)	(.)	(0.057)	(.)		(0.008)	(0.016)	(0.018)	(0.018)		(0.008)	(0.016)	(0.018)	(0.018)	
idkab_dum151		-0.6476***	-0.6136***	-0.6298***	-0.6288***	-0.1492***	.	0.3251***	.	0.3713***	.	0.3689***	.		-0.6476***	-0.6136***	-0.6298***	-0.6288***	-0.1492***	.	0.3251***	.	0.3713***	.	0.3689***	.		-0.6476***	-0.6136***	-0.6298***	-0.6288***	-0.1492***	.	0.3251***	.	0.3713***	.	0.3689***	.		-0.6476***	-0.6136***	-0.6298***	-0.6288***		-0.6476***	-0.6136***	-0.6298***	-0.6288***	
		(0.008)	(0.016)	(0.017)	(0.017)	(0.000)	(.)	(0.053)	(.)	(0.049)	(.)	(0.050)	(.)		(0.008)	(0.016)	(0.017)	(0.017)	(0.000)	(.)	(0.053)	(.)	(0.049)	(.)	(0.050)	(.)		(0.008)	(0.016)	(0.017)	(0.017)	(0.000)	(.)	(0.053)	(.)	(0.049)	(.)	(0.050)	(.)		(0.008)	(0.016)	(0.017)	(0.017)		(0.008)	(0.016)	(0.017)	(0.017)	
idkab_dum152		-0.4455***	-0.4523***	-0.4967***	-0.5059***	0.4766***	.	0.7739***	.	0.7204***	.	0.6757***	.		-0.4455***	-0.4523***	-0.4967***	-0.5059***	0.4766***	.	0.7739***	.	0.7204***	.	0.6757***	.		-0.4455***	-0.4523***	-0.4967***	-0.5059***	0.4766***	.	0.7739***	.	0.7204***	.	0.6757***	.		-0.4455***	-0.4523***	-0.4967***	-0.5059***		-0.4455***	-0.4523***	-0.4967***	-0.5059***	
		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.059)	(.)	(0.062)	(.)	(0.067)	(.)		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.059)	(.)	(0.062)	(.)	(0.067)	(.)		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.059)	(.)	(0.062)	(.)	(0.067)	(.)		(0.008)	(0.018)	(0.020)	(0.020)		(0.008)	(0.018)	(0.020)	(0.020)	
idkab_dum153		-0.7279***	-0.7248***	-0.7468***	-0.7499***	-0.5344***	.	-0.2192***	.	-0.1937***	.	-0.2126***	.		-0.7279***	-0.7248***	-0.7468***	-0.7499***	-0.5344***	.	-0.2192***	.	-0.1937***	.	-0.2126***	.		-0.7279***	-0.7248***	-0.7468***	-0.7499***	-0.5344***	.	-0.2192***	.	-0.1937***	.	-0.2126***	.		-0.7279***	-0.7248***	-0.7468***	-0.7499***		-0.7279***	-0.7248***	-0.7468***	-0.7499***	
		(0.008)	(0.017)	(0.018)	(0.018)	(0.000)	(.)	(0.055)	(.)	(0.054)	(.)	(0.056)	(.)		(0.008)	(0.017)	(0.018)	(0.018)	(0.000)	(.)	(0.055)	(.)	(0.054)	(.)	(0.056)	(.)		(0.008)	(0.017)	(0.018)	(0.018)	(0.000)	(.)	(0.055)	(.)	(0.054)	(.)	(0.056)	(.)		(0.008)	(0.017)	(0.018)	(0.018)		(0.008)	(0.017)	(0.018)	(0.018)	
idkab_dum154		-0.6931***	-0.7089***	-0.7301***	-0.7359***	-0.3464***	.	-0.1020**	.	-0.0759	.	-0.1064**	.		-0.6931***	-0.7089***	-0.7301***	-0.7359***	-0.3464***	.	-0.1020**	.	-0.0759	.	-0.1064**	.		-0.6931***	-0.7089***	-0.7301***	-0.7359***	-0.3464***	.	-0.1020**	.	-0.0759	.	-0.1064**	.		-0.6931***	-0.7089***	-0.7301***	-0.7359***		-0.6931***	-0.7089***	-0.7301***	-0.7359***	
		(0.008)	(0.018)	(0.019)	(0.019)	(0.000)	(.)	(0.051)	(.)	(0.048)	(.)	(0.051)	(.)		(0.008)	(0.018)	(0.019)	(0.019)	(0.000)	(.)	(0.051)	(.)	(0.048)	(.)	(0.051)	(.)		(0.008)	(0.018)	(0.019)	(0.019)	(0.000)	(.)	(0.051)	(.)	(0.048)	(.)	(0.051)	(.)		(0.008)	(0.018)	(0.019)	(0.019)		(0.008)	(0.018)	(0.019)	(0.019)	
idkab_dum155		-0.6071***	-0.5943***	-0.6382***	-0.6405***	-0.0004	.	0.3722***	.	0.3242***	.	0.3092***	.		-0.6071***	-0.5943***	-0.6382***	-0.6405***	-0.0004	.	0.3722***	.	0.3242***	.	0.3092***	.		-0.6071***	-0.5943***	-0.6382***	-0.6405***	-0.0004	.	0.3722***	.	0.3242***	.	0.3092***	.		-0.6071***	-0.5943***	-0.6382***	-0.6405***		-0.6071***	-0.5943***	-0.6382***	-0.6405***	
		(0.008)	(0.017)	(0.020)	(0.020)	(0.000)	(.)	(0.056)	(.)	(0.065)	(.)	(0.067)	(.)		(0.008)	(0.017)	(0.020)	(0.020)	(0.000)	(.)	(0.056)	(.)	(0.065)	(.)	(0.067)	(.)		(0.008)	(0.017)	(0.020)	(0.020)	(0.000)	(.)	(0.056)	(.)	(0.065)	(.)	(0.067)	(.)		(0.008)	(0.017)	(0.020)	(0.020)		(0.008)	(0.017)	(0.020)	(0.020)	
idkab_dum156		-0.5255***	-0.5052***	-0.5561***	-0.5577***	0.2560***	.	0.6727***	.	0.6017***	.	0.5892***	.		-0.5255***	-0.5052***	-0.5561***	-0.5577***	0.2560***	.	0.6727***	.	0.6017***	.	0.5892***	.		-0.5255***	-0.5052***	-0.5561***	-0.5577***	0.2560***	.	0.6727***	.	0.6017***	.	0.5892***	.		-0.5255***	-0.5052***	-0.5561***	-0.5577***		-0.5255***	-0.5052***	-0.5561***	-0.5577***	
		(0.008)	(0.016)	(0.020)	(0.020)	(0.000)	(.)	(0.059)	(.)	(0.070)	(.)	(0.071)	(.)		(0.008)	(0.016)	(0.020)	(0.020)	(0.000)	(.)	(0.059)	(.)	(0.070)	(.)	(0.071)	(.)		(0.008)	(0.016)	(0.020)	(0.020)	(0.000)	(.)	(0.059)	(.)	(0.070)	(.)	(0.071)	(.)		(0.008)	(0.016)	(0.020)	(0.020)		(0.008)	(0.016)	(0.020)	(0.020)	
idkab_dum157		-0.4311***	-0.4200***	-0.4690***	-0.4738***	0.5145***	.	0.8980***	.	0.8343***	.	0.8082***	.		-0.4311***	-0.4200***	-0.4690***	-0.4738***	0.5145***	.	0.8980***	.	0.8343***	.	0.8082***	.		-0.4311***	-0.4200***	-0.4690***	-0.4738***	0.5145***	.	0.8980***	.	0.8343***	.	0.8082***	.		-0.4311***	-0.4200***	-0.4690***	-0.4738***		-0.4311***	-0.4200***	-0.4690***	-0.4738***	
		(0.008)	(0.019)	(0.021)	(0.021)	(0.000)	(.)	(0.064)	(.)	(0.072)	(.)	(0.075)	(.)		(0.008)	(0.019)	(0.021)	(0.021)	(0.000)	(.)	(0.064)	(.)	(0.072)	(.)	(0.075)	(.)		(0.008)	(0.019)	(0.021)	(0.021)	(0.000)	(.)	(0.064)	(.)	(0.072)	(.)	(0.075)	(.)		(0.008)	(0.019)	(0.021)	(0.021)		(0.008)	(0.019)	(0.021)	(0.021)	
idkab_dum158		-0.6293***	-0.5884***	-0.6369***	-0.6465***	-0.0796***	.	0.4419***	.	0.3790***	.	0.3322***	.		-0.6293***	-0.5884***	-0.6369***	-0.6465***	-0.0796***	.	0.4419***	.	0.3790***	.	0.3322***	.		-0.6293***	-0.5884***	-0.6369***	-0.6465***	-0.0796***	.	0.4419***	.	0.3790***	.	0.3322***	.		-0.6293***	-0.5884***	-0.6369***	-0.6465***		-0.6293***	-0.5884***	-0.6369***	-0.6465***	
		(0.008)	(0.014)	(0.017)	(0.017)	(0.001)	(.)	(0.074)	(.)	(0.080)	(.)	(0.085)	(.)		(0.008)	(0.014)	(0.017)	(0.017)	(0.001)	(.)	(0.074)	(.)	(0.080)	(.)	(0.085)	(.)		(0.008)	(0.014)	(0.017)	(0.017)	(0.001)	(.)	(0.074)	(.)	(0.080)	(.)	(0.085)	(.)		(0.008)	(0.014)	(0.017)	(0.017)		(0.008)	(0.014)	(0.017)	(0.017)	
idkab_dum159		-0.4497***	-0.4219***	-0.4746***	-0.4760***	0.4658***	.	0.9224***	.	0.8524***	.	0.8413***	.		-0.4497***	-0.4219***	-0.4746***	-0.4760***	0.4658***	.	0.9224***	.	0.8524***	.	0.8413***	.		-0.4497***	-0.4219***	-0.4746***	-0.4760***	0.4658***	.	0.9224***	.	0.8524***	.	0.8413***	.		-0.4497***	-0.4219***	-0.4746***	-0.4760***		-0.4497***	-0.4219***	-0.4746***	-0.4760***	
		(0.008)	(0.017)	(0.022)	(0.022)	(0.001)	(.)	(0.058)	(.)	(0.077)	(.)	(0.078)	(.)		(0.008)	(0.017)	(0.022)	(0.022)	(0.001)	(.)	(0.058)	(.)	(0.077)	(.)	(0.078)	(.)		(0.008)	(0.017)	(0.022)	(0.022)	(0.001)	(.)	(0.058)	(.)	(0.077)	(.)	(0.078)	(.)		(0.008)	(0.017)	(0.022)	(0.022)		(0.008)	(0.017)	(0.022)	(0.022)	
idkab_dum160		-0.5381***	-0.4884***	-0.5204***	-0.5249***	0.2190***	.	0.7777***	.	0.7701***	.	0.7473***	.		-0.5381***	-0.4884***	-0.5204***	-0.5249***	0.2190***	.	0.7777***	.	0.7701***	.	0.7473***	.		-0.5381***	-0.4884***	-0.5204***	-0.5249***	0.2190***	.	0.7777***	.	0.7701***	.	0.7473***	.		-0.5381***	-0.4884***	-0.5204***	-0.5249***		-0.5381***	-0.4884***	-0.5204***	-0.5249***	
		(0.008)	(0.011)	(0.013)	(0.013)	(0.001)	(.)	(0.070)	(.)	(0.071)	(.)	(0.074)	(.)		(0.008)	(0.011)	(0.013)	(0.013)	(0.001)	(.)	(0.070)	(.)	(0.071)	(.)	(0.074)	(.)		(0.008)	(0.011)	(0.013)	(0.013)	(0.001)	(.)	(0.070)	(.)	(0.071)	(.)	(0.074)	(.)		(0.008)	(0.011)	(0.013)	(0.013)		(0.008)	(0.011)	(0.013)	(0.013)	
idkab_dum161		-0.7549***	-0.7571***	-0.7903***	-0.7893***	-0.7214***	.	-0.4140***	.	-0.4300***	.	-0.4300***	.		-0.7549***	-0.7571***	-0.7903***	-0.7893***	-0.7214***	.	-0.4140***	.	-0.4300***	.	-0.4300***	.		-0.7549***	-0.7571***	-0.7903***	-0.7893***	-0.7214***	.	-0.4140***	.	-0.4300***	.	-0.4300***	.		-0.7549***	-0.7571***	-0.7903***	-0.7893***		-0.7549***	-0.7571***	-0.7903***	-0.7893***	
		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.055)	(.)	(0.054)	(.)	(0.055)	(.)		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.055)	(.)	(0.054)	(.)	(0.055)	(.)		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.055)	(.)	(0.054)	(.)	(0.055)	(.)		(0.008)	(0.018)	(0.020)	(0.020)		(0.008)	(0.018)	(0.020)	(0.020)	
idkab_dum162		-0.5834***	-0.5910***	-0.6270***	-0.6271***	0.0790***	.	0.3715***	.	0.3474***	.	0.3425***	.		-0.5834***	-0.5910***	-0.6270***	-0.6271***	0.0790***	.	0.3715***	.	0.3474***	.	0.3425***	.		-0.5834***	-0.5910***	-0.6270***	-0.6271***	0.0790***	.	0.3715***	.	0.3474***	.	0.3425***	.		-0.5834***	-0.5910***	-0.6270***	-0.6271***		-0.5834***	-0.5910***	-0.6270***	-0.6271***	
		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.048)	(.)	(0.048)	(.)	(0.051)	(.)		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.048)	(.)	(0.048)	(.)	(0.051)	(.)		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.048)	(.)	(0.048)	(.)	(0.051)	(.)		(0.008)	(0.018)	(0.020)	(0.020)		(0.008)	(0.018)	(0.020)	(0.020)	
idkab_dum163		-0.6446***	-0.6760***	-0.7105***	-0.7088***	-0.1373***	.	0.0474	.	0.0233	.	0.0233	.		-0.6446***	-0.6760***	-0.7105***	-0.7088***	-0.1373***	.	0.0474	.	0.0233	.	0.0233	.		-0.6446***	-0.6760***	-0.7105***	-0.7088***	-0.1373***	.	0.0474	.	0.0233	.	0.0233	.		-0.6446***	-0.6760***	-0.7105***	-0.7088***		-0.6446***	-0.6760***	-0.7105***	-0.7088***	
		(0.008)	(0.019)	(0.021)	(0.021)	(0.000)	(.)	(0.048)	(.)	(0.049)	(.)	(0.050)	(.)		(0.008)	(0.019)	(0.021)	(0.021)	(0.000)	(.)	(0.048)	(.)	(0.049)	(.)	(0.050)	(.)		(0.008)	(0.019)	(0.021)	(0.021)	(0.000)	(.)	(0.048)	(.)	(0.049)	(.)	(0.050)	(.)		(0.008)	(0.019)	(0.021)	(0.021)		(0.008)	(0.019)	(0.021)	(0.021)	
idkab_dum164		-0.6495***	-0.6394***	-0.6672***	-0.6633***	-0.1565***	.	0.2090***	.	0.2153***	.	0.2251***	.		-0.6495***	-0.6394***	-0.6672***	-0.6633***	-0.1565***	.	0.2090***	.	0.2153***	.	0.2251***	.		-0.6495***	-0.6394***	-0.6672***	-0.6633***	-0.1565***	.	0.2090***	.	0.2153***	.	0.2251***	.		-0.6495***	-0.6394***	-0.6672***	-0.6633***		-0.6495***	-0.6394***	-0.6672***	-0.6633***	
		(0.008)	(0.019)	(0.020)	(0.020)	(0.001)	(.)	(0.054)	(.)	(0.054)	(.)	(0.055)	(.)		(0.008)	(0.019)	(0.020)	(0.020)	(0.001)	(.)	(0.054)	(.)	(0.054)	(.)	(0.055)	(.)		(0.008)	(0.019)	(0.020)	(0.020)	(0.001)	(.)	(0.054)	(.)	(0.054)	(.)	(0.055)	(.)		(0.008)	(0.019)	(0.020)	(0.020)		(0.008)	(0.019)	(0.020)	(0.020)	
idkab_dum165		-0.3050***	-0.3208***	-0.3472***	-0.3545***	0.8259***	.	1.0682***	.	1.0799***	.	1.0460***	.		-0.3050***	-0.3208***	-0.3472***	-0.3545***	0.8259***	.	1.0682***	.	1.0799***	.	1.0460***	.		-0.3050***	-0.3208***	-0.3472***	-0.3545***	0.8259***	.	1.0682***	.	1.0799***	.	1.0460***	.		-0.3050***	-0.3208***	-0.3472***	-0.3545***		-0.3050***	-0.3208***	-0.3472***	-0.3545***	
		(0.000)	(0.011)	(0.014)	(0.014)	(0.036)	(.)	(0.094)	(.)	(0.091)	(.)	(0.096)	(.)		(0.000)	(0.011)	(0.014)	(0.014)	(0.036)	(.)	(0.094)	(.)	(0.091)	(.)	(0.096)	(.)		(0.000)	(0.011)	(0.014)	(0.014)	(0.036)	(.)	(0.094)	(.)	(0.091)	(.)	(0.096)	(.)		(0.000)	(0.011)	(0.014)	(0.014)		(0.000)	(0.011)	(0.014)	(0.014)	
