	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)
	GolkarFirst	GolkarFirst	GolkarFirst	GolkarFirst	GolkarFirst	GolkarFirst	PDIFirst	PDIFirst	PDIFirst	PDIFirst	PDIFirst	PDIFirst	GolkarFirst	GolkarFirst	GolkarFirst	GolkarFirst	GolkarFirst	GolkarFirst	PDIFirst	PDIFirst	PDIFirst	PDIFirst	PDIFirst	PDIFirst
VARIABLES	Whole Sample	PDI Won Large	PDI Won	Golkar Won	Golkar Won Large	Neither Won	Whole Sample	PDI Won Large	PDI Won	Golkar Won	Golkar Won Large	Neither Won	Whole Sample	PDI Won Large	PDI Won	Golkar Won	Golkar Won Large	Neither Won	Whole Sample	PDI Won Large	PDI Won	Golkar Won	Golkar Won Large	Neither Won
																								
idkab_dum36	-0.0510				-0.0956***		0.0986***				0.1453***		-0.0510				-0.0956***		0.0986***				0.1453***	
	(0.038)				(0.031)		(0.036)				(0.025)		(0.038)				(0.031)		(0.036)				(0.025)	
idkab_dum37	-0.2297***			0.4333***			0.2280***			0.3355***			-0.2297***			0.4333***			0.2280***			0.3355***		
	(0.012)			(0.027)			(0.013)			(0.031)			(0.012)			(0.027)			(0.013)			(0.031)		
idkab_dum38	-0.1486***				-0.1944***		0.2054***				0.2452***		-0.1486***				-0.1944***		0.2054***				0.2452***	
	(0.026)				(0.032)		(0.028)				(0.027)		(0.026)				(0.032)		(0.028)				(0.027)	
idkab_dum39	-0.2420***			0.4417***			0.2818***			0.3377***			-0.2420***			0.4417***			0.2818***			0.3377***		
	(0.018)			(0.040)			(0.021)			(0.040)			(0.018)			(0.040)			(0.021)			(0.040)		
idkab_dum40	-0.0114				-0.0627***		0.0729***				0.1084***		-0.0114				-0.0627***		0.0729***				0.1084***	
	(0.023)				(0.022)		(0.023)				(0.019)		(0.023)				(0.022)		(0.023)				(0.019)	
idkab_dum41	0.1041***				0.0374***		-0.0237				0.0090		0.1041***				0.0374***		-0.0237				0.0090	
	(0.020)				(0.011)		(0.021)				(0.010)		(0.020)				(0.011)		(0.021)				(0.010)	
idkab_dum42	-0.7475***	0.0070					0.6497***	-0.1219***					-0.7475***	0.0070					0.6497***	-0.1219***				
	(0.011)	(0.014)					(0.013)	(0.025)					(0.011)	(0.014)					(0.013)	(0.025)				
idkab_dum43	-0.3308***				-0.2844***		0.2219***				0.2906***		-0.3308***				-0.2844***		0.2219***				0.2906***	
	(0.033)				(0.033)		(0.030)				(0.030)		(0.033)				(0.033)		(0.030)				(0.030)	
idkab_dum44	-0.6169***		-0.0522				0.6317***		0.1303*				-0.6169***		-0.0522				0.6317***		0.1303*			
	(0.024)		(0.052)				(0.024)		(0.066)				(0.024)		(0.052)				(0.024)		(0.066)			
idkab_dum45	-0.2685***				-0.2814***		0.2330***				0.2567***		-0.2685***				-0.2814***		0.2330***				0.2567***	
	(0.020)				(0.018)		(0.023)				(0.017)		(0.020)				(0.018)		(0.023)				(0.017)	
idkab_dum46	-0.5255***			0.1368***			0.2527***			0.3102***			-0.5255***			0.1368***			0.2527***			0.3102***		
	(0.019)			(0.041)			(0.022)			(0.037)			(0.019)			(0.041)			(0.022)			(0.037)		
idkab_dum47	-0.6059***					0.1924***	0.0900***					-0.1187*	-0.6059***					0.1924***	0.0900***					-0.1187*
	(0.019)					(0.019)	(0.022)					(0.069)	(0.019)					(0.019)	(0.022)					(0.069)
idkab_dum48	-0.3546***			0.3221***			0.1528***			0.1954***			-0.3546***			0.3221***			0.1528***			0.1954***		
	(0.020)			(0.040)			(0.023)			(0.038)			(0.020)			(0.040)			(0.023)			(0.038)		
idkab_dum49	-0.4619***			0.2101***			0.0698***			0.1023***			-0.4619***			0.2101***			0.0698***			0.1023***		
	(0.020)			(0.039)			(0.023)			(0.036)			(0.020)			(0.039)			(0.023)			(0.036)		
idkab_dum50	-0.3640***			0.3268***			0.1162***			0.1662***			-0.3640***			0.3268***			0.1162***			0.1662***		
	(0.020)			(0.045)			(0.022)			(0.038)			(0.020)			(0.045)			(0.022)			(0.038)		
idkab_dum51	-0.5266***			0.1635***			0.0857***			0.1232***			-0.5266***			0.1635***			0.0857***			0.1232***		
	(0.019)			(0.037)			(0.021)			(0.033)			(0.019)			(0.037)			(0.021)			(0.033)		
idkab_dum52	-0.2575***			0.3427***			0.2873***			0.4206***			-0.2575***			0.3427***			0.2873***			0.4206***		
	(0.028)			(0.073)			(0.027)			(0.062)			(0.028)			(0.073)			(0.027)			(0.062)		
idkab_dum53	-0.4567***			0.2250***			0.3913***			0.4387***			-0.4567***			0.2250***			0.3913***			0.4387***		
	(0.020)			(0.043)			(0.022)			(0.037)			(0.020)			(0.043)			(0.022)			(0.037)		
idkab_dum54	-0.6361***	0.1506***					0.5237***	-0.3091***					-0.6361***	0.1506***					0.5237***	-0.3091***				
	(0.029)	(0.040)					(0.029)	(0.056)					(0.029)	(0.040)					(0.029)	(0.056)				
idkab_dum55	-0.4522***			0.1967***			0.4491***			0.5591***			-0.4522***			0.1967***			0.4491***			0.5591***		
	(0.018)			(0.047)			(0.020)			(0.043)			(0.018)			(0.047)			(0.020)			(0.043)		
idkab_dum56	-0.6698***		-0.1086**				0.6569***		0.1542**				-0.6698***		-0.1086**				0.6569***		0.1542**			
	(0.021)		(0.047)				(0.022)		(0.058)				(0.021)		(0.047)				(0.022)		(0.058)			
idkab_dum57	-0.7550***	0.0171					0.7708***	-0.0355					-0.7550***	0.0171					0.7708***	-0.0355				
	(0.021)	(0.034)					(0.022)	(0.047)					(0.021)	(0.034)					(0.022)	(0.047)				
idkab_dum58	-0.2779***			0.2852***			0.2939***			0.4598***			-0.2779***			0.2852***			0.2939***			0.4598***		
	(0.025)			(0.065)			(0.028)			(0.062)			(0.025)			(0.065)			(0.028)			(0.062)		
idkab_dum59	-0.2542***			0.4033***			0.2092***			0.3009***			-0.2542***			0.4033***			0.2092***			0.3009***		
	(0.026)			(0.072)			(0.026)			(0.060)			(0.026)			(0.072)			(0.026)			(0.060)		
idkab_dum60	-0.1833**				-0.3014***		0.1928**				0.2989***		-0.1833**				-0.3014***		0.1928**				0.2989***	
	(0.079)				(0.062)		(0.076)				(0.064)		(0.079)				(0.062)		(0.076)				(0.064)	
idkab_dum61	-0.3980***			0.3126***			0.1495***			0.1913***			-0.3980***			0.3126***			0.1495***			0.1913***		
	(0.020)			(0.050)			(0.020)			(0.039)			(0.020)			(0.050)			(0.020)			(0.039)		
idkab_dum62	-0.3153***			0.3613***			0.2907***			0.3680***			-0.3153***			0.3613***			0.2907***			0.3680***		
	(0.020)			(0.050)			(0.020)			(0.041)			(0.020)			(0.050)			(0.020)			(0.041)		
idkab_dum63	-0.5188***		0.0594				0.5342***		0.0034				-0.5188***		0.0594				0.5342***		0.0034			
	(0.008)		(0.038)				(0.008)		(0.048)				(0.008)		(0.038)				(0.008)		(0.048)			
idkab_dum64	-0.6321***	0.1458***					0.6605***	-0.1287***					-0.6321***	0.1458***					0.6605***	-0.1287***				
	(0.025)	(0.030)					(0.024)	(0.043)					(0.025)	(0.030)					(0.024)	(0.043)				
idkab_dum65	-0.5524***	0.2178***					0.5598***	-0.2319***					-0.5524***	0.2178***					0.5598***	-0.2319***				
	(0.022)	(0.032)					(0.022)	(0.044)					(0.022)	(0.032)					(0.022)	(0.044)				
idkab_dum66	-0.7012***	0.0693**					0.7298***	-0.0668					-0.7012***	0.0693**					0.7298***	-0.0668				
	(0.022)	(0.032)					(0.022)	(0.043)					(0.022)	(0.032)					(0.022)	(0.043)				
idkab_dum67	-0.6545***	0.1251***					0.7262***	-0.0867**					-0.6545***	0.1251***					0.7262***	-0.0867**				
	(0.023)	(0.030)					(0.023)	(0.041)					(0.023)	(0.030)					(0.023)	(0.041)				
idkab_dum68	-0.6298***	0.1472***					0.6328***	-0.1908***					-0.6298***	0.1472***					0.6328***	-0.1908***				
	(0.028)	(0.039)					(0.028)	(0.051)					(0.028)	(0.039)					(0.028)	(0.051)				
idkab_dum69	-0.0105				-0.1220*		-0.0004				0.1102		-0.0105				-0.1220*		-0.0004				0.1102	
	(0.078)				(0.063)		(0.077)				(0.071)		(0.078)				(0.063)		(0.077)				(0.071)	
idkab_dum70	-0.3135***			0.4029***			0.2956***			0.3449***			-0.3135***			0.4029***			0.2956***			0.3449***		
	(0.022)			(0.054)			(0.022)			(0.044)			(0.022)			(0.054)			(0.022)			(0.044)		
idkab_dum71	-0.2375***				-0.2641***		0.2752***				0.2903***		-0.2375***				-0.2641***		0.2752***				0.2903***	
	(0.021)				(0.024)		(0.021)				(0.020)		(0.021)				(0.024)		(0.021)				(0.020)	
idkab_dum72	-0.1182***				-0.1648***		0.0461**				0.0773***		-0.1182***				-0.1648***		0.0461**				0.0773***	
	(0.023)				(0.023)		(0.023)				(0.020)		(0.023)				(0.023)		(0.023)				(0.020)	
idkab_dum73	-0.0885***			0.5957***			0.1322***			0.2275***			-0.0885***			0.5957***			0.1322***			0.2275***		
	(0.023)			(0.061)			(0.024)			(0.050)			(0.023)			(0.061)			(0.024)			(0.050)		
idkab_dum74	-0.6424***	0.1376***					0.6264***	-0.1917***					-0.6424***	0.1376***					0.6264***	-0.1917***				
	(0.024)	(0.036)					(0.024)	(0.047)					(0.024)	(0.036)					(0.024)	(0.047)				
idkab_dum75	0.0555***				-0.0162		0.0053				0.0503***		0.0555***				-0.0162		0.0053				0.0503***	
	(0.020)				(0.012)		(0.020)				(0.011)		(0.020)				(0.012)		(0.020)				(0.011)	
idkab_dum76	0.0727***				-0.0044		-0.0658***				-0.0102		0.0727***				-0.0044		-0.0658***				-0.0102	
	(0.021)				(0.011)		(0.021)				(0.010)		(0.021)				(0.011)		(0.021)				(0.010)	
idkab_dum77	-0.1914***				-0.2738***		0.2028***				0.2706***		-0.1914***				-0.2738***		0.2028***				0.2706***	
	(0.027)				(0.018)		(0.027)				(0.016)		(0.027)				(0.018)		(0.027)				(0.016)	
idkab_dum78	0.1009***				0.0195		-0.0307				0.0204		0.1009***				0.0195		-0.0307				0.0204	
	(0.019)				(0.025)		(0.023)				(0.025)		(0.019)				(0.025)		(0.023)				(0.025)	
idkab_dum79	-0.7404***	0.0015					0.7127***	-0.0402					-0.7404***	0.0015					0.7127***	-0.0402				
	(0.016)	(0.020)					(0.018)	(0.027)					(0.016)	(0.020)					(0.018)	(0.027)				
idkab_dum80	-0.8229***	-0.0444**					0.8564***	0.0510					-0.8229***	-0.0444**					0.8564***	0.0510				
	(0.017)	(0.019)					(0.019)	(0.032)					(0.017)	(0.019)					(0.019)	(0.032)				
idkab_dum81	-0.8245***	-0.0516***					0.8276***	0.0235					-0.8245***	-0.0516***					0.8276***	0.0235				
	(0.016)	(0.017)					(0.018)	(0.028)					(0.016)	(0.017)					(0.018)	(0.028)				
idkab_dum82	-0.7907***	-0.0158					0.8458***	0.0370					-0.7907***	-0.0158					0.8458***	0.0370				
	(0.015)	(0.017)					(0.018)	(0.030)					(0.015)	(0.017)					(0.018)	(0.030)				
idkab_dum83	-0.8078***	-0.0368**					0.8489***	0.0414					-0.8078***	-0.0368**					0.8489***	0.0414				
	(0.015)	(0.018)					(0.018)	(0.032)					(0.015)	(0.018)					(0.018)	(0.032)				
idkab_dum84	-0.8264***	-0.0402**					0.8596***	0.0435					-0.8264***	-0.0402**					0.8596***	0.0435				
	(0.019)	(0.019)					(0.022)	(0.034)					(0.019)	(0.019)					(0.022)	(0.034)				
idkab_dum85	-0.8017***	-0.0187					0.7888***	-0.0417					-0.8017***	-0.0187					0.7888***	-0.0417				
	(0.017)	(0.019)					(0.020)	(0.032)					(0.017)	(0.019)					(0.020)	(0.032)				
idkab_dum86	-0.8371***	-0.0745***					0.8619***	0.0989***					-0.8371***	-0.0745***					0.8619***	0.0989***				
	(0.010)	(0.008)					(0.012)	(0.016)					(0.010)	(0.008)					(0.012)	(0.016)				
idkab_dum87	-0.7652***						0.7653***						-0.7652***						0.7653***					
	(0.014)						(0.016)						(0.014)						(0.016)					
idkab_dum88	-0.8378***					-0.0453	0.1489***					-0.0891	-0.8378***					-0.0453	0.1489***					-0.0891
	(0.013)					(0.035)	(0.016)					(0.073)	(0.013)					(0.035)	(0.016)					(0.073)
idkab_dum89	-0.8031***	-0.0445**					0.4323***	-0.3412***					-0.8031***	-0.0445**					0.4323***	-0.3412***				
	(0.013)	(0.019)					(0.017)	(0.025)					(0.013)	(0.019)					(0.017)	(0.025)				
idkab_dum90	-0.7770***	-0.0352**					0.5823***	-0.1312***					-0.7770***	-0.0352**					0.5823***	-0.1312***				
	(0.015)	(0.016)					(0.018)	(0.025)					(0.015)	(0.016)					(0.018)	(0.025)				
idkab_dum91	-0.8066***	-0.0620***					0.7224***	-0.0224					-0.8066***	-0.0620***					0.7224***	-0.0224				
	(0.012)	(0.008)					(0.015)	(0.014)					(0.012)	(0.008)					(0.015)	(0.014)				
idkab_dum92	-0.7364***					0.0498**	0.0345					-0.0995*	-0.7364***					0.0498**	0.0345					-0.0995*
	(0.021)					(0.021)	(0.024)					(0.056)	(0.021)					(0.021)	(0.024)					(0.056)
idkab_dum93	-0.7734***					0.0134	0.0079					-0.1210**	-0.7734***					0.0134	0.0079					-0.1210**
	(0.021)					(0.026)	(0.023)					(0.055)	(0.021)					(0.026)	(0.023)					(0.055)
idkab_dum94	-0.8146***					-0.0262	0.0263					-0.1112*	-0.8146***					-0.0262	0.0263					-0.1112*
	(0.020)					(0.019)	(0.021)					(0.056)	(0.020)					(0.019)	(0.021)					(0.056)
idkab_dum95	-0.8452***					-0.0569***	0.2030***					0.0408	-0.8452***					-0.0569***	0.2030***					0.0408
	(0.017)					(0.015)	(0.020)					(0.055)	(0.017)					(0.015)	(0.020)					(0.055)
idkab_dum96	-0.8152***					-0.0230	0.2456***					0.0938	-0.8152***					-0.0230	0.2456***					0.0938
	(0.021)					(0.018)	(0.023)					(0.057)	(0.021)					(0.018)	(0.023)					(0.057)
idkab_dum97	-0.7050***		-0.1386***				0.5199***		0.0659				-0.7050***		-0.1386***				0.5199***		0.0659			
	(0.020)		(0.040)				(0.022)		(0.048)				(0.020)		(0.040)				(0.022)		(0.048)			
idkab_dum98	-0.7285***		-0.1646***				0.4957***		0.0492				-0.7285***		-0.1646***				0.4957***		0.0492			
	(0.021)		(0.042)				(0.023)		(0.050)				(0.021)		(0.042)				(0.023)		(0.050)			
idkab_dum99	-0.8287***	-0.0692***					0.8575***	0.0872***					-0.8287***	-0.0692***					0.8575***	0.0872***				
	(0.019)	(0.022)					(0.021)	(0.031)					(0.019)	(0.022)					(0.021)	(0.031)				
idkab_dum100	-0.7870***	-0.0307					0.7366***	-0.0370					-0.7870***	-0.0307					0.7366***	-0.0370				
	(0.019)	(0.022)					(0.021)	(0.031)					(0.019)	(0.022)					(0.021)	(0.031)				
idkab_dum101	-0.7182***	0.0387*					0.6596***	-0.1227***					-0.7182***	0.0387*					0.6596***	-0.1227***				
	(0.017)	(0.020)					(0.020)	(0.029)					(0.017)	(0.020)					(0.020)	(0.029)				
idkab_dum102	-0.8123***		-0.2173***				0.4742***		-0.0002				-0.8123***		-0.2173***				0.4742***		-0.0002			
	(0.015)		(0.034)				(0.019)		(0.039)				(0.015)		(0.034)				(0.019)		(0.039)			
idkab_dum103	-0.7470***					0.0771***	0.1034***					-0.0486	-0.7470***					0.0771***	0.1034***					-0.0486
	(0.018)					(0.020)	(0.024)					(0.055)	(0.018)					(0.020)	(0.024)					(0.055)
idkab_dum104	-0.7484***					0.0799***	0.2194***					0.0734	-0.7484***					0.0799***	0.2194***					0.0734
	(0.021)					(0.023)	(0.029)					(0.054)	(0.021)					(0.023)	(0.029)					(0.054)
idkab_dum105	-0.7928***					0.0286	0.0802***					-0.0620	-0.7928***					0.0286	0.0802***					-0.0620
	(0.021)					(0.023)	(0.026)					(0.057)	(0.021)					(0.023)	(0.026)					(0.057)
idkab_dum106	-0.7670***					-0.0079	0.3174***					0.2172***	-0.7670***					-0.0079	0.3174***					0.2172***
	(0.018)					(0.028)	(0.022)					(0.047)	(0.018)					(0.028)	(0.022)					(0.047)
idkab_dum107	-0.7588***					0.0526	0.1971***					0.0712	-0.7588***					0.0526	0.1971***					0.0712
	(0.019)					(0.037)	(0.028)					(0.060)	(0.019)					(0.037)	(0.028)					(0.060)
idkab_dum108	-0.7444***		-0.1458***				0.5137***		0.0676				-0.7444***		-0.1458***				0.5137***		0.0676			
	(0.020)		(0.047)				(0.026)		(0.061)				(0.020)		(0.047)				(0.026)		(0.061)			
idkab_dum109	-0.7163***		-0.1344***				0.5108***		0.0322				-0.7163***		-0.1344***				0.5108***		0.0322			
	(0.018)		(0.044)				(0.022)		(0.047)				(0.018)		(0.044)				(0.022)		(0.047)			
idkab_dum110	-0.7349***		-0.1645***				0.5204***		0.0493				-0.7349***		-0.1645***				0.5204***		0.0493			
	(0.017)		(0.041)				(0.020)		(0.046)				(0.017)		(0.041)				(0.020)		(0.046)			
idkab_dum111	-0.7381***		-0.1742***				0.4833***		0.0077				-0.7381***		-0.1742***				0.4833***		0.0077			
	(0.017)		(0.037)				(0.019)		(0.041)				(0.017)		(0.037)				(0.019)		(0.041)			
idkab_dum112	-0.8182***					-0.0348	0.4124***					0.2901***	-0.8182***					-0.0348	0.4124***					0.2901***
	(0.020)					(0.021)	(0.023)					(0.049)	(0.020)					(0.021)	(0.023)					(0.049)
idkab_dum113	-0.7696***		-0.2235***				0.5863***		0.1296***				-0.7696***		-0.2235***				0.5863***		0.1296***			
	(0.019)		(0.040)				(0.021)		(0.044)				(0.019)		(0.040)				(0.021)		(0.044)			
idkab_dum114	-0.5597***		-0.0199				0.5637***		0.1139**				-0.5597***		-0.0199				0.5637***		0.1139**			
	(0.023)		(0.045)				(0.025)		(0.048)				(0.023)		(0.045)				(0.025)		(0.048)			
idkab_dum115	-0.7788***	-0.0365**					0.7723***	0.0280					-0.7788***	-0.0365**					0.7723***	0.0280				
	(0.011)	(0.014)					(0.014)	(0.021)					(0.011)	(0.014)					(0.014)	(0.021)				
idkab_dum116	-0.8206***		-0.1823***				0.2955***		-0.2298***				-0.8206***		-0.1823***				0.2955***		-0.2298***			
	(0.012)		(0.029)				(0.014)		(0.037)				(0.012)		(0.029)				(0.014)		(0.037)			
idkab_dum117	-0.7516***	0.0086					0.5113***	-0.2162***					-0.7516***	0.0086					0.5113***	-0.2162***				
	(0.015)	(0.018)					(0.020)	(0.029)					(0.015)	(0.018)					(0.020)	(0.029)				
idkab_dum118	-0.7568***	-0.0062					0.6187***	-0.1549***					-0.7568***	-0.0062					0.6187***	-0.1549***				
	(0.017)	(0.022)					(0.020)	(0.031)					(0.017)	(0.022)					(0.020)	(0.031)				
idkab_dum119	-0.7951***		-0.2147***				0.5202***		0.0242				-0.7951***		-0.2147***				0.5202***		0.0242			
	(0.015)		(0.034)				(0.018)		(0.039)				(0.015)		(0.034)				(0.018)		(0.039)			
idkab_dum120	-0.7276***	0.0232					0.6073***	-0.1632***					-0.7276***	0.0232					0.6073***	-0.1632***				
	(0.016)	(0.022)					(0.019)	(0.031)					(0.016)	(0.022)					(0.019)	(0.031)				
idkab_dum121	-0.8159***	-0.0651***					0.7412***	-0.0261					-0.8159***	-0.0651***					0.7412***	-0.0261				
	(0.017)	(0.020)					(0.020)	(0.029)					(0.017)	(0.020)					(0.020)	(0.029)				
idkab_dum122	-0.7928***		-0.2325***				0.5101***		0.0485				-0.7928***		-0.2325***				0.5101***		0.0485			
	(0.018)		(0.040)				(0.020)		(0.045)				(0.018)		(0.040)				(0.020)		(0.045)			
idkab_dum123	-0.8267***	-0.0606**					0.5799***	-0.1585***					-0.8267***	-0.0606**					0.5799***	-0.1585***				
	(0.021)	(0.023)					(0.025)	(0.037)					(0.021)	(0.023)					(0.025)	(0.037)				
idkab_dum124	-0.7173***	0.0386*					0.5349***	-0.2132***					-0.7173***	0.0386*					0.5349***	-0.2132***				
	(0.019)	(0.021)					(0.022)	(0.033)					(0.019)	(0.021)					(0.022)	(0.033)				
idkab_dum125	-0.7856***		-0.2153***				0.4359***		-0.0223				-0.7856***		-0.2153***				0.4359***		-0.0223			
	(0.017)		(0.041)				(0.021)		(0.047)				(0.017)		(0.041)				(0.021)		(0.047)			
idkab_dum126	-0.7501***					0.0330	0.1568***					0.0292	-0.7501***					0.0330	0.1568***					0.0292
	(0.016)					(0.021)	(0.019)					(0.052)	(0.016)					(0.021)	(0.019)					(0.052)
idkab_dum127	-0.7985***	-0.0521***					0.5570***	-0.1997***					-0.7985***	-0.0521***					0.5570***	-0.1997***				
	(0.013)	(0.011)					(0.016)	(0.020)					(0.013)	(0.011)					(0.016)	(0.020)				
idkab_dum128	-0.8049***	-0.0509**					0.7736***	-0.0056					-0.8049***	-0.0509**					0.7736***	-0.0056				
	(0.018)	(0.022)					(0.020)	(0.031)					(0.018)	(0.022)					(0.020)	(0.031)				
idkab_dum129	-0.7464***		-0.1878***				0.4862***		0.0474				-0.7464***		-0.1878***				0.4862***		0.0474			
	(0.020)		(0.041)				(0.023)		(0.050)				(0.020)		(0.041)				(0.023)		(0.050)			
idkab_dum130	-0.7588***	-0.0057					0.7945***	0.0201					-0.7588***	-0.0057					0.7945***	0.0201				
	(0.020)	(0.024)					(0.022)	(0.034)					(0.020)	(0.024)					(0.022)	(0.034)				
idkab_dum131	-0.7726***	-0.0250					0.7383***	-0.0344					-0.7726***	-0.0250					0.7383***	-0.0344				
	(0.019)	(0.025)					(0.022)	(0.035)					(0.019)	(0.025)					(0.022)	(0.035)				
idkab_dum132	-0.6990***	0.0583***					0.7585***	-0.0224					-0.6990***	0.0583***					0.7585***	-0.0224				
	(0.018)	(0.021)					(0.020)	(0.031)					(0.018)	(0.021)					(0.020)	(0.031)				
idkab_dum133	-0.8109***	-0.0417**					0.8898***	0.1246***					-0.8109***	-0.0417**					0.8898***	0.1246***				
	(0.017)	(0.020)					(0.020)	(0.032)					(0.017)	(0.020)					(0.020)	(0.032)				
idkab_dum134	-0.7810***	-0.0073					0.8537***	0.0841**					-0.7810***	-0.0073					0.8537***	0.0841**				
	(0.020)	(0.024)					(0.021)	(0.037)					(0.020)	(0.024)					(0.021)	(0.037)				
idkab_dum135	-0.7710***	-0.0087					0.8552***	0.0753***					-0.7710***	-0.0087					0.8552***	0.0753***				
	(0.015)	(0.018)					(0.018)	(0.028)					(0.015)	(0.018)					(0.018)	(0.028)				
idkab_dum136	-0.8226***	-0.0565***					0.8768***	0.0923***					-0.8226***	-0.0565***					0.8768***	0.0923***				
	(0.017)	(0.017)					(0.019)	(0.027)					(0.017)	(0.017)					(0.019)	(0.027)				
idkab_dum137	-0.7967***	-0.0441*					0.7441***	-0.0312					-0.7967***	-0.0441*					0.7441***	-0.0312				
	(0.019)	(0.024)					(0.022)	(0.034)					(0.019)	(0.024)					(0.022)	(0.034)				
idkab_dum138	-0.7706***	-0.0170					0.7799***	0.0261					-0.7706***	-0.0170					0.7799***	0.0261				
	(0.020)	(0.022)					(0.023)	(0.034)					(0.020)	(0.022)					(0.023)	(0.034)				
idkab_dum139	-0.7987***	-0.0412**					0.7807***	-0.0019					-0.7987***	-0.0412**					0.7807***	-0.0019				
	(0.018)	(0.020)					(0.021)	(0.028)					(0.018)	(0.020)					(0.021)	(0.028)				
idkab_dum140	-0.7949***	-0.0411**					0.7492***	-0.0215					-0.7949***	-0.0411**					0.7492***	-0.0215				
	(0.016)	(0.019)					(0.020)	(0.027)					(0.016)	(0.019)					(0.020)	(0.027)				
idkab_dum141	-0.6475***	0.1019***					0.7193***	-0.0554*					-0.6475***	0.1019***					0.7193***	-0.0554*				
	(0.017)	(0.022)					(0.020)	(0.032)					(0.017)	(0.022)					(0.020)	(0.032)				
idkab_dum142	-0.7583***	-0.0625**					0.6916***	-0.0079					-0.7583***	-0.0625**					0.6916***	-0.0079				
	(0.022)	(0.027)					(0.024)	(0.033)					(0.022)	(0.027)					(0.024)	(0.033)				
idkab_dum143	-0.7574***	-0.0130					0.7067***	-0.0082					-0.7574***	-0.0130					0.7067***	-0.0082				
	(0.019)	(0.019)					(0.023)	(0.026)					(0.019)	(0.019)					(0.023)	(0.026)				
idkab_dum144	-0.5157***		0.0818**				0.3254***		-0.1683***				-0.5157***		0.0818**				0.3254***		-0.1683***			
	(0.015)		(0.032)				(0.022)		(0.036)				(0.015)		(0.032)				(0.022)		(0.036)			
idkab_dum145	-0.7516***	-0.0194					0.7406***	0.0169					-0.7516***	-0.0194					0.7406***	0.0169				
	(0.014)	(0.013)					(0.018)	(0.017)					(0.014)	(0.013)					(0.018)	(0.017)				
idkab_dum146	-0.6548***		-0.1011**				0.4831***		0.0139				-0.6548***		-0.1011**				0.4831***		0.0139			
	(0.017)		(0.037)				(0.020)		(0.042)				(0.017)		(0.037)				(0.020)		(0.042)			
idkab_dum147	-0.3741***		0.2169***				0.4186***		-0.0930**				-0.3741***		0.2169***				0.4186***		-0.0930**			
	(0.013)		(0.036)				(0.016)		(0.041)				(0.013)		(0.036)				(0.016)		(0.041)			
idkab_dum148	-0.5009***		0.0808**				0.5781***		0.0778*				-0.5009***		0.0808**				0.5781***		0.0778*			
	(0.016)		(0.036)				(0.019)		(0.043)				(0.016)		(0.036)				(0.019)		(0.043)			
idkab_dum149	-0.0923***				-0.1395***		0.1598***				0.1649***		-0.0923***				-0.1395***		0.1598***				0.1649***	
	(0.018)				(0.031)		(0.023)				(0.033)		(0.018)				(0.031)		(0.023)				(0.033)	
idkab_dum150	-0.6152***	0.1372***					0.6689***	-0.0996***					-0.6152***	0.1372***					0.6689***	-0.0996***				
	(0.018)	(0.022)					(0.021)	(0.032)					(0.018)	(0.022)					(0.021)	(0.032)				
idkab_dum151	-0.6288***	0.1253***					0.6554***	-0.1345***					-0.6288***	0.1253***					0.6554***	-0.1345***				
	(0.017)	(0.022)					(0.020)	(0.031)					(0.017)	(0.022)					(0.020)	(0.031)				
idkab_dum152	-0.5059***		0.0276				0.5434***		0.0884**				-0.5059***		0.0276				0.5434***		0.0884**			
	(0.020)		(0.042)				(0.024)		(0.043)				(0.020)		(0.042)				(0.024)		(0.043)			
idkab_dum153	-0.7499***	0.0051					0.6834***	-0.0813***					-0.7499***	0.0051					0.6834***	-0.0813***				
	(0.018)	(0.020)					(0.022)	(0.030)					(0.018)	(0.020)					(0.022)	(0.030)				
idkab_dum154	-0.7359***	0.0261					0.7251***	-0.0448					-0.7359***	0.0261					0.7251***	-0.0448				
	(0.019)	(0.021)					(0.022)	(0.032)					(0.019)	(0.021)					(0.022)	(0.032)				
idkab_dum155	-0.6405***		-0.0805*				0.4762***		0.0415				-0.6405***		-0.0805*				0.4762***		0.0415			
	(0.020)		(0.046)				(0.027)		(0.054)				(0.020)		(0.046)				(0.027)		(0.054)			
idkab_dum156	-0.5577***					0.2669***	0.2106***					0.0709	-0.5577***					0.2669***	0.2106***					0.0709
	(0.020)					(0.023)	(0.027)					(0.049)	(0.020)					(0.023)	(0.027)					(0.049)
idkab_dum157	-0.4738***			0.2195***			0.1756***			0.1195**			-0.4738***			0.2195***			0.1756***			0.1195**		
	(0.021)			(0.050)			(0.030)			(0.046)			(0.021)			(0.050)			(0.030)			(0.046)		
idkab_dum158	-0.6465***	0.0945***					0.6421***	-0.0776**					-0.6465***	0.0945***					0.6421***	-0.0776**				
	(0.017)	(0.021)					(0.026)	(0.034)					(0.017)	(0.021)					(0.026)	(0.034)				
idkab_dum159	-0.4760***			0.2372***			0.3504***			0.2595***			-0.4760***			0.2372***			0.3504***			0.2595***		
	(0.022)			(0.057)			(0.033)			(0.049)			(0.022)			(0.057)			(0.033)			(0.049)		
