"","est1","","","","est2","","","","est3","","","","est4","","","","est5","","","","est6","","","","est7","","","","est8","","","","est9","","","","est10","","",""
"stateyrv423","","","","","","","","","-.0095022",".0098353","-.9661326",".3339778","-.0050629",".0097697","-.518225",".6043013","-.0145297",".0105591","-1.376034",".1688111","","","","","","","","",".0177257",".0275666",".6430132",".5202155",".0182656",".0273968",".6667047",".5049608",".005671",".0266705",".2126335",".8316128"
"stateyrv424","","","","","","","","","-.0027686",".0087355","-.3169351",".7512928",".0002924",".0085374",".0342477",".9726796","-.0062351",".0097046","-.6424922",".5205537","","","","","","","","",".0258032",".0201517","1.280451",".2003866",".0261693",".0200356","1.306143",".1915038",".0176306",".0192496",".9158929",".3597231"
"stateyrv425","","","","","","","","",".0084848",".0157605",".5383579",".59033",".0009212",".016438",".0560433",".9553073",".0170504",".0160045","1.065353",".2867162","","","","","","","","",".0129247",".0261133",".4949452",".6206388",".0122973",".0265191",".4637142",".6428525",".0269317",".0259379","1.038312",".2991247"
"stateyrv426","","","","","","","","",".0133588",".0201838",".6618556",".5080637",".0101823",".0197913",".5144844",".6069134",".016956",".020844",".8134741",".4159463","","","","","","","","",".0498188",".0208466","2.389787",".0168582",".0496103",".0210276","2.359291",".0183099",".0544748",".0204221","2.667446",".007643"
"stateyrv427","","","","","","","","",".0177995",".0084705","2.101352",".0356101",".0179521",".0081106","2.213414",".0268691",".0176266",".0091575","1.924819",".054252","","","","","","","","",".0243283",".0192033","1.266876",".2051997",".024427",".019233","1.270057",".2040644",".0221228",".0182491","1.212268",".2254099"
"stateyrv428","","","","","","","","",".0077575",".0100866",".7690901",".4418398",".0123938",".0097084","1.276611",".2017398",".0025069",".0109973",".2279578",".8196791","","","","","","","","",".0035883",".022463",".1597421",".8730842",".0041071",".022458",".1828793",".8548927","-.0079947",".0221355","-.3611721",".7179708"
"stateyrv429","","","","","","","","",".0107043",".0160673",".6662164",".5052728",".0077465",".0150771",".5137913",".6073979",".0140539",".01728",".8133037",".4160439","","","","","","","","",".0019113",".0211331",".0904402",".9279374",".0018423",".0211252",".0872071",".9305069",".0034521",".0216102",".1597429",".8730836"
"stateyrv430","","","","","","","","","-.0386209",".0120293","-3.210578",".0013247","-.0305047",".0120072","-2.540533",".0110684","-.0478124",".0133915","-3.570344",".0003565","","","","","","","","",".0280857",".0200613","1.399997",".1615143",".0288992",".0200407","1.44202",".1492966",".0099258",".0202762",".4895284",".6244677"
"stateyrv431","","","","","","","","","-.0164615",".0099885","-1.648034",".0993456","-.0083512",".0106824","-.7817659",".4343522","-.0256462",".0109758","-2.336617",".0194591","","","","","","","","",".1217299",".0223281","5.451874","4.98e-08",".1225397",".0222382","5.510333","3.58e-08",".103651",".0215395","4.812145","1.49e-06"
"stateyrv432","","","","","","","","","-.0305341",".0101216","-3.016716",".0025553","-.0234381",".0104945","-2.23337",".0255246","-.0385702",".0105435","-3.658184",".000254","","","","","","","","",".0910769",".019371","4.701711","2.58e-06",".0918056",".0191715","4.788651","1.68e-06",".0748076",".0188829","3.961667",".0000744"
"stateyrv433","","","","","","","","","-.025128",".0091209","-2.754987",".0058694","-.0191979",".0093576","-2.051572",".0402113","-.0318437",".0101183","-3.147138",".0016488","","","","","","","","",".1087377",".0200174","5.432167","5.57e-08",".1093542",".019846","5.510143","3.59e-08",".0949742",".0193889","4.898378","9.66e-07"
"stateyrv434","","","","","","","","","-.0328785",".0114834","-2.863133",".0041947","-.0259977",".0120473","-2.157969",".0309302","-.0406709",".012015","-3.385017",".0007117","","","","","","","","",".148957",".0279403","5.331268","9.75e-08",".1496313",".027791","5.384165","7.28e-08",".1339023",".0271205","4.937316","7.92e-07"
"stateyrv435","","","","","","","","","-.029103",".0119329","-2.438889",".0147325","-.0216936",".0119352","-1.817617",".0691227","-.037494",".0137186","-2.733073",".0062746","","","","","","","","",".0973046",".0203315","4.785911","1.70e-06",".0980744",".0200419","4.893467","9.91e-07",".0801178",".0205938","3.890384",".0001001"
"stateyrv436","","","","","","","","","-.0470846",".0118934","-3.958867",".0000753","-.0421624",".0116597","-3.616093",".0002991","-.0526588",".0129664","-4.061171",".0000488","","","","","","","","",".0964281",".0340858","2.828983",".0046696",".0970125",".0340316","2.85066",".0043629",".0833798",".0339893","2.453121",".0141623"
"stateyrv437","","","","","","","","","-.0480074",".0234249","-2.049421",".040421","-.0343761",".0246283","-1.395798",".1627754","-.0634447",".0240082","-2.64263",".0082265","","","","","","","","",".0726685",".0211458","3.436539",".0005892",".073997",".0211293","3.502101",".0004616",".0430106",".0218887","1.964969",".0494179"
"stateyrv438","","","","","","","","","-.0263676",".0118876","-2.218078",".0265495","-.0156703",".0127993","-1.224308",".2208361","-.0384821",".013005","-2.959023",".0030862","","","","","","","","",".1014309",".0199774","5.077275","3.83e-07",".1024606",".0203872","5.025727","5.02e-07",".0784411",".021553","3.639458",".0002732"
"stateyrv439","","","","","","","","","-.0301204",".0106615","-2.825158",".0047257","-.0218878",".0110374","-1.983048",".0473621","-.0394436",".0117199","-3.365521",".000764","","","","","","","","",".1032228",".0229419","4.499317","6.82e-06",".1040737",".022484","4.62879","3.68e-06",".0842269",".0226856","3.712792",".000205"
"stateyrv440","","","","","","","","","-.0616988",".0133719","-4.614066","3.95e-06","-.0482281",".0158424","-3.044248",".0023326","-.0769542",".0135325","-5.68661","1.30e-08","","","","","","","","",".0904391",".0318307","2.841251",".0044937",".0915146",".0319272","2.866353",".0041523",".0664282",".034619","1.918834",".0550053"
"stateyrv441","","","","","","","","","-.0129105",".0093731","-1.377402",".1683879","-.0104349",".00906","-1.151747",".2494249","-.0157141",".0100585","-1.562258",".1182271","","","","","","","","",".0722993",".021829","3.312077",".0009261",".072606",".021768","3.335454",".0008516",".065451",".0207644","3.152071",".0016212"
"stateyrv442","","","","","","","","","-.0305256",".0098885","-3.086988",".002022","-.0284983",".0093637","-3.043481",".0023386","-.0328213",".0107715","-3.047052",".002311","","","","","","","","",".0366317",".0208972","1.752948",".0796109",".0369209",".0208021","1.774869",".0759195",".0301741",".0204535","1.475253",".1401446"
"stateyrv443","","","","","","","","","-.0297324",".008689","-3.421869",".0006219","-.0290487",".0082497","-3.521203",".0004296","-.0305067",".0093811","-3.251927",".0011463","","","","","","","","",".0315054",".019186","1.642105",".1005682",".031648",".0191547","1.652227",".0984883",".0283216",".0184641","1.53387",".1250618"
"stateyrv444","","","","","","","","","-.0418054",".0086975","-4.806616","1.54e-06","-.0401724",".0082584","-4.864414","1.15e-06","-.0436547",".0095246","-4.583387","4.58e-06","","","","","","","","",".0352514",".0205591","1.714632",".0864127",".0354752",".0204944","1.730967",".0834576",".0302542",".0196981","1.535897",".1245636"
"stateyrv445","","","","","","","","","-.0335134",".0100561","-3.33263",".0008603","-.0327054",".0098402","-3.323647",".0008885","-.0344284",".0105253","-3.271025",".0010716","","","","","","","","",".0608114",".0228237","2.664399",".0077126",".0609864",".0227557","2.680052",".0073611",".0569035",".0225182","2.526996",".0115043"
"stateyrv446","","","","","","","","","-.0357031",".0088506","-4.033978",".0000548","-.0338404",".0081386","-4.158014",".0000321","-.0378126",".0101467","-3.72661",".0001941","","","","","","","","",".0280978",".019455","1.444248",".1486692",".0283718",".0193576","1.465666",".1427393",".0219816",".0193785","1.13433",".2566561"
"stateyrv447","","","","","","","","","-.0112876",".0107836","-1.046732",".2952232","-.0182462",".0116558","-1.565426",".1174829","-.003407",".0112796","-.3020523",".7626122","","","","","","","","",".0575713",".0262498","2.193211",".0282922",".0570602",".0264893","2.154083",".0312337",".0689821",".0269468","2.559933",".0104692"
"stateyrv448","","","","","","","","","-.0311925",".0086494","-3.606309",".0003106","-.033515",".0086099","-3.892602",".0000992","-.0285623",".0090569","-3.153661",".0016124","","","","","","","","",".0444098",".0196574","2.259187",".0238717",".0442798",".0197592","2.240971",".025028",".0473115",".0190832","2.479226",".0131668"
"stateyrv449","","","","","","","","","-.0256937",".0082759","-3.104641",".0019051","-.0265779",".0080509","-3.301223",".0009626","-.0246923",".0087869","-2.810144",".0049519","","","","","","","","",".0419305",".0195533","2.144414",".0319997",".041941",".0195919","2.140738",".0322952",".0416949",".0187168","2.227673",".0259023"
"stateyrv450","","","","","","","","","-.0225195",".0088989","-2.530605",".0113866","-.0195664",".0084494","-2.31571",".0205741","-.0258639",".0097791","-2.644822",".0081734","","","","","","","","",".0444711",".0198582","2.23943",".0251279",".0448384",".0197682","2.268205",".0233167",".0362714",".0191722","1.891867",".0585087"
"stateyrv451","","","","","","","","","-.0262243",".0102187","-2.566318",".0102785","-.0271953",".0101433","-2.681118",".0073377","-.0251248",".0104337","-2.408044",".0160382","","","","","","","","",".0583256",".0366517","1.591347",".1115315",".0583702",".0365871","1.595375",".1106285",".057331",".0376049","1.524563",".1273681"
"stateyrv452","","","","","","","","","-.0037715",".0089989","-.4191089",".6751366","-.0020047",".0085205","-.2352782",".8139928","-.0057724",".0097594","-.59147",".5542055","","","","","","","","","-.0105316",".0214637","-.4906694",".6236603","-.0102882",".0213848","-.4810982",".6304467","-.0159656",".0208853","-.7644426",".4446035"
"stateyrv453","","","","","","","","","-.0076275",".0087778","-.8689605",".3848687","-.0073777",".008367","-.8817612",".377906","-.0079105",".0094913","-.8334553",".404588","","","","","","","","",".0104513",".0228781",".456824",".6477975",".0106478",".0228591",".4658001",".6413586",".0060641",".0218946",".2769688",".781804"
"stateyrv454","","","","","","","","","-.0203263",".0087904","-2.312326",".0207598","-.0177329",".0083414","-2.125901",".0335115","-.0232633",".0095038","-2.447776",".0143741","","","","","","","","",".0009777",".0193895",".0504229",".9597854",".0012932",".0192814",".0670715",".9465248","-.0060675",".0186043","-.3261342",".7443228"
"stateyrv455","","","","","","","","","-.0285034",".0085476","-3.334681",".000854","-.0251497",".0082547","-3.046707",".0023136","-.0323014",".009525","-3.39124",".0006958","","","","","","","","",".0156281",".0194405",".8038916",".4214596",".0160089",".0193176",".8287217",".4072619",".0071268",".0187263",".3805782",".7035163"
"stateyrv456","","","","","","","","","-.0128867",".0106146","-1.214053",".2247276","-.0119677",".0103794","-1.153034",".2488964","-.0139273",".0110844","-1.25648",".208942","","","","","","","","",".0026522",".0228669",".1159833",".9076658",".0028693",".0228223",".125722",".899952","-.0021943",".0219302","-.1000585",".9202979"
"stateyrv457","","","","","","","","","-.0313738",".0098615","-3.181459",".0014654","-.0282476",".0090181","-3.13232",".0017343","-.0349142",".0108913","-3.205707",".0013473","","","","","","","","",".0014011",".0193618",".0723659",".9423107",".0017745",".0192008",".0924187",".9263654","-.0069347",".0189516","-.3659186",".7144258"
"stateyrv458","","","","","","","","","-.0149282",".0117243","-1.273269",".2029227","-.0213684",".012788","-1.670972",".0947273","-.0076348",".0118692","-.6432434",".5200662","","","","","","","","",".013205",".0232907",".5669631",".5707393",".0126814",".0236429",".5363744",".5916998",".0248932",".0220226","1.130345",".2583308"
"stateyrv459","","","","","","","","","-.0289579",".0084624","-3.421939",".0006218","-.0293723",".0081105","-3.621515",".0002929","-.0284886",".0090668","-3.1421",".0016774","","","","","","","","",".0049954",".0192594",".2593739",".7953468",".0050389",".0192896",".2612238",".79392",".004024",".0182531",".2204571",".8255152"
"stateyrv460","","","","","","","","","-.0178901",".0084025","-2.129131",".0332435","-.017101",".007921","-2.158944",".0308545","-.0187836",".009095","-2.065264",".0388981","","","","","","","","","-.0058788",".0190099","-.309248",".7571329","-.0057175",".0189813","-.301217",".7632491","-.0094798",".0181431","-.5224993",".6013227"
"stateyrv461","","","","","","","","","-.0002313",".008687","-.0266252",".9787586",".0020154",".0082948",".2429738",".8080257","-.0027757",".0093987","-.2953253",".7677454","","","","","","","","","-.0064504",".0208357","-.3095838",".7568775","-.0061571",".0208427","-.2954083",".767682","-.0129978",".0202339","-.6423745",".52063"
"stateyrv462","","","","","","","","","0",".",".",".","0",".",".",".","0",".",".",".","","","","","","","","","0",".",".",".","0",".",".",".","0",".",".","."
"_cons",".0787892",".0138613","5.684123","1.31e-08",".0802365",".0104371","7.68762","1.51e-14",".0779946",".0103285","7.551387","4.31e-14",".0768799",".0098706","7.78879","6.66e-15",".079257",".0112178","7.065315","1.60e-12",".0220454",".0252351",".8736021",".382335","-.0395076",".0213413","-1.851221",".0641378","-.0808663",".0192254","-4.20622",".000026","-.0810645",".0191773","-4.227112",".0000237","-.0764408",".0184524","-4.142588",".0000343"
"N","15225","","","","13104","","","","28329","","","","28329","","","","28329","","","","14940","","","","11214","","","","26154","","","","26154","","","","26154","","",""
"r2",".4123579","","","",".3021939","","","",".3875003","","","",".4148552","","","",".3372196","","","",".8021671","","","",".3773121","","","",".6837174","","","",".6843213","","","",".6510216","","",""
"df_m","235","","","","202","","","","433","","","","433","","","","433","","","","268","","","","202","","","","466","","","","466","","","","466","","",""
"df_r","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"df_b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"df","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
