"","est1","","","","est2","","","","est3","","","","est4","","","","est5","","","","est6","","","","est7","","","","est8","","",""
"stateyrv387","-.1667661",".0240314","-6.939517","8.72e-12",".0005583",".0095784",".0582908",".953517","-.1650947",".0239028","-6.906907","1.08e-11",".0006869",".0097445",".0704922",".9438019",".2756404",".0168695","16.33957","3.37e-50",".0417257",".0249867","1.669916",".0949359",".2763322",".0168674","16.38262","2.06e-50",".0430862",".0251282","1.714656",".0864084"
"stateyrv388","-.2614326",".0855938","-3.054339",".0023379","-.0937913",".0861002","-1.089327",".2760096","-.2582039",".0828078","-3.118109",".0018919","-.1076531",".0919864","-1.170316",".241874",".1808656",".0294174","6.148251","1.40e-09","-.0520182",".0365643","-1.42265",".1548376",".1814088",".0291859","6.215629","9.37e-10","-.0588263",".0400456","-1.468982",".1418376"
"stateyrv389","-.1803718",".0253829","-7.106023","2.86e-12","-.0112718",".0127876","-.8814667",".3780653","-.1789652",".0251267","-7.122501","2.55e-12","-.0103249",".0147824","-.6984608",".4848891",".2247879",".0231267","9.719862","6.94e-21","-.0073671",".0296452","-.248511",".8037391",".2252508",".0231038","9.749514","5.39e-21","-.0065666",".0306317","-.2143719",".830257"
"stateyrv390","-.179024",".024258","-7.379993","4.34e-13","-.0051589",".0102693","-.5023588",".6154152","-.1783182",".0241122","-7.395364","3.89e-13","-.0021008",".0103202","-.2035653",".8386932",".258102",".0275566","9.366253","1.36e-19",".0281129",".0328768",".8550966",".3924977",".2582867",".0275739","9.367082","1.35e-19",".0302336",".0328252",".9210479",".3570254"
"stateyrv391","-.1453822",".0241366","-6.023318","2.71e-09",".0264592",".0094864","2.789177",".0052842","-.1444682",".0240115","-6.016628","2.82e-09",".0294088",".0099186","2.965029",".0030265",".2673101",".0224448","11.90966","1.33e-29",".0362319",".0293259","1.23549",".216648",".2676357",".0223776","11.95997","8.11e-30",".0382247",".0302166","1.265023",".2058632"
"stateyrv392","-.1813344",".0246689","-7.350721","5.32e-13","-.0048356",".0107404","-.4502284",".6525458","-.1805171",".024547","-7.353922","5.20e-13","-.0050061",".0110432","-.4533177",".65032",".2145184",".0235658","9.10296","1.18e-18","-.014463",".0299878","-.4822947",".6295966",".2145694",".0235399","9.115136","1.07e-18","-.0140266",".0295741","-.4742866",".6352955"
"stateyrv393","-.1514386",".0236485","-6.403718","2.72e-10",".0200337",".0085322","2.348008",".0188741","-.1508372",".0234864","-6.42231","2.42e-10",".0260513",".0088801","2.933677",".0033497",".291445",".0252808","11.52831","5.29e-28",".060349",".0312698","1.929944",".0536138",".2917753",".0252769","11.54316","4.59e-28",".0636461",".0314744","2.022153",".0431605"
"stateyrv394","-.1400798",".0237033","-5.90971","5.27e-09",".0336058",".0089582","3.751416",".0001758","-.1396923",".0235343","-5.935687","4.53e-09",".0396206",".0091895","4.311531",".0000162",".3143177",".0132692","23.68776","6.67e-89",".0844223",".022919","3.683513",".00023",".3144928",".0128059","24.5585","1.27e-93",".0879396",".0229587","3.830339",".000128"
"stateyrv395","-.136557",".0238737","-5.719966","1.56e-08",".0374889",".0092659","4.045908",".0000521","-.1367528",".023677","-5.775779","1.14e-08",".0483367",".009717","4.974459","6.54e-07",".2667301",".0381982","6.982791","7.45e-12",".0364054",".0418479",".869947",".3843294",".2669644",".0382612","6.977427","7.72e-12",".0418871",".0422062",".9924407",".3209826"
"stateyrv396","-.1941824",".0268752","-7.22533","1.27e-12","-.0159066",".0159001","-1.000414",".3171104","-.1941302",".0268404","-7.232762","1.20e-12","-.0108515",".0157336","-.6897033",".4903808",".2155311",".0259639","8.301194","6.43e-16","-.0138159",".0313069","-.441305",".6589922",".2156332",".0260805","8.267987","8.27e-16","-.0113622",".0318391","-.3568624",".7211948"
"stateyrv397","-.1902776",".0256294","-7.4242","3.18e-13","-.0200625",".0127188","-1.577385",".1147069","-.189003",".0255095","-7.409127","3.54e-13","-.0189031",".0127461","-1.483044",".1380628",".2599684",".0114045","22.79533","4.51e-84",".0282038",".0217567","1.296328",".1948625",".2603806",".011329","22.98356","4.33e-85",".0289954",".0218679","1.325935",".1848611"
"stateyrv398","-.1869706",".0236954","-7.890595","1.11e-14","-.0165085",".009052","-1.82373",".0681929","-.1859695",".0235521","-7.896102","1.06e-14","-.0131507",".0087451","-1.503769",".1326408",".2473176",".0143369","17.25039","8.74e-55",".0167438",".0229608",".7292367",".4658569",".2475757",".0144155","17.17423","2.13e-54",".0176232",".0232151",".7591277",".4477762"
"stateyrv399","-.1642908",".025546","-6.431173","2.29e-10",".0262539",".0156131","1.681529",".0926602","-.1664205",".0247406","-6.726611","3.52e-11",".040071",".0176016","2.276556",".0228127",".235514",".0222988","10.56173","4.27e-24",".0138844",".0286851",".4840295",".628365",".2346245",".0221977","10.56976","3.97e-24",".0208246",".0282251",".7378051",".4606329"
"stateyrv400","-.1955953",".0238047","-8.216656","9.57e-16","-.0294163",".0088393","-3.327919",".000875","-.1951704",".0236065","-8.267646","6.48e-16","-.0173297",".0095106","-1.822142",".0684335",".2485537",".0106036","23.4405","1.46e-87",".0150356",".0213565",".7040272",".4814159",".2492039",".010633","23.43692","1.52e-87",".0216748",".0214751","1.009301",".3128301"
"stateyrv401","-.1753075",".0239656","-7.314973","6.82e-13","-.004794",".0090609","-.5290868",".5967453","-.1751138",".023801","-7.357401","5.08e-13",".0056339",".0092432",".6095158",".5421826",".2746702",".015872","17.30533","4.59e-55",".0436861",".0245242","1.781343",".0748564",".2749896",".0158498","17.34972","2.73e-55",".0489924",".0251131","1.950865",".0510731"
"stateyrv402","-.1750685",".0238795","-7.331318","6.09e-13","-.0018738",".0087696","-.2136691",".8308051","-.1744367",".0237328","-7.350029","5.34e-13",".0024082",".0088799",".2712018",".7862359",".2632719",".0064976","40.5184","1.2e-176",".0331137",".0197394","1.677542",".0934366",".2634791",".0064861","40.62202","3.9e-177",".0355335",".0199469","1.7814",".0748472"
"stateyrv403","-.1686076",".024362","-6.920919","9.86e-12","-.0059553",".0100336","-.5935357",".5528227","-.1678871",".0241724","-6.945411","8.38e-12",".0065344",".0100735",".6486698",".5165518",".2739123",".0295654","9.264622","3.15e-19",".0387034",".0349292","1.108054",".2678386",".2747821",".0295729","9.291688","2.52e-19",".0456305",".0348772","1.308321",".1907645"
"stateyrv404","-.1671586",".0235654","-7.093403","3.11e-12",".0102286",".008898","1.149547",".2503304","-.1666417",".0234247","-7.113936","2.71e-12",".011948",".0085505","1.397344",".1623102",".2700956",".0075412","35.816","2.7e-153",".04179",".0199857","2.090994",".0365286",".2700599",".0075842","35.60839","3.0e-152",".042677",".0203373","2.09846",".0358645"
"stateyrv405","-.1619201",".0237732","-6.811024","2.03e-11",".0125616",".0086241","1.456573",".1452342","-.1614595",".0235918","-6.84389","1.64e-11",".0172541",".0090168","1.913546",".0556782",".2915307",".0069014","42.24196","6.8e-185",".0618228",".0197004","3.138157",".0017001",".2916797",".0067493","43.2163","1.7e-189",".0643716",".0201199","3.199398",".0013771"
"stateyrv406","-.1498167",".0246299","-6.082708","1.91e-09",".0292166",".0109889","2.658741",".0078433","-.1503813",".024476","-6.14402","1.32e-09",".0390602",".0109469","3.56816",".0003595",".2567912",".0105837","24.26297","5.08e-92",".029392",".0214794","1.368381",".1711929",".2566451",".0105569","24.31075","2.80e-92",".0340811",".0216248","1.576014",".1150227"
"stateyrv407","-.1887235",".0227234","-8.305251","4.86e-16",".0041128",".0126547",".3250036",".7451783","-.1894214",".0227393","-8.330129","4.01e-16",".0033616",".0130103",".2583771",".7961159",".2561966",".0330137","7.760322","3.49e-14",".033799",".0423536",".7980187",".4248597",".255388",".0328672","7.770287","3.25e-14",".0305892",".0426912",".7165213",".4736695"
"stateyrv408","-.184876",".0240713","-7.680357","5.13e-14","-.0195403",".0095483","-2.046473",".0407099","-.1847214",".0238581","-7.742519","3.27e-14","-.004353",".0094056","-.4628126",".6434987",".2607135",".0092602","28.15415","4.4e-113",".026712",".0206205","1.295414",".1951774",".261429",".0092342","28.31099","6.3e-114",".0347972",".021038","1.654019",".0981236"
"stateyrv409","-.2016669",".0236591","-8.523868","8.88e-17","-.0322512",".0085523","-3.771047",".0001626","-.2012941",".0234775","-8.573923","5.99e-17","-.022465",".0088418","-2.540776",".0110607",".296782",".0142008","20.89896","7.11e-74",".0640463",".0232583","2.753694",".0058927",".2973301",".014354","20.71414","6.90e-73",".0702381",".0233523","3.007753",".0026319"
"stateyrv410","-.1899668",".025294","-7.510361","1.73e-13","-.0160339",".011243","-1.42612",".1538337","-.1900621",".0250514","-7.586873","1.00e-13","-.0059758",".0105192","-.5680851",".5699772",".2840495",".0104571","27.1632","9.8e-108",".0541174",".0206596","2.619482",".0088063",".2842327",".0108825","26.11834","4.4e-102",".0594",".0208732","2.845753",".0044307"
"stateyrv411","-.2091938",".0237897","-8.793472","1.04e-17","-.0392037",".0088881","-4.410806",".0000103","-.2085605",".0236306","-8.825863","8.02e-18","-.0322029",".0090295","-3.5664",".0003619",".2580016",".005816","44.36041","8.0e-195",".0262629",".0193635","1.356311",".1750003",".2584162",".0058718","44.00961","3.4e-193",".0301463",".0197113","1.529397",".126166"
"stateyrv412","-.191433",".0239953","-7.977936","5.79e-15","-.0196095",".0095584","-2.051538",".0402146","-.1910009",".02382","-8.018514","4.28e-15","-.0123997",".0098386","-1.260309",".2075578",".264828",".01383","19.14885","1.34e-64",".033546",".0230209","1.457199",".1450614",".2651844",".0138277","19.17778","9.42e-65",".0379286",".0231009","1.641867",".1006176"
"stateyrv413","-.1880922",".023908","-7.867331","1.31e-14","-.0187488",".009763","-1.9204",".0548075","-.1872317",".0237518","-7.882841","1.17e-14","-.0131983",".0095042","-1.388684",".1649289",".2790399",".006276","44.46155","2.7e-195",".0470923",".0195414","2.409869",".0159583",".2794799",".0062932","44.41001","4.7e-195",".0500865",".0198155","2.527643",".0114831"
"stateyrv414","-.1993537",".0243964","-8.171432","1.35e-15","-.0140974",".0119076","-1.183894",".2364552","-.1982869",".0243057","-8.158047","1.50e-15","-.0239316",".0105389","-2.270786",".02316",".2586183",".0199436","12.96745","3.30e-34",".0336681",".0274193","1.227901",".2194843",".2581368",".0199349","12.94899","3.99e-34",".0285766",".0271062","1.054245",".2917708"
"stateyrv415","-.1739995",".0237703","-7.320045","6.58e-13","-.0062479",".009253","-.6752288",".4995304","-.1735533",".023572","-7.362687","4.89e-13",".0043105",".0092725",".4648658",".6420276",".2946313",".0069016","42.69042","5.1e-187",".0617498",".0199652","3.092869",".0019823",".2951974",".0068661","42.99357","1.9e-188",".0674894",".0202562","3.331798",".0008629"
"stateyrv416","-.1775443",".0238108","-7.456445","2.54e-13","-.0063078",".0087343","-.7221902",".4701775","-.1775056",".0236055","-7.519657","1.62e-13",".0048693",".008846",".550457",".582006",".2802358",".0044711","62.67713","5.6e-271",".0491843",".0190325","2.584223",".0097599",".2805652",".0043337","64.7396","1.5e-278",".0551045",".0192849","2.857386",".0042715"
"stateyrv417","-.1740731",".0240183","-7.247514","1.09e-12","-.0011436",".0093847","-.1218617",".9030086","-.1743742",".0238176","-7.321247","6.53e-13",".011583",".0098167","1.179924",".2380304",".2779381",".006711","41.41533","5.9e-181",".0474823",".0196824","2.412418",".0158471",".2781915",".0067077","41.4737","3.1e-181",".0540887",".0200526","2.697337",".0069897"
"stateyrv418","-.2082358",".0205992","-10.10893","1.44e-22","-.0328273",".0112452","-2.919227",".003509","-.2090181",".0202732","-10.31007","2.35e-23","-.0179746",".0126972","-1.415643",".1568799",".2593174",".0287915","9.006747","2.58e-18",".0282832",".0296653",".9534121",".3403813",".2596469",".0287657","9.026264","2.20e-18",".0355232",".0299927","1.184394",".2362571"
"stateyrv419","-.1686411",".0244024","-6.910836","1.05e-11","-.007159",".0100646","-.711302",".4768971","-.1666675",".0242969","-6.859616","1.48e-11","-.0047112",".0101413","-.4645544",".6422506",".3150786",".0109811","28.69285","5.6e-116",".0792881",".0215949","3.671607",".000241",".3160139",".0109767","28.78956","1.7e-116",".0809069",".0217397","3.721619",".0001979"
"stateyrv420","-.1570707",".0237231","-6.621015","6.93e-11",".0157976",".0098314","1.606858",".1080854","-.1551741",".0236437","-6.563035","1.00e-10",".0092149",".0088363","1.04284",".2970226",".2923655",".0093316","31.33084","4.9e-130",".0611208",".0209058","2.923622",".0034598",".2927035",".0092761","31.55454","3.3e-131",".058167",".0210803","2.75931",".0057924"
"stateyrv421","-.1708852",".0243164","-7.027581","4.84e-12",".0054074",".0096562",".5599963",".575482","-.1694299",".0243763","-6.950589","8.10e-12","-.0002073",".0096497","-.0214844",".9828593",".2465191",".0076031","32.42342","8.8e-136",".0177194",".0197196",".8985712",".3688811",".2465404",".0077365","31.8671","7.3e-133",".0148692",".019901",".7471604",".4549667"
"stateyrv422","-.1809417",".0236849","-7.639532","6.89e-14","-.0158925",".0087484","-1.816613",".0692764","-.1784259",".0236092","-7.557476","1.24e-13","-.0212628",".0088006","-2.416076",".0156888",".2350422",".0061451","38.2488","1.6e-165",".0009594",".0196253",".0488883",".9610083",".235749",".0061025","38.63145","2.1e-167","-.0013658",".0199667","-.0684046",".9454636"
"stateyrv423","-.1722254",".0242398","-7.105079","2.87e-12","-.010237",".0095844","-1.068089",".2854805","-.1697758",".0241947","-7.017069","5.20e-12","-.0124148",".009536","-1.301879",".1929576",".2520026",".0204995","12.29311","3.02e-31",".0157368",".0273122",".5761829",".5644916",".2529953",".0205346","12.32042","2.30e-31",".0150774",".0276785",".5447339",".5859365"
"stateyrv424","-.1685397",".0239906","-7.025234","4.92e-12","-.0032753",".0086734","-.3776204",".7057126","-.1663755",".0239334","-6.951605","8.05e-12","-.0057325",".0092131","-.6222065",".5338061",".2585702",".007749","33.36829","1.0e-140",".0244549",".0199311","1.226969",".2198341",".2592839",".0078013","33.23587","5.0e-140",".0235621",".0202837","1.161625",".2453877"
"stateyrv425","-.1807805",".0262489","-6.887175","1.23e-11",".0097368",".0156343",".6227841",".5334264","-.1794182",".0262455","-6.83615","1.72e-11","-.0071872",".0138935","-.5173046",".6049435",".2370641",".0180638","13.1237","6.60e-35",".0152356",".0261907",".5817174",".5607571",".2361694",".0180884","13.05642","1.32e-34",".0053916",".0253323",".2128337",".8314567"
"stateyrv426","-.1662053",".0286992","-5.791281","1.04e-08",".0138846",".0203391",".6826546",".4948251","-.1649919",".0285578","-5.777481","1.12e-08",".0071635",".0191914",".3732637",".7089522",".2775956",".0089807","30.9103","8.3e-128",".050587",".0208292","2.42866",".0151548",".2773837",".0089594","30.96004","4.5e-128",".0470531",".0208394","2.257888",".0239526"
"stateyrv427","-.1544029",".0237715","-6.495288","1.54e-10",".0177742",".0085448","2.080122",".0375143","-.15338",".0236289","-6.491206","1.58e-10",".0194774",".0087206","2.233495",".0255163",".254774",".0048808","52.19897","1.8e-229",".0239644",".019038","1.258766",".2081147",".2550629",".0048176","52.94347","1.4e-232",".0249555",".0193606","1.288987",".1974027"
"stateyrv428","-.1545301",".0240479","-6.425931","2.37e-10",".0069901",".0098526",".7094601",".478039","-.1519676",".0240073","-6.330062","4.29e-10",".0042175",".0098496",".4281879",".6685143",".2376818",".0123925","19.17945","9.23e-65",".0016773",".0224701",".0746446",".9404975",".238639",".0123329","19.34979","1.18e-65",".000143",".0228263",".0062664",".9950001"
"stateyrv429","-.1683762",".0228727","-7.361461","4.93e-13",".0111939",".0161577",".6927878",".4884427","-.1671102",".0230665","-7.24472","1.11e-12",".0044525",".0161285",".2760645",".7824986",".2308998",".0182276","12.66763","7.03e-33",".0021655",".0211921",".1021833",".9186112",".2309113",".0182137","12.67788","6.33e-33","-.0014992",".0205367","-.0730022",".9418043"
"stateyrv430","-.1932133",".0240123","-8.046445","3.47e-15","-.0399643",".0115729","-3.453278",".0005538","-.1885616",".0241743","-7.800078","2.15e-14","-.0540903",".0119492","-4.526672","5.99e-06",".2647376",".0062807","42.15082","1.8e-184",".0250896",".0202873","1.236718",".2161916",".2661575",".0063302","42.04546","5.9e-184",".0184905",".0214513",".8619741",".3887018"
"stateyrv431","-.171067",".0237776","-7.194453","1.56e-12","-.0178039",".0093116","-1.912018",".0558739","-.1668868",".0238977","-6.983387","6.51e-12","-.0277886",".0098731","-2.814587",".004884",".3583502",".0118723","30.18378","6.0e-124",".1187472",".0221464","5.361921","8.23e-08",".3597673",".0120097","29.95642","9.7e-123",".1137337",".0229793","4.949409","7.44e-07"
"stateyrv432","-.1873825",".0241012","-7.77483","2.59e-14","-.0317086",".0093393","-3.395199",".0006858","-.1842761",".0243002","-7.583319","1.03e-13","-.0342886",".0093784","-3.656103",".0002561",".3269933",".0037633","86.89075","0",".0883927",".0192232","4.598238","4.26e-06",".3282885",".0038123","86.11316","0",".0877498",".0195928","4.478675","7.51e-06"
"stateyrv433","-.1845546",".0236929","-7.789458","2.32e-14","-.0261096",".0087658","-2.97857",".002896","-.1802727",".0237809","-7.580576","1.05e-13","-.0414085",".0098614","-4.199046",".0000268",".3436793",".0065544","52.43464","1.9e-230",".1064669",".0198507","5.363379","8.17e-08",".3447826",".0065577","52.57684","4.7e-231",".0992451",".021055","4.713615","2.43e-06"
"stateyrv434","-.1902029",".024944","-7.625191","7.64e-14","-.0340175",".0109688","-3.101304",".0019267","-.186016",".0251294","-7.40234","3.71e-13","-.0465519",".0111197","-4.186445",".0000283",".384401",".0210712","18.24295","7.04e-60",".1464732",".0277525","5.277836","1.31e-07",".3855987",".021122","18.25578","6.04e-60",".1402469",".02838","4.941757","7.74e-07"
"stateyrv435","-.1852585",".0241774","-7.662461","5.84e-14","-.0303294",".0118204","-2.565857",".0102921","-.1805841",".0244407","-7.388653","4.08e-13","-.046088",".0108806","-4.23579",".0000228",".3335779",".0064278","51.8963","3.5e-228",".0944691",".0203059","4.652291","3.28e-06",".3349261",".0063812","52.48656","1.1e-230",".0868666",".0214442","4.05083",".000051"
"stateyrv436","-.2087401",".0249218","-8.375811","2.82e-16","-.0478993",".0116817","-4.100368",".0000412","-.206454",".0249453","-8.276254","6.07e-16","-.047658",".0102226","-4.662017","3.13e-06",".3310915",".0285928","11.57955","3.24e-28",".0942753",".0340485","2.76885",".0056255",".3321589",".028606","11.61149","2.38e-28",".0954161",".033262","2.868617",".0041227"
"stateyrv437","-.1904043",".0288492","-6.59998","7.93e-11","-.0502638",".022914","-2.193583",".0282654","-.1865365",".0288448","-6.466905","1.84e-10","-.0463069",".0200614","-2.308256",".0209849",".3137929",".0061548","50.98305","2.7e-224",".0677754",".0214477","3.16004",".0015775",".3160561",".0059953","52.71739","1.2e-231",".0709759",".0208915","3.397354",".0006804"
"stateyrv438","-.1752525",".02387","-7.341958","5.65e-13","-.0281383",".0108376","-2.596345",".0094221","-.1717561",".0238846","-7.191073","1.60e-12","-.0268548",".0092363","-2.907546",".0036428",".3399615",".0060335","56.34588","1.6e-246",".0976379",".020651","4.72801","2.27e-06",".3417426",".005664","60.33613","3.8e-262",".0989462",".0203404","4.864526","1.15e-06"
"stateyrv439","-.1844555",".0240358","-7.674195","5.37e-14","-.0314831",".0098994","-3.180293",".0014713","-.1791423",".0243481","-7.357563","5.07e-13","-.0512005",".0117247","-4.36688",".0000126",".3401998",".0121509","27.99796","3.1e-112",".1000888",".0226579","4.417397","9.99e-06",".3416745",".0121718","28.07091","1.2e-112",".0906322",".0241659","3.750419",".0001765"
"stateyrv440","-.2044508",".0250476","-8.162486","1.45e-15","-.0639286",".011612","-5.505404","3.68e-08","-.199176",".0251016","-7.934803","7.98e-15","-.0726931",".0134898","-5.388749","7.09e-08",".3293668",".0301906","10.90958","1.78e-25",".0864777",".0321952","2.686046",".0072303",".3312101",".0300377","11.02648","6.02e-26",".0817434",".0318766","2.564369",".0103364"
"stateyrv441","-.179976",".024047","-7.484353","2.08e-13","-.0133202",".0093149","-1.429997",".152718","-.1766104",".0241238","-7.320995","6.54e-13","-.0275477",".0098467","-2.797661",".0051474",".304551",".0115476","26.37344","1.8e-103",".0711694",".0215872","3.296831",".0009778",".3051583",".0115355","26.45378","6.7e-104",".0641022",".0224679","2.853064",".00433"
"stateyrv442","-.1985827",".0241065","-8.237722","8.15e-16","-.0308611",".0099023","-3.116559",".0018298","-.1955342",".0241347","-8.101802","2.29e-15","-.0432035",".0097627","-4.42536","9.63e-06",".2687315",".0090334","29.74872","1.2e-121",".0355663",".0207705","1.712348",".0868325",".2693119",".0089917","29.95118","1.0e-122",".0291552",".0215683","1.351765",".1764505"
"stateyrv443","-.2007605",".0238246","-8.4266","1.90e-16","-.0298456",".0087305","-3.418564",".0006295","-.1983429",".0239277","-8.289246","5.49e-16","-.0393518",".0089706","-4.386765",".0000115",".2623317",".0044762","58.60551","1.9e-255",".0309801",".0190245","1.62843",".1034338",".2626803",".0044633","58.85342","2.0e-256",".0262977",".0193652","1.357987",".1744677"
"stateyrv444","-.2107342",".0237075","-8.888928","4.81e-18","-.0420757",".0087327","-4.818192","1.45e-06","-.2085754",".0236148","-8.832407","7.61e-18","-.0473791",".008921","-5.310969","1.09e-07",".2667831",".0087116","30.62376","2.7e-126",".0344269",".0203709","1.690002",".0910276",".2672661",".0087227","30.64026","2.2e-126",".032029",".0206939","1.547752",".121682"
"stateyrv445","-.2042665",".0244241","-8.363319","3.10e-16","-.0336471",".0100769","-3.339048",".0008407","-.2014403",".0244316","-8.245075","7.71e-16","-.046502",".010379","-4.480397","7.45e-06",".2919193",".0129833","22.48425","2.16e-82",".0601666",".0227261","2.647467",".0081097",".2923168",".0129284","22.6105","4.49e-83",".0537761",".023042","2.33383",".0196046"
"stateyrv446","-.2041241",".023817","-8.570513","6.15e-17","-.0360115",".0088728","-4.058625",".0000494","-.200694",".023938","-8.383916","2.65e-16","-.0520483",".0092188","-5.645876","1.64e-08",".2600648",".0050115","51.89391","3.5e-228",".0270887",".0193503","1.399912",".1615395",".2606175",".0049537","52.61107","3.4e-231",".018962",".0201157",".9426497",".3458601"
"stateyrv447","-.1992152",".0237201","-8.398579","2.36e-16","-.0101357",".0107277","-.9448174",".3447521","-.1977751",".0237257","-8.335888","3.84e-16","-.0265196",".0095538","-2.775823",".0055062",".2827205",".017746","15.9315","3.56e-48",".0594539",".0264049","2.251624",".0243461",".2820136",".0176556","15.97305","2.22e-48",".0503373",".0259661","1.938576",".052553"
"stateyrv448","-.2088681",".0235739","-8.86014","6.08e-18","-.0308081",".0087463","-3.522409",".0004276","-.2058697",".0236301","-8.71217","2.00e-17","-.0515242",".0087938","-5.859137","4.65e-09",".2728689",".0056786","48.0524","1.5e-211",".0448885",".0195715","2.293563",".0218156",".2727697",".0055788","48.89416","3.0e-215",".0342119",".0198164","1.72644",".0842683"
"stateyrv449","-.2001888",".0235901","-8.486152","1.19e-16","-.0255473",".0083792","-3.048883",".0022969","-.1975035",".0236195","-8.361895","3.14e-16","-.0405906",".0084601","-4.797908","1.60e-06",".27161",".0056914","47.72315","4.4e-210",".0418916",".019409","2.158361",".0308998",".2717417",".0056803","47.8397","1.3e-210",".0342852",".0197547","1.735543",".0826446"
"stateyrv450","-.1885292",".0237428","-7.940479","7.65e-15","-.0230084",".0088231","-2.60773",".0091145","-.1849826",".023839","-7.759646","2.89e-14","-.037863",".0097014","-3.902829",".0000951",".2772486",".0066315","41.80786","7.9e-183",".0431183",".0197164","2.186929",".0287477",".2779517",".006639","41.86628","4.2e-183",".0354759",".0205259","1.728349",".0839257"
"stateyrv451","-.2009113",".0239033","-8.405182","2.24e-16","-.0260636",".0102428","-2.544577",".010941","-.1981188",".0240003","-8.254847","7.15e-16","-.0422265",".0095717","-4.411606",".0000103",".2883004",".0237073","12.16081","1.12e-30",".0581615",".0368003","1.580461",".1140013",".2884853",".0236044","12.22169","6.15e-31",".0499038",".0368974","1.3525",".1762153"
"stateyrv452","-.1724044",".0238417","-7.231213","1.22e-12","-.004064",".0089911","-.4519992",".6512695","-.1709433",".0237121","-7.20912","1.41e-12","-.0029493",".0090372","-.3263466",".7441621",".22117",".0104267","21.21194","1.50e-75","-.0114281",".0213206","-.5360138",".591949",".2216903",".0103794","21.35878","2.46e-76","-.0105984",".0214812","-.4933816",".621743"
"stateyrv453","-.1796149",".0237583","-7.560092","1.22e-13","-.0076689",".0088577","-.8657918",".3866044","-.1779717",".023648","-7.525852","1.55e-13","-.0112324",".0088739","-1.265782",".2055912",".2417457",".0135161","17.8858","4.91e-58",".0097275",".0226831",".428841",".6680389",".2421883",".0135124","17.92341","3.14e-58",".0091562",".0232596",".3936522",".6938379"
"stateyrv454","-.1871315",".0237771","-7.870255","1.29e-14","-.0207556",".0086931","-2.387598",".0169589","-.1854499",".0237148","-7.820001","1.86e-14","-.0199083",".0085672","-2.323784",".0201371",".233306",".0049485","47.14683","1.6e-207","-.0001847",".0192101","-.009613",".9923301",".2339419",".0050123","46.67332","2.2e-205",".0006137",".0193656",".0316883",".9747206"
"stateyrv455","-.1936272",".0236344","-8.192613","1.15e-15","-.0290585",".0084682","-3.4315",".0006003","-.191817",".0235135","-8.157726","1.50e-15","-.0278029",".008498","-3.271715",".001069",".2485228",".0051306","48.43953","3.0e-213",".0142255",".0192593",".7386312",".460131",".2492638",".0051313","48.57687","7.3e-214",".0153323",".0194465",".7884372",".430441"
"stateyrv456","-.1833946",".0246367","-7.443964","2.77e-13","-.0130388",".0106315","-1.226428",".2200376","-.1817975",".0245122","-7.416611","3.36e-13","-.01484",".0111613","-1.329599",".1836503",".2341253",".0134197","17.44639","8.77e-56",".0018526",".0226757",".0816993",".9348858",".2346014",".0134429","17.45171","8.24e-56",".0015898",".0230842",".0688687",".9450942"
"stateyrv457","-.1970007",".0239361","-8.230273","8.63e-16","-.0318913",".0096786","-3.295021",".0009841","-.1950652",".0238403","-8.182153","1.25e-15","-.032201",".0097282","-3.310056",".0009328",".2342316",".0046538","50.33159","1.7e-221",".0000258",".0191849",".0013474",".9989249",".2349591",".0045851","51.24438","2.0e-225",".0002782",".0194104",".0143332",".9885641"
"stateyrv458","-.2017094",".0248178","-8.127602","1.88e-15","-.0138622",".011647","-1.190191",".2339715","-.2018677",".0248056","-8.137971","1.74e-15","-.0151134",".0122245","-1.236312",".2163426",".2382464",".014433","16.50708","4.91e-51",".0151333",".0231066",".6549372",".5125082",".2375328",".0146421","16.22263","1.29e-49",".0132248",".0233593",".5661462",".5712944"
"stateyrv459","-.2024141",".0236235","-8.568335","6.26e-17","-.0288893",".0085545","-3.377101",".0007325","-.2009624",".0235081","-8.54866","7.31e-17","-.0321122",".0086249","-3.723205",".0001967",".2349611",".005026","46.74885","1.0e-205",".0048351",".0190796",".2534185",".7999448",".2351568",".005083","46.26313","1.6e-203",".003308",".019353",".1709279",".8642805"
"stateyrv460","-.1886852",".0236077","-7.992537","5.19e-15","-.0180207",".0084383","-2.135587",".0327131","-.187459",".0234827","-7.982851","5.58e-15","-.0168185",".0083017","-2.025902",".0427749",".2251099",".0033651","66.89521","2.7e-286","-.0064729",".0188513","-.3433644",".7313243",".2254987",".0033125","68.07587","1.9e-290","-.0056146",".0190452","-.2948026",".7681446"
"stateyrv461","-.167803",".0237946","-7.052146","4.11e-12","-.0006032",".0086237","-.0699454",".9442371","-.1666754",".0236509","-7.047322","4.24e-12",".0044215",".0086739",".5097554",".6102228",".2256843",".0092883","24.29781","3.29e-92","-.0075306",".020769","-.3625881",".7169126",".2262886",".0092799","24.38478","1.11e-92","-.0044834",".0210482","-.2130049",".8313231"
"stateyrv462","-.1725399",".0245078","-7.040193","4.45e-12","0",".",".",".","-.1713587",".0245372","-6.983623","6.50e-12","0",".",".",".",".2295879",".0191373","11.99688","5.65e-30","0",".",".",".",".2297167",".0192494","11.93368","1.05e-29","0",".",".","."
